Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
c_n_13.tif,92,110.435,1.200,9.526,254.529,6.176,1.774,0.738,68.521,0.549,0.772
