 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,33,18,12,38,727,1.206,18,0,4.637
2,1,0,2,0,3,0.205,0,0,0.205
3,1,0,2,0,2,0.180,0,0,0.180
4,1,0,2,0,3,0.223,0,0,0.223
5,1,0,2,0,21,0.989,0,0,0.989
6,1,0,2,0,52,2.483,0,0,2.483
7,1,0,2,0,87,4.395,0,0,4.395
8,1,0,2,0,0,0.043,0,0,0.043
9,22,12,8,18,634,1.498,12,0,7.200
10,1,0,2,0,32,1.562,0,0,1.562
11,14,7,7,11,445,1.710,7,0,5.463
12,1,0,2,0,47,2.535,0,0,2.535
13,1,0,2,0,22,1.102,0,0,1.102
14,1,0,2,0,9,0.478,0,0,0.478
15,1,0,2,0,1,0.085,0,0,0.085
