 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,4,2,2,4,91,1.208,2,0,2.011
2,1,0,2,0,23,1.303,0,0,1.303
3,3,1,3,3,134,2.259,1,0,3.025
4,1,0,2,0,11,0.599,0,0,0.599
5,1,0,2,0,32,1.721,0,0,1.721
6,1,0,2,0,30,1.618,0,0,1.618
7,1,0,2,0,57,3.031,0,0,3.031
8,0,0,1,0,0,0.000,0,0,0.000
9,1,0,2,0,3,0.223,0,0,0.223
10,6,3,3,7,46,0.488,3,0,0.992
11,1,0,2,0,3,0.188,0,0,0.188
12,1,0,2,0,17,0.889,0,0,0.889
13,3,1,3,1,60,1.093,1,0,1.909
14,1,0,2,0,8,0.506,0,0,0.506
15,1,0,2,0,8,0.471,0,0,0.471
16,0,0,1,0,0,0.000,0,0,0.000
17,3,1,3,3,54,0.948,1,0,1.650
18,1,0,2,0,50,2.504,0,0,2.504
19,1,0,2,0,10,0.521,0,0,0.521
20,1,0,2,0,2,0.145,0,0,0.145
21,1,0,2,0,0,0.060,0,0,0.060
22,3,1,3,1,149,2.496,1,0,4.119
23,1,0,2,0,38,1.835,0,0,1.835
24,3,1,3,3,92,1.546,1,0,2.101
25,1,0,2,0,38,1.994,0,0,1.994
26,1,0,2,0,1,0.085,0,0,0.085
27,1,0,2,0,0,0.060,0,0,0.060
28,1,0,2,0,4,0.213,0,0,0.213
29,1,0,2,0,3,0.170,0,0,0.170
30,1,0,2,0,0,0.043,0,0,0.043
31,1,0,2,0,30,1.477,0,0,1.477
32,1,0,2,0,49,2.356,0,0,2.356
33,1,0,2,0,78,3.660,0,0,3.660
34,1,0,2,0,8,0.436,0,0,0.436
35,8,4,4,8,234,1.632,4,0,4.935
36,1,0,2,0,0,0.060,0,0,0.060
37,1,0,2,0,18,0.826,0,0,0.826
38,1,0,2,0,0,0.043,0,0,0.043
39,1,0,2,0,69,3.312,0,0,3.312
40,1,0,2,0,8,0.471,0,0,0.471
41,1,0,2,0,15,0.769,0,0,0.769
42,1,0,2,0,24,1.310,0,0,1.310
