 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_58_largestArea.tif,0.510,3.581,1.469,0.442,89.391,0.500,3.324,0.301,0.838,452,43
2,0X_58_largestArea.tif,0.794,6.531,2.291,0.441,82.051,0.234,5.191,0.193,0.528,436,74
3,0X_58_largestArea.tif,2.213,15.594,3.439,0.819,64.411,0.114,4.197,0.238,0.310,418,78
4,0X_58_largestArea.tif,0.190,1.558,0.509,0.476,21.988,0.984,1.070,0.935,0.925,405,125
5,0X_58_largestArea.tif,0.062,0.952,0.383,0.204,52.069,0.853,1.876,0.533,0.840,395,150
6,0X_58_largestArea.tif,0.168,1.583,0.573,0.374,175.119,0.844,1.530,0.654,0.890,309,152
7,0X_58_largestArea.tif,0.939,7.385,2.893,0.413,37.321,0.216,6.998,0.143,0.595,338,153
8,0X_58_largestArea.tif,0.888,6.130,2.416,0.468,77.277,0.297,5.161,0.194,0.613,443,154
9,0X_58_largestArea.tif,0.624,5.721,2.514,0.316,33.339,0.240,7.949,0.126,0.607,363,155
10,0X_58_largestArea.tif,0.138,1.533,0.613,0.285,37.875,0.735,2.148,0.466,0.879,339,184
11,0X_58_largestArea.tif,0.289,2.419,1.027,0.359,165.789,0.622,2.860,0.350,0.867,405,190
12,0X_58_largestArea.tif,0.031,0.591,0.222,0.176,15.172,1.000,1.263,0.792,0.919,269,195
13,0X_58_largestArea.tif,0.040,0.722,0.233,0.217,135.000,0.960,1.074,0.931,0.815,250,196
14,0X_58_largestArea.tif,0.333,2.649,1.135,0.373,165.055,0.596,3.040,0.329,0.834,304,202
15,0X_58_largestArea.tif,0.760,6.170,2.599,0.372,15.007,0.251,6.981,0.143,0.654,470,204
16,0X_58_largestArea.tif,0.534,4.112,1.849,0.367,13.783,0.397,5.033,0.199,0.782,175,206
17,0X_58_largestArea.tif,0.959,6.558,2.813,0.434,60.297,0.280,6.481,0.154,0.694,423,206
18,0X_58_largestArea.tif,0.179,1.523,0.523,0.436,13.632,0.971,1.197,0.835,0.930,125,211
19,0X_58_largestArea.tif,0.143,1.377,0.448,0.406,45.988,0.947,1.102,0.908,0.913,217,211
20,0X_58_largestArea.tif,0.040,0.722,0.233,0.217,135.000,0.960,1.074,0.931,0.815,234,211
21,0X_58_largestArea.tif,0.262,2.043,0.812,0.411,0.029,0.789,1.974,0.506,0.906,250,211
22,0X_58_largestArea.tif,0.040,0.712,0.241,0.210,85.345,0.988,1.149,0.870,0.863,266,213
