 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_09_largestArea.tif,4.006,27.518,4.520,1.128,32.083,0.066,4.006,0.250,0.472,392,64
2,0X_09_largestArea.tif,0.136,1.423,0.542,0.319,65.818,0.842,1.703,0.587,0.877,363,67
3,0X_09_largestArea.tif,1.446,10.362,2.491,0.739,59.858,0.169,3.372,0.297,0.432,365,128
4,0X_09_largestArea.tif,0.076,1.002,0.349,0.277,58.836,0.951,1.261,0.793,0.884,324,136
5,0X_09_largestArea.tif,0.114,1.268,0.461,0.315,20.464,0.892,1.467,0.682,0.894,341,142
6,0X_09_largestArea.tif,6.846,48.491,3.669,2.376,76.627,0.037,1.545,0.647,0.331,304,153
7,0X_09_largestArea.tif,0.069,0.952,0.312,0.280,17.553,0.953,1.115,0.896,0.844,256,162
8,0X_09_largestArea.tif,0.049,0.952,0.444,0.140,48.760,0.677,3.167,0.316,0.806,312,177
9,0X_09_largestArea.tif,0.154,1.583,0.593,0.330,35.470,0.771,1.796,0.557,0.881,217,179
10,0X_09_largestArea.tif,0.179,1.618,0.597,0.382,86.606,0.860,1.565,0.639,0.900,351,180
11,0X_09_largestArea.tif,0.043,0.822,0.346,0.160,63.718,0.809,2.169,0.461,0.842,297,205
12,0X_09_largestArea.tif,0.393,3.172,1.445,0.346,44.793,0.490,4.176,0.239,0.814,346,210
13,0X_09_largestArea.tif,0.170,1.508,0.500,0.433,10.456,0.940,1.155,0.866,0.891,153,217
14,0X_09_largestArea.tif,0.631,5.130,1.636,0.491,158.183,0.301,3.330,0.300,0.598,297,227
15,0X_09_largestArea.tif,0.038,0.712,0.253,0.191,54.836,0.943,1.322,0.757,0.840,201,235
16,0X_09_largestArea.tif,2.104,14.377,3.410,0.786,19.885,0.128,4.340,0.230,0.462,215,238
17,0X_09_largestArea.tif,1.646,10.900,2.591,0.809,102.834,0.174,3.201,0.312,0.494,52,241
18,0X_09_largestArea.tif,0.275,2.610,0.995,0.352,90.333,0.507,2.825,0.354,0.798,250,248
19,0X_09_largestArea.tif,0.179,1.593,0.589,0.387,27.843,0.887,1.524,0.656,0.900,119,251
20,0X_09_largestArea.tif,0.051,0.871,0.367,0.176,86.269,0.838,2.084,0.480,0.933,181,254
21,0X_09_largestArea.tif,0.060,0.882,0.361,0.210,165.964,0.965,1.718,0.582,0.917,149,258
22,0X_09_largestArea.tif,0.384,3.207,1.360,0.359,53.036,0.469,3.786,0.264,0.748,200,267
23,0X_09_largestArea.tif,0.094,1.182,0.435,0.275,88.381,0.846,1.579,0.633,0.867,231,269
24,0X_09_largestArea.tif,0.340,2.570,1.043,0.415,36.607,0.647,2.511,0.398,0.847,256,276
25,0X_09_largestArea.tif,1.187,8.190,1.892,0.799,147.436,0.222,2.369,0.422,0.534,109,280
26,0X_09_largestArea.tif,0.282,2.249,0.933,0.385,76.534,0.701,2.422,0.413,0.881,228,285
27,0X_09_largestArea.tif,0.226,1.714,0.569,0.506,99.345,0.968,1.123,0.891,0.919,205,286
28,0X_09_largestArea.tif,0.130,1.363,0.471,0.352,99.860,0.881,1.336,0.748,0.878,329,288
29,0X_09_largestArea.tif,0.843,6.838,1.495,0.718,47.063,0.227,2.082,0.480,0.518,289,289
30,0X_09_largestArea.tif,0.134,1.328,0.438,0.390,45.003,0.954,1.123,0.890,0.892,240,304
31,0X_09_largestArea.tif,0.494,4.423,1.044,0.602,95.870,0.317,1.733,0.577,0.662,94,314
32,0X_09_largestArea.tif,0.100,1.122,0.388,0.326,14.711,0.993,1.189,0.841,0.902,243,318
33,0X_09_largestArea.tif,0.175,1.533,0.578,0.386,157.964,0.938,1.497,0.668,0.915,195,324
34,0X_09_largestArea.tif,0.242,1.994,0.695,0.444,67.271,0.767,1.565,0.639,0.893,43,326
35,0X_09_largestArea.tif,0.295,1.994,0.643,0.584,35.763,0.932,1.101,0.909,0.924,249,334
36,0X_09_largestArea.tif,0.347,2.680,0.947,0.467,92.505,0.608,2.028,0.493,0.808,207,337
37,0X_09_largestArea.tif,0.299,2.556,1.138,0.334,51.617,0.574,3.404,0.294,0.827,285,340
38,0X_09_largestArea.tif,0.185,1.909,0.823,0.286,67.962,0.637,2.880,0.347,0.868,296,341
39,0X_09_largestArea.tif,4.400,26.711,2.728,2.054,82.121,0.077,1.328,0.753,0.403,309,343
40,0X_09_largestArea.tif,0.215,1.894,0.754,0.364,42.872,0.754,2.074,0.482,0.850,195,346
41,0X_09_largestArea.tif,0.280,2.825,1.151,0.310,142.243,0.441,3.713,0.269,0.740,84,348
42,0X_09_largestArea.tif,0.820,4.603,1.764,0.592,170.429,0.486,2.982,0.335,0.801,105,348
43,0X_09_largestArea.tif,0.347,2.911,1.092,0.405,55.365,0.515,2.697,0.371,0.754,158,356
44,0X_09_largestArea.tif,1.178,9.252,2.112,0.710,22.767,0.173,2.974,0.336,0.424,142,382
45,0X_09_largestArea.tif,0.052,0.832,0.284,0.235,69.851,0.953,1.210,0.827,0.853,275,396
46,0X_09_largestArea.tif,0.266,1.969,0.738,0.459,95.945,0.862,1.610,0.621,0.913,130,434
47,0X_09_largestArea.tif,4.903,35.336,4.465,1.398,31.769,0.049,3.193,0.313,0.298,318,453
48,0X_09_largestArea.tif,1.426,10.673,2.283,0.795,122.743,0.157,2.871,0.348,0.534,105,500
49,0X_09_largestArea.tif,0.351,3.120,1.287,0.347,173.587,0.453,3.704,0.270,0.755,128,511
50,0X_09_largestArea.tif,0.024,0.506,0.186,0.161,135.000,1.000,1.159,0.863,0.897,255,520
51,0X_09_largestArea.tif,0.248,2.981,1.216,0.259,147.075,0.351,4.688,0.213,0.715,151,526
52,0X_09_largestArea.tif,0.071,1.052,0.426,0.211,71.620,0.801,2.020,0.495,0.876,272,541
53,0X_09_largestArea.tif,0.237,1.788,0.635,0.475,172.885,0.931,1.338,0.747,0.929,159,548
54,0X_09_largestArea.tif,0.071,0.942,0.318,0.282,19.658,1.000,1.128,0.887,0.897,260,563
55,0X_09_largestArea.tif,0.134,1.328,0.455,0.375,130.879,0.954,1.213,0.824,0.897,139,571
56,0X_09_largestArea.tif,0.391,2.759,1.184,0.420,179.504,0.645,2.817,0.355,0.904,161,571
57,0X_09_largestArea.tif,0.186,1.653,0.587,0.404,176.146,0.857,1.454,0.688,0.892,151,583
