 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,3,0.223,0,0,0.223
2,14,7,7,13,338,1.239,7,0,3.638
3,3,1,3,3,144,2.477,1,0,3.581
4,1,0,2,0,14,0.832,0,0,0.832
5,2,1,1,3,40,1.061,1,0,1.523
6,1,0,2,0,91,4.371,0,0,4.371
7,1,0,2,0,35,1.831,0,0,1.831
8,19,9,11,17,348,0.971,9,0,3.882
9,1,0,2,0,20,1.017,0,0,1.017
10,8,4,4,8,107,0.732,4,0,2.051
11,1,0,2,0,42,2.093,0,0,2.093
12,5,2,4,4,98,1.041,2,0,2.011
13,1,0,2,0,12,0.641,0,0,0.641
14,3,1,3,3,36,0.652,1,0,1.041
15,1,0,2,0,22,1.278,0,0,1.278
16,1,0,2,0,1,0.120,0,0,0.120
17,3,1,3,1,30,0.509,1,0,0.673
18,10,5,5,7,214,1.157,5,0,3.729
19,0,0,1,0,0,0.000,0,0,0.000
20,1,0,2,0,3,0.205,0,0,0.205
21,1,0,2,0,28,1.322,0,0,1.322
22,1,0,2,0,47,2.482,0,0,2.482
23,3,1,3,3,187,3.127,1,0,4.963
24,1,0,2,0,0,0.060,0,0,0.060
25,1,0,2,0,16,0.846,0,0,0.846
26,3,1,3,3,50,0.862,1,0,1.084
27,9,4,6,8,122,0.740,4,0,1.630
28,1,0,2,0,20,1.052,0,0,1.052
29,3,1,3,1,193,3.167,1,0,4.960
30,32,17,12,34,759,1.241,16,1,3.375
31,3,1,3,3,117,2.047,1,0,3.559
32,2,1,1,1,24,0.629,1,0,0.967
33,4,2,2,4,92,1.209,2,0,1.282
34,3,1,3,1,52,0.944,1,0,1.721
35,5,2,4,6,215,2.223,2,0,6.010
36,1,0,2,0,62,3.296,0,0,3.296
37,1,0,2,0,54,2.991,0,0,2.991
38,5,2,4,4,92,1.025,2,0,1.851
39,1,0,2,0,8,0.489,0,0,0.489
40,1,0,2,0,29,1.399,0,0,1.399
41,1,0,2,0,44,2.143,0,0,2.143
42,1,0,2,0,15,0.769,0,0,0.769
43,1,0,2,0,8,0.524,0,0,0.524
44,5,2,4,6,81,0.900,2,0,2.242
45,1,0,2,0,22,1.225,0,0,1.225
46,3,1,3,1,178,2.919,1,0,4.612
47,12,6,6,10,250,1.107,6,0,2.274
48,3,1,3,1,46,0.806,1,0,1.573
49,3,1,3,3,50,0.891,1,0,1.445
50,0,0,1,0,0,0.000,0,0,0.000
51,1,0,2,0,2,0.163,0,0,0.163
52,20,10,10,20,660,1.749,10,0,4.426
53,1,0,2,0,15,0.892,0,0,0.892
54,18,9,9,17,375,1.116,9,0,3.481
55,1,0,2,0,39,1.948,0,0,1.948
56,1,0,2,0,31,1.573,0,0,1.573
57,1,0,2,0,45,2.309,0,0,2.309
58,3,1,3,3,71,1.242,1,0,1.590
59,1,0,2,0,48,2.454,0,0,2.454
60,1,0,2,0,7,0.446,0,0,0.446
61,3,1,3,1,48,0.870,1,0,1.558
62,1,0,2,0,43,2.224,0,0,2.224
63,1,0,2,0,41,2.227,0,0,2.227
64,21,11,9,21,565,1.414,11,0,4.760
65,1,0,2,0,33,1.605,0,0,1.605
66,3,1,3,1,187,3.087,1,0,4.399
67,1,0,2,0,12,0.676,0,0,0.676
68,13,6,8,14,273,1.145,6,0,2.691
69,1,0,2,0,5,0.255,0,0,0.255
70,1,0,2,0,46,2.475,0,0,2.475
71,1,0,2,0,67,3.439,0,0,3.439
72,3,1,3,1,83,1.343,1,0,3.270
73,6,3,3,5,109,0.982,3,0,1.520
74,1,0,2,0,16,0.846,0,0,0.846
75,1,0,2,0,19,0.939,0,0,0.939
76,1,0,2,0,9,0.443,0,0,0.443
77,1,0,2,0,36,2.032,0,0,2.032
78,1,0,2,0,28,1.586,0,0,1.586
79,1,0,2,0,21,1.112,0,0,1.112
80,5,2,4,4,121,1.262,2,0,2.196
81,1,0,2,0,4,0.301,0,0,0.301
82,3,1,3,1,70,1.276,1,0,2.492
83,1,0,2,0,9,0.443,0,0,0.443
84,3,1,3,1,193,3.390,1,0,5.711
85,1,0,2,0,21,1.182,0,0,1.182
86,1,0,2,0,16,0.935,0,0,0.935
87,1,0,2,0,79,3.931,0,0,3.931
88,1,0,2,0,68,3.463,0,0,3.463
89,1,0,2,0,45,2.327,0,0,2.327
90,1,0,2,0,50,2.715,0,0,2.715
91,1,0,2,0,7,0.428,0,0,0.428
92,1,0,2,0,27,1.473,0,0,1.473
93,1,0,2,0,1,0.085,0,0,0.085
94,1,0,0,0,91,4.480,0,0,4.480
