 ,Value,Count
1,0,182770
2,1,18538
3,2,4569
4,3,2482
5,4,1990
6,5,1656
7,6,1354
8,7,1203
9,8,1223
10,9,1197
11,10,1458
12,11,2007
13,12,2891
14,13,3482
15,14,3688
16,15,3096
17,16,2602
18,17,2800
19,18,2888
20,19,2928
21,20,3101
22,21,3086
23,22,2868
24,23,2857
25,24,2869
26,25,2989
27,26,2741
28,27,2433
29,28,1976
30,29,1778
31,30,1699
32,31,1568
33,32,1490
34,33,1402
35,34,1387
36,35,1535
37,36,1361
38,37,1300
39,38,1275
40,39,1085
41,40,1053
42,41,971
43,42,969
44,43,959
45,44,856
46,45,877
47,46,819
48,47,725
49,48,664
50,49,677
51,50,657
52,51,596
53,52,594
54,53,535
55,54,505
56,55,451
57,56,413
58,57,389
59,58,380
60,59,341
61,60,314
62,61,255
63,62,237
64,63,196
65,64,147
66,65,161
67,66,127
68,67,107
69,68,84
70,69,73
71,70,72
72,71,53
73,72,48
74,73,49
75,74,51
76,75,43
77,76,42
78,77,37
79,78,33
80,79,29
81,80,30
82,81,37
83,82,35
84,83,20
85,84,22
86,85,16
87,86,17
88,87,33
89,88,17
90,89,21
91,90,20
92,91,14
93,92,24
94,93,21
95,94,22
96,95,14
97,96,13
98,97,19
99,98,21
100,99,11
101,100,19
102,101,15
103,102,11
104,103,12
105,104,6
106,105,8
107,106,8
108,107,10
109,108,6
110,109,5
111,110,5
112,111,6
113,112,5
114,113,9
115,114,8
116,115,5
117,116,4
118,117,3
119,118,3
120,119,6
121,120,5
122,121,5
123,122,7
124,123,4
125,124,5
126,125,6
127,126,4
128,127,5
129,128,2
130,129,3
131,130,4
132,131,2
133,132,2
134,133,4
135,134,5
136,135,6
137,136,1
138,137,5
139,138,1
140,139,0
141,140,0
142,141,2
143,142,2
144,143,2
145,144,1
146,145,3
147,146,3
148,147,3
149,148,3
150,149,4
151,150,1
152,151,3
153,152,1
154,153,1
155,154,3
156,155,1
157,156,3
158,157,1
159,158,3
160,159,1
161,160,1
162,161,2
163,162,1
164,163,1
165,164,0
166,165,0
167,166,0
168,167,4
169,168,4
170,169,3
171,170,2
172,171,1
173,172,1
174,173,2
175,174,2
176,175,1
177,176,0
178,177,0
179,178,1
180,179,0
181,180,0
182,181,0
183,182,0
184,183,1
185,184,1
186,185,2
187,186,0
188,187,0
189,188,0
190,189,1
191,190,1
192,191,0
193,192,0
194,193,0
195,194,0
196,195,0
197,196,0
198,197,0
199,198,0
200,199,0
201,200,0
202,201,0
203,202,0
204,203,0
205,204,0
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
