 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,11,1.341,0,0,1.341
2,383,200,114,431,2915,1.023,163,28,5.512
3,13,7,5,11,207,1.610,7,0,4.059
4,1,0,2,0,0,0.049,0,0,0.049
5,1,0,2,0,7,0.432,0,0,0.432
6,1,0,2,0,0,0.049,0,0,0.049
7,1,0,2,0,38,2.625,0,0,2.625
8,1,0,2,0,1,0.098,0,0,0.098
9,446,231,130,525,3185,1.011,181,39,4.657
10,1,0,2,0,41,2.852,0,0,2.852
11,1,0,2,0,37,2.080,0,0,2.080
12,1,0,2,0,49,3.752,0,0,3.752
13,155,84,46,170,1432,1.205,72,12,6.161
14,1,0,2,0,33,3.333,0,0,3.333
15,10,5,5,11,55,0.737,5,0,1.402
16,180,101,39,283,1543,1.079,85,14,4.470
17,3,1,3,3,28,0.777,1,0,1.111
18,1,0,2,0,22,1.225,0,0,1.225
19,1,0,2,0,15,1.240,0,0,1.240
20,3,1,3,1,10,0.595,1,0,0.642
21,3,1,3,3,3,0.283,1,0,0.593
22,1,0,2,0,29,2.380,0,0,2.380
23,1,0,2,0,2,0.207,0,0,0.207
24,11,4,7,11,104,1.143,3,0,2.634
25,1,0,2,0,39,2.929,0,0,2.929
26,3,1,3,3,30,1.704,1,0,3.831
27,6,2,5,3,28,0.931,1,1,1.690
28,1,0,2,0,8,0.541,0,0,0.541
29,2,1,1,3,17,0.724,1,0,0.740
30,1,0,2,0,7,0.533,0,0,0.533
31,1,0,2,0,1,0.118,0,0,0.118
32,1,0,2,0,6,0.443,0,0,0.443
33,1,0,2,0,8,0.561,0,0,0.561
34,3,1,3,1,27,0.715,1,0,1.367
35,3,1,3,1,24,0.663,1,0,1.309
36,2,1,1,1,27,0.836,1,0,0.915
37,1,0,2,0,27,1.551,0,0,1.551
38,1,0,2,0,0,0.049,0,0,0.049
39,1,0,2,0,9,0.944,0,0,0.944
40,3,1,3,3,28,1.108,1,0,2.617
41,1,0,2,0,2,0.207,0,0,0.207
42,1,0,2,0,4,0.265,0,0,0.265
43,6,3,3,5,56,0.870,3,0,2.168
44,5,2,4,2,47,0.709,2,0,1.765
45,1,0,2,0,6,0.719,0,0,0.719
46,1,0,2,0,3,0.256,0,0,0.256
47,1,0,2,0,9,0.927,0,0,0.927
48,4,2,2,2,25,0.410,2,0,0.786
49,1,0,2,0,6,0.403,0,0,0.403
50,2,1,1,1,21,0.856,1,0,0.895
51,1,0,2,0,6,0.423,0,0,0.423
52,10,5,5,11,60,0.501,5,0,0.947
53,1,0,2,0,29,1.750,0,0,1.750
54,5,2,3,5,38,0.551,1,1,1.131
55,1,0,2,0,0,0.049,0,0,0.049
56,0,0,1,0,0,0.000,0,0,0.000
57,5,2,4,2,39,1.135,2,0,1.655
58,1,0,2,0,7,0.472,0,0,0.472
59,2,1,1,3,11,0.378,1,0,0.659
60,3,1,3,3,9,0.289,1,0,0.423
61,1,0,2,0,9,0.610,0,0,0.610
62,1,0,2,0,4,0.265,0,0,0.265
63,1,0,2,0,10,0.619,0,0,0.619
64,1,0,2,0,12,0.757,0,0,0.757
65,5,2,4,6,9,0.212,2,0,0.423
66,0,0,1,0,0,0.000,0,0,0.000
