 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,584,310,143,1205,3999,1.177,238,53,5.210
2,38,20,12,44,218,0.722,17,2,2.470
3,1,0,2,0,6,0.760,0,0,0.760
4,43,22,13,46,246,0.909,16,5,3.270
5,1,0,2,0,9,0.927,0,0,0.927
6,21,9,8,101,135,1.434,5,2,3.552
7,1,0,2,0,22,1.600,0,0,1.600
8,4,2,1,5,9,1.114,1,1,1.762
9,1,0,2,0,8,0.521,0,0,0.521
10,18,9,7,91,112,1.182,6,1,3.466
11,2,1,1,1,24,0.722,1,0,1.209
12,2,1,1,1,40,1.194,1,0,1.612
13,4,2,2,6,41,0.715,2,0,1.376
14,5,2,3,5,24,0.382,1,1,0.688
15,1,0,2,0,42,2.486,0,0,2.486
16,3,1,3,3,4,0.174,1,0,0.236
17,1,0,2,0,18,1.761,0,0,1.761
18,1,0,2,0,3,0.573,0,0,0.573
19,1,0,2,0,31,2.384,0,0,2.384
20,5,3,1,3,78,1.505,3,0,3.111
21,1,0,2,0,2,0.544,0,0,0.544
22,0,0,1,0,0,0.000,0,0,0.000
23,1,0,2,0,1,0.098,0,0,0.098
24,4,2,2,4,37,0.686,2,0,1.062
25,10,5,5,13,59,0.481,5,0,1.217
26,5,2,4,2,15,0.268,2,0,0.797
27,2,1,1,3,21,0.673,1,0,1.229
28,3,1,3,3,10,0.437,1,0,0.936
29,1,0,2,0,17,1.082,0,0,1.082
30,5,2,4,2,14,0.218,2,0,0.285
31,1,0,2,0,12,0.838,0,0,0.838
32,1,0,2,0,9,1.264,0,0,1.264
33,2,1,1,1,14,0.468,1,0,0.720
34,2,1,1,3,16,0.561,1,0,0.867
35,1,0,2,0,22,1.684,0,0,1.684
36,12,6,5,11,40,0.355,5,1,1.273
37,1,0,2,0,2,0.524,0,0,0.524
38,3,1,3,3,3,0.270,1,0,0.455
39,5,2,4,2,24,0.320,2,0,0.786
40,1,0,2,0,19,1.416,0,0,1.416
41,9,4,3,9,53,0.455,2,1,0.834
42,3,1,3,1,24,0.528,1,0,0.570
43,2,1,1,1,17,0.521,1,0,0.855
44,1,0,2,0,24,1.424,0,0,1.424
45,3,1,3,1,59,1.179,1,0,2.121
46,1,0,2,0,0,0.049,0,0,0.049
47,3,1,3,1,9,0.223,1,0,0.265
48,5,3,0,10,29,0.488,2,1,0.737
