 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,161,87,42,190,1062,0.929,68,17,4.193
2,4,2,2,4,39,1.387,2,0,2.593
3,1,0,2,0,4,0.305,0,0,0.305
4,1,0,2,0,8,0.460,0,0,0.460
5,1,0,2,0,14,0.794,0,0,0.794
6,1,0,2,0,24,1.262,0,0,1.262
7,27,14,8,29,153,1.047,10,4,2.406
8,1868,964,484,3123,11783,1.104,731,154,7.285
9,6,3,4,69,36,0.984,2,0,1.820
10,34,15,13,39,270,1.011,9,3,4.037
11,19,9,8,16,192,1.370,6,3,3.281
12,3,1,3,1,30,0.666,1,0,0.797
13,1,0,2,0,5,0.394,0,0,0.394
14,9,4,6,6,54,1.072,4,0,2.660
15,1,0,2,0,50,2.837,0,0,2.837
16,1,0,2,0,4,0.305,0,0,0.305
17,1,0,2,0,10,0.598,0,0,0.598
18,1,0,2,0,4,0.285,0,0,0.285
19,1,0,2,0,8,0.501,0,0,0.501
20,0,0,1,0,0,0.000,0,0,0.000
21,4,2,2,2,46,0.914,2,0,1.578
22,3,1,3,3,3,0.507,1,0,0.861
23,1,0,2,0,13,0.846,0,0,0.846
24,6,3,2,4,33,0.867,2,1,1.877
25,1,0,2,0,13,0.846,0,0,0.846
26,1,0,2,0,13,1.180,0,0,1.180
27,1,0,2,0,7,1.125,0,0,1.125
28,16,7,6,18,126,0.962,5,1,3.974
29,1,0,2,0,6,0.821,0,0,0.821
30,3,1,3,3,13,0.676,1,0,1.163
31,3,1,3,1,28,1.137,1,0,2.046
32,1,0,2,0,6,0.383,0,0,0.383
33,6,3,3,5,15,0.400,3,0,0.691
34,1,0,2,0,9,0.570,0,0,0.570
35,3,1,3,1,17,0.735,1,0,1.016
36,5,2,4,2,19,0.497,2,0,0.760
37,3,1,3,3,8,0.357,1,0,0.570
38,1,0,2,0,10,0.619,0,0,0.619
39,1,0,2,0,32,3.342,0,0,3.342
40,1,0,0,0,12,0.619,0,0,0.619
