 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,14,0.709,0,0,0.709
2,1,0,2,0,13,0.719,0,0,0.719
3,5,2,4,4,58,0.652,2,0,1.470
4,5,2,4,4,57,0.629,2,0,1.094
5,7,3,5,9,30,0.312,3,0,0.599
6,1,0,2,0,10,0.521,0,0,0.521
7,1,0,2,0,1,0.085,0,0,0.085
8,3,1,3,3,15,0.336,1,0,0.659
9,3,1,3,3,29,0.541,1,0,1.222
10,1,0,2,0,18,0.932,0,0,0.932
11,1,0,2,0,32,1.633,0,0,1.633
12,3,1,3,1,14,0.288,1,0,0.496
13,3,1,3,3,18,0.408,1,0,0.489
14,3,1,3,1,17,0.331,1,0,0.496
15,3,1,3,1,31,0.558,1,0,0.804
16,3,1,3,1,45,0.798,1,0,1.052
17,0,0,1,0,0,0.000,0,0,0.000
18,3,1,3,3,11,0.262,1,0,0.418
19,3,1,3,3,9,0.240,1,0,0.368
20,1,0,2,0,9,0.478,0,0,0.478
21,1,0,2,0,1,0.103,0,0,0.103
22,0,0,1,0,0,0.000,0,0,0.000
23,1,0,2,0,4,0.230,0,0,0.230
24,7,3,5,7,31,0.308,3,0,0.779
25,1,0,2,0,17,0.907,0,0,0.907
26,3,1,3,1,20,0.391,1,0,0.641
27,1,0,2,0,17,0.854,0,0,0.854
28,1,0,2,0,2,0.163,0,0,0.163
29,3,1,3,1,42,0.738,1,0,1.137
30,1,0,2,0,3,0.170,0,0,0.170
31,1,0,2,0,13,0.684,0,0,0.684
32,0,0,1,0,0,0.000,0,0,0.000
33,3,1,3,1,46,0.812,1,0,1.420
34,5,2,4,4,41,0.475,2,0,1.017
35,1,0,2,0,17,0.977,0,0,0.977
36,1,0,2,0,11,0.634,0,0,0.634
37,1,0,2,0,13,0.684,0,0,0.684
38,1,0,2,0,2,0.128,0,0,0.128
39,1,0,2,0,6,0.351,0,0,0.351
40,3,1,3,1,24,0.459,1,0,0.959
41,1,0,2,0,0,0.060,0,0,0.060
42,1,0,2,0,18,0.879,0,0,0.879
43,7,3,5,5,53,0.447,3,0,0.956
44,3,1,3,1,31,0.582,1,0,0.804
45,1,0,2,0,14,0.709,0,0,0.709
46,1,0,2,0,14,0.832,0,0,0.832
47,0,0,1,0,0,0.000,0,0,0.000
48,1,0,2,0,1,0.120,0,0,0.120
49,1,0,2,0,20,1.052,0,0,1.052
50,3,1,3,1,29,0.548,1,0,0.659
51,1,0,2,0,6,0.368,0,0,0.368
52,3,1,3,3,20,0.407,1,0,0.513
53,1,0,2,0,8,0.471,0,0,0.471
54,3,1,3,3,35,0.638,1,0,0.992
55,6,2,5,7,37,0.422,1,1,0.556
56,1,0,2,0,0,0.043,0,0,0.043
57,1,0,2,0,15,0.839,0,0,0.839
58,1,0,2,0,2,0.163,0,0,0.163
59,1,0,2,0,12,0.606,0,0,0.606
60,5,2,4,4,42,0.516,2,0,0.719
61,1,0,2,0,5,0.290,0,0,0.290
