 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,8,0.436,0,0,0.436
2,1,0,2,0,8,0.453,0,0,0.453
3,1,0,2,0,12,0.676,0,0,0.676
4,3,1,3,3,15,0.348,1,0,0.453
5,1,0,2,0,13,0.719,0,0,0.719
6,5,2,4,2,68,0.702,2,0,1.502
7,1,0,2,0,15,0.839,0,0,0.839
8,1,0,2,0,17,0.871,0,0,0.871
9,1,0,2,0,22,1.190,0,0,1.190
10,1,0,2,0,19,1.027,0,0,1.027
11,1,0,2,0,45,2.256,0,0,2.256
12,5,2,4,2,79,0.894,2,0,2.142
13,1,0,2,0,11,0.581,0,0,0.581
14,1,0,2,0,11,0.599,0,0,0.599
15,1,0,2,0,22,1.137,0,0,1.137
16,1,0,2,0,10,0.521,0,0,0.521
17,1,0,2,0,6,0.333,0,0,0.333
18,1,0,2,0,18,0.914,0,0,0.914
19,1,0,2,0,11,0.581,0,0,0.581
20,5,2,4,4,49,0.561,2,0,1.140
21,1,0,2,0,13,0.648,0,0,0.648
22,5,2,4,6,34,0.429,2,0,0.797
23,5,2,4,6,58,0.669,2,0,1.232
24,1,0,2,0,23,1.162,0,0,1.162
25,3,1,3,3,53,0.969,1,0,2.104
26,3,1,3,3,39,0.688,1,0,1.587
27,1,0,2,0,16,0.811,0,0,0.811
28,5,2,4,4,40,0.456,2,0,0.563
29,1,0,2,0,5,0.343,0,0,0.343
30,1,0,2,0,27,1.332,0,0,1.332
31,3,1,3,1,46,0.800,1,0,1.151
32,1,0,2,0,13,0.648,0,0,0.648
33,1,0,2,0,23,1.109,0,0,1.109
34,1,0,2,0,4,0.266,0,0,0.266
35,1,0,2,0,0,0.043,0,0,0.043
36,5,2,4,4,58,0.641,2,0,2.299
37,3,1,3,3,45,0.785,1,0,1.229
38,1,0,2,0,9,0.461,0,0,0.461
39,7,3,5,5,73,0.566,3,0,1.615
40,3,1,3,1,45,0.786,1,0,1.289
41,1,0,2,0,1,0.103,0,0,0.103
42,5,2,4,4,69,0.780,2,0,1.165
43,3,1,3,1,41,0.718,1,0,1.633
44,1,0,2,0,13,0.754,0,0,0.754
45,1,0,2,0,14,0.779,0,0,0.779
46,1,0,2,0,13,0.701,0,0,0.701
47,3,1,3,3,46,0.829,1,0,1.580
48,1,0,2,0,2,0.180,0,0,0.180
49,5,2,4,2,51,0.561,2,0,1.130
50,1,0,2,0,40,2.096,0,0,2.096
51,1,0,2,0,10,0.538,0,0,0.538
52,10,5,5,11,126,0.682,5,0,1.573
53,5,2,4,6,106,1.098,2,0,2.321
54,1,0,2,0,31,1.625,0,0,1.625
55,1,0,2,0,18,0.932,0,0,0.932
56,1,0,2,0,14,0.709,0,0,0.709
57,1,0,2,0,7,0.393,0,0,0.393
58,5,2,4,2,51,0.557,2,0,1.325
59,1,0,2,0,10,0.574,0,0,0.574
60,1,0,2,0,0,0.060,0,0,0.060
61,1,0,2,0,35,1.866,0,0,1.866
62,1,0,2,0,28,1.463,0,0,1.463
63,1,0,2,0,7,0.376,0,0,0.376
64,1,0,2,0,8,0.436,0,0,0.436
65,1,0,2,0,19,0.992,0,0,0.992
66,1,0,2,0,22,1.154,0,0,1.154
67,1,0,2,0,4,0.230,0,0,0.230
68,3,1,3,1,57,0.980,1,0,1.700
69,4,1,4,3,40,0.577,0,1,1.222
70,1,0,2,0,12,0.606,0,0,0.606
71,15,7,9,13,314,1.141,7,0,3.909
72,0,0,1,0,0,0.000,0,0,0.000
73,1,0,2,0,7,0.376,0,0,0.376
74,1,0,2,0,2,0.145,0,0,0.145
75,3,1,3,1,41,0.753,1,0,1.353
76,1,0,2,0,10,0.538,0,0,0.538
77,5,2,4,6,84,0.929,2,0,2.564
78,0,0,1,0,0,0.000,0,0,0.000
79,3,1,3,1,58,1.012,1,0,1.515
80,3,1,3,1,22,0.451,1,0,0.882
81,1,0,2,0,50,2.486,0,0,2.486
82,1,0,2,0,30,1.495,0,0,1.495
83,5,2,4,4,103,1.084,2,0,2.472
84,1,0,2,0,59,3.010,0,0,3.010
85,1,0,2,0,30,1.653,0,0,1.653
86,1,0,2,0,5,0.273,0,0,0.273
87,1,0,2,0,17,0.889,0,0,0.889
88,1,0,2,0,12,0.623,0,0,0.623
89,1,0,2,0,19,1.027,0,0,1.027
90,1,0,2,0,31,1.520,0,0,1.520
91,3,1,3,1,29,0.554,1,0,1.027
