Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
f_n_18.tif,110,68.925,0.627,3.848,252.851,4.128,1.187,0.619,90.788,0.506,0.763
