Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
f_n_01.tif,40,47.656,1.191,5.750,254.429,5.803,1.603,0.745,90.553,0.505,0.758
