 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,7,3,4,10,52,1.406,2,1,3.569
2,1,0,2,0,9,0.570,0,0,0.570
3,949,489,281,1176,6283,1.170,380,82,6.333
4,13,6,8,12,80,1.115,6,0,5.153
5,1,0,2,0,3,0.590,0,0,0.590
6,110,57,35,125,733,1.097,47,6,3.598
7,1,0,2,0,4,0.325,0,0,0.325
8,3,1,3,3,44,1.527,1,0,2.991
9,1,0,2,0,2,0.544,0,0,0.544
10,7,3,4,7,49,0.847,2,1,1.310
11,1,0,2,0,4,0.265,0,0,0.265
12,1,0,2,0,12,1.370,0,0,1.370
13,1,0,2,0,10,1.643,0,0,1.643
14,342,176,89,587,2215,1.193,132,29,6.322
15,1,0,2,0,4,0.682,0,0,0.682
16,1,0,2,0,34,2.688,0,0,2.688
17,1,0,2,0,15,1.949,0,0,1.949
18,12,6,5,11,58,0.723,5,1,1.402
19,35,17,16,36,252,1.114,14,3,2.369
20,1,0,2,0,2,0.521,0,0,0.521
21,3,1,3,1,36,1.736,1,0,2.997
22,182,95,57,207,1381,1.146,80,11,6.148
23,1,0,2,0,4,0.642,0,0,0.642
24,3,1,3,1,36,1.382,1,0,2.893
25,1,0,2,0,15,2.309,0,0,2.309
26,2,1,1,1,27,1.550,1,0,1.629
27,3,1,3,1,4,0.625,1,0,0.944
28,1,0,2,0,9,0.529,0,0,0.529
29,1,0,2,0,26,3.929,0,0,3.929
30,1,0,2,0,6,1.076,0,0,1.076
31,1,0,2,0,18,1.529,0,0,1.529
32,3,1,3,1,8,0.431,1,0,0.812
33,1,0,2,0,39,2.973,0,0,2.973
34,1,0,2,0,21,2.430,0,0,2.430
35,1,0,2,0,9,1.597,0,0,1.597
36,3,1,3,3,13,1.019,1,0,1.528
37,8,4,4,6,49,1.252,4,0,3.374
38,3,1,3,3,46,1.665,1,0,3.103
39,5,2,4,4,43,1.775,2,0,3.984
40,1,0,2,0,1,0.118,0,0,0.118
41,3,1,3,1,6,0.397,1,0,0.570
42,8,4,3,5,91,1.767,3,1,2.838
43,1,0,2,0,11,1.736,0,0,1.736
44,1,0,2,0,20,2.509,0,0,2.509
45,1,0,2,0,1,0.098,0,0,0.098
46,1,0,2,0,2,0.167,0,0,0.167
47,2,1,1,1,26,0.862,1,0,0.956
48,1,0,2,0,0,0.049,0,0,0.049
49,1,0,2,0,7,0.452,0,0,0.452
50,0,0,1,0,0,0.000,0,0,0.000
51,5,3,1,5,36,1.008,3,0,1.675
52,1,0,2,0,10,1.664,0,0,1.664
53,5,2,3,6,35,1.049,1,1,1.704
54,1,0,2,0,11,1.062,0,0,1.062
55,1,0,2,0,5,0.691,0,0,0.691
56,1,0,2,0,6,0.777,0,0,0.777
57,6,3,3,7,22,0.315,3,0,0.452
58,8,4,4,10,74,1.647,4,0,4.027
59,1,0,2,0,8,1.612,0,0,1.612
60,1,0,2,0,14,1.842,0,0,1.842
61,1,0,2,0,6,0.740,0,0,0.740
62,1,0,2,0,17,1.773,0,0,1.773
63,1,0,2,0,1,0.098,0,0,0.098
64,1,0,2,0,28,2.017,0,0,2.017
65,1,0,2,0,12,1.053,0,0,1.053
66,1,0,2,0,3,0.930,0,0,0.930
67,1,0,2,0,6,0.696,0,0,0.696
68,0,0,1,0,0,0.000,0,0,0.000
69,1,0,2,0,0,0.049,0,0,0.049
70,1,0,2,0,8,0.898,0,0,0.898
71,1,0,2,0,7,0.411,0,0,0.411
72,1,0,2,0,0,0.049,0,0,0.049
73,1,0,0,0,14,0.818,0,0,0.818
