 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,10,1.997,0,0,1.997
2,978,517,240,1630,6185,1.209,397,85,7.523
3,5,2,4,4,11,0.489,2,0,0.861
4,1,0,2,0,10,0.659,0,0,0.659
5,7,3,4,35,42,1.456,2,1,2.927
6,16,7,9,13,102,0.925,5,2,1.695
7,403,206,125,681,2710,1.283,168,22,6.269
8,20,10,8,20,136,1.062,8,2,3.713
9,32,16,7,42,225,1.176,10,4,3.500
10,1,0,2,0,15,1.699,0,0,1.699
11,1,0,2,0,32,3.322,0,0,3.322
12,35,17,10,48,295,1.425,11,4,3.917
13,3,1,3,1,17,0.974,1,0,1.805
14,1,0,2,0,12,1.491,0,0,1.491
15,3,1,3,1,30,1.561,1,0,3.017
16,24,12,8,36,115,0.825,10,1,2.130
17,1,0,2,0,2,0.147,0,0,0.147
18,1,0,2,0,2,0.521,0,0,0.521
19,4,2,2,2,35,1.177,2,0,1.808
20,3,1,3,1,36,1.837,1,0,2.208
21,1,0,2,0,25,3.926,0,0,3.926
22,5,2,4,4,24,1.059,2,0,1.920
23,11,5,7,9,124,1.685,5,0,4.643
24,11,5,5,11,35,0.865,4,0,1.330
25,7,3,5,9,108,1.902,3,0,4.524
26,5,2,4,2,55,1.798,2,0,3.647
27,10,5,5,9,45,0.683,5,0,1.479
28,3,1,3,1,11,0.388,1,0,0.731
29,1,0,2,0,4,1.307,0,0,1.307
30,2,1,1,3,18,0.570,1,0,0.688
31,1,0,2,0,15,0.964,0,0,0.964
32,1,0,2,0,7,0.512,0,0,0.512
33,5,2,4,4,47,1.471,2,0,4.574
34,3,1,3,1,20,0.783,1,0,1.278
35,3,1,3,1,27,1.252,1,0,1.615
36,1,0,2,0,4,0.682,0,0,0.682
37,1,0,2,0,10,0.619,0,0,0.619
38,1,0,2,0,8,0.501,0,0,0.501
39,10,5,5,9,68,0.844,5,0,2.139
40,9,4,5,6,72,1.294,3,1,3.008
41,1,0,2,0,22,1.937,0,0,1.937
42,3,1,3,1,27,1.883,1,0,3.725
43,3,1,3,1,16,1.054,1,0,1.782
44,1,0,2,0,1,0.455,0,0,0.455
45,3,1,3,1,34,1.007,1,0,1.444
46,2,1,1,3,24,1.428,1,0,1.900
47,4,2,2,2,31,0.863,2,0,1.350
48,3,1,3,1,32,1.815,1,0,4.335
49,3,1,3,1,20,0.903,1,0,1.859
50,1,0,2,0,7,0.846,0,0,0.846
51,3,1,3,1,28,0.600,1,0,0.993
52,1,0,2,0,14,0.875,0,0,0.875
53,1,0,2,0,0,0.069,0,0,0.069
54,1,0,2,0,0,0.069,0,0,0.069
55,2,1,1,3,33,2.042,1,0,3.917
56,2,1,2,43,5,0.839,0,0,1.079
57,3,1,3,1,9,0.229,1,0,0.285
58,1,0,2,0,9,0.570,0,0,0.570
59,1,0,2,0,13,0.806,0,0,0.806
60,1,0,2,0,4,0.244,0,0,0.244
61,1,0,2,0,7,0.472,0,0,0.472
62,1,0,2,0,2,0.881,0,0,0.881
63,1,0,2,0,16,0.912,0,0,0.912
64,1,0,2,0,2,0.167,0,0,0.167
65,1,0,2,0,11,1.422,0,0,1.422
66,3,1,3,1,12,0.301,1,0,0.460
67,2,1,1,1,20,0.645,1,0,1.025
