 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,9,4,6,6,220,1.333,4,0,3.981
2,1,0,2,0,20,0.999,0,0,0.999
3,5,2,4,2,137,1.451,2,0,3.354
4,5,2,4,4,32,0.363,2,0,0.521
5,1,0,2,0,36,1.838,0,0,1.838
6,1,0,2,0,26,1.466,0,0,1.466
7,5,2,4,4,95,0.970,2,0,2.777
8,1,0,2,0,9,0.531,0,0,0.531
9,1,0,2,0,34,1.700,0,0,1.700
10,1,0,2,0,14,0.673,0,0,0.673
11,3,1,3,3,76,1.442,1,0,4.181
12,1,0,2,0,22,1.154,0,0,1.154
13,1,0,2,0,24,1.275,0,0,1.275
14,0,0,1,0,0,0.000,0,0,0.000
15,1,0,2,0,26,1.289,0,0,1.289
16,1,0,2,0,31,1.432,0,0,1.432
17,3,1,3,3,100,1.800,1,0,2.730
18,1,0,2,0,45,2.291,0,0,2.291
19,1,0,2,0,13,0.789,0,0,0.789
20,1,0,2,0,1,0.103,0,0,0.103
21,1,0,2,0,85,4.292,0,0,4.292
22,3,1,3,3,66,1.230,1,0,1.834
23,1,0,2,0,28,1.515,0,0,1.515
24,5,2,4,4,126,1.308,2,0,3.276
25,1,0,2,0,6,0.351,0,0,0.351
26,1,0,2,0,75,3.937,0,0,3.937
27,1,0,2,0,20,0.964,0,0,0.964
28,1,0,2,0,25,1.423,0,0,1.423
29,7,3,5,3,188,1.341,3,0,4.769
30,3,1,3,1,14,0.276,1,0,0.436
31,1,0,2,0,31,1.537,0,0,1.537
32,1,0,2,0,11,0.599,0,0,0.599
33,1,0,2,0,28,1.445,0,0,1.445
34,1,0,2,0,6,0.368,0,0,0.368
35,3,1,3,3,62,1.161,1,0,1.686
36,3,1,3,1,90,1.565,1,0,3.849
37,5,2,4,2,101,1.096,2,0,1.636
38,1,0,2,0,85,4.028,0,0,4.028
39,1,0,2,0,10,0.609,0,0,0.609
40,1,0,2,0,30,1.495,0,0,1.495
41,1,0,2,0,3,0.205,0,0,0.205
42,1,0,2,0,3,0.223,0,0,0.223
43,1,0,2,0,17,0.907,0,0,0.907
44,1,0,2,0,29,1.382,0,0,1.382
45,3,1,3,1,47,0.797,1,0,0.974
46,3,1,3,1,36,0.688,1,0,1.172
47,1,0,2,0,8,0.524,0,0,0.524
48,1,0,2,0,15,0.804,0,0,0.804
49,1,0,2,0,45,2.309,0,0,2.309
50,1,0,2,0,55,2.787,0,0,2.787
51,1,0,2,0,48,2.349,0,0,2.349
52,1,0,2,0,31,1.573,0,0,1.573
53,1,0,2,0,1,0.085,0,0,0.085
