 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,71,3.485,0,0,3.485
2,1,0,2,0,51,2.670,0,0,2.670
3,1,0,2,0,19,1.133,0,0,1.133
4,1,0,2,0,11,0.599,0,0,0.599
5,1,0,2,0,29,1.558,0,0,1.558
6,1,0,2,0,52,2.572,0,0,2.572
7,1,0,2,0,17,0.854,0,0,0.854
8,1,0,2,0,13,0.754,0,0,0.754
9,3,1,3,1,50,0.857,1,0,2.033
10,1,0,2,0,9,0.461,0,0,0.461
11,3,1,3,3,68,1.235,1,0,2.397
12,1,0,2,0,19,1.115,0,0,1.115
13,1,0,2,0,2,0.163,0,0,0.163
14,1,0,2,0,9,0.513,0,0,0.513
15,3,1,3,1,81,1.361,1,0,3.290
16,3,1,3,1,80,1.423,1,0,2.234
17,1,0,2,0,1,0.120,0,0,0.120
18,3,1,3,3,75,1.234,1,0,1.722
19,1,0,2,0,111,5.222,0,0,5.222
20,1,0,2,0,7,0.376,0,0,0.376
21,1,0,2,0,16,0.899,0,0,0.899
22,1,0,2,0,9,0.478,0,0,0.478
23,3,1,3,3,176,2.972,1,0,4.961
24,1,0,2,0,7,0.340,0,0,0.340
25,1,0,2,0,50,2.645,0,0,2.645
26,1,0,2,0,28,1.427,0,0,1.427
27,1,0,2,0,23,1.162,0,0,1.162
28,1,0,2,0,39,2.019,0,0,2.019
29,3,1,3,1,43,0.805,1,0,0.917
30,1,0,2,0,20,0.999,0,0,0.999
31,1,0,2,0,21,1.024,0,0,1.024
32,1,0,2,0,18,0.949,0,0,0.949
33,1,0,2,0,16,0.864,0,0,0.864
34,1,0,2,0,18,0.984,0,0,0.984
35,1,0,2,0,69,3.383,0,0,3.383
36,1,0,2,0,19,1.062,0,0,1.062
37,0,0,1,0,0,0.000,0,0,0.000
38,1,0,2,0,0,0.060,0,0,0.060
39,1,0,2,0,1,0.120,0,0,0.120
40,1,0,2,0,2,0.180,0,0,0.180
41,3,1,3,3,110,1.889,1,0,3.641
42,1,0,2,0,24,1.116,0,0,1.116
43,1,0,2,0,5,0.273,0,0,0.273
44,1,0,2,0,9,0.443,0,0,0.443
