 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_46_largestArea.tif,0.201,1.714,0.647,0.395,34.692,0.860,1.638,0.610,0.899,149,102
2,3X_46_largestArea.tif,0.488,4.102,1.742,0.357,4.620,0.365,4.880,0.205,0.778,191,112
3,3X_46_largestArea.tif,1.190,9.618,1.812,0.837,13.874,0.162,2.165,0.462,0.555,130,114
4,3X_46_largestArea.tif,2.169,13.555,1.995,1.385,33.473,0.148,1.441,0.694,0.578,222,114
5,3X_46_largestArea.tif,0.237,1.809,0.575,0.525,127.379,0.910,1.094,0.914,0.903,175,134
6,3X_46_largestArea.tif,4.941,34.533,4.564,1.378,95.707,0.052,3.311,0.302,0.310,148,135
7,3X_46_largestArea.tif,0.052,0.822,0.272,0.246,74.590,0.977,1.107,0.903,0.892,186,141
8,3X_46_largestArea.tif,0.613,5.921,2.399,0.326,111.473,0.220,7.369,0.136,0.569,290,147
9,3X_46_largestArea.tif,0.867,6.367,1.130,0.976,126.335,0.269,1.158,0.864,0.596,175,152
10,3X_46_largestArea.tif,2.721,18.493,2.425,1.429,52.875,0.100,1.698,0.589,0.431,261,155
11,3X_46_largestArea.tif,0.134,1.353,0.461,0.369,23.595,0.920,1.249,0.800,0.902,208,170
12,3X_46_largestArea.tif,0.156,1.448,0.506,0.392,157.338,0.933,1.290,0.775,0.896,246,173
13,3X_46_largestArea.tif,0.078,1.012,0.337,0.294,132.907,0.954,1.146,0.873,0.851,149,178
14,3X_46_largestArea.tif,0.118,1.268,0.440,0.341,83.247,0.920,1.291,0.775,0.884,212,193
15,3X_46_largestArea.tif,0.134,1.438,0.550,0.310,76.570,0.814,1.776,0.563,0.892,110,197
16,3X_46_largestArea.tif,0.105,1.182,0.378,0.354,45.004,0.943,1.068,0.936,0.872,174,216
17,3X_46_largestArea.tif,0.170,1.523,0.502,0.431,46.252,0.922,1.163,0.860,0.917,291,217
18,3X_46_largestArea.tif,0.465,3.827,1.623,0.365,157.420,0.399,4.450,0.225,0.712,275,222
19,3X_46_largestArea.tif,0.114,1.243,0.466,0.312,160.256,0.928,1.495,0.669,0.906,211,227
20,3X_46_largestArea.tif,0.163,1.508,0.492,0.422,102.036,0.900,1.167,0.857,0.887,188,236
21,3X_46_largestArea.tif,2.149,17.300,2.112,1.296,144.135,0.090,1.630,0.613,0.352,266,240
22,3X_46_largestArea.tif,0.422,4.053,0.906,0.592,89.115,0.322,1.530,0.654,0.550,97,256
23,3X_46_largestArea.tif,0.145,1.859,0.642,0.287,41.144,0.526,2.235,0.447,0.714,331,289
24,3X_46_largestArea.tif,1.165,9.588,2.858,0.519,129.974,0.159,5.504,0.182,0.408,142,306
25,3X_46_largestArea.tif,0.326,2.749,1.270,0.327,170.200,0.542,3.888,0.257,0.876,115,318
26,3X_46_largestArea.tif,0.132,1.523,0.615,0.274,3.617,0.716,2.247,0.445,0.864,319,339
27,3X_46_largestArea.tif,0.147,1.473,0.527,0.354,57.587,0.849,1.491,0.671,0.885,300,343
28,3X_46_largestArea.tif,0.208,1.969,0.818,0.324,65.102,0.675,2.528,0.396,0.865,279,366
