 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_50_largestArea.tif,0.081,1.002,0.353,0.294,175.464,1.000,1.199,0.834,0.909,608,106
2,3X_50_largestArea.tif,0.183,1.954,0.831,0.280,54.385,0.601,2.965,0.337,0.774,618,109
3,3X_50_largestArea.tif,4.346,31.475,2.966,1.865,51.204,0.055,1.590,0.629,0.308,587,110
4,3X_50_largestArea.tif,0.633,5.275,2.111,0.382,43.879,0.286,5.528,0.181,0.617,481,118
5,3X_50_largestArea.tif,0.608,3.952,1.248,0.620,100.959,0.489,2.012,0.497,0.780,618,127
6,3X_50_largestArea.tif,0.937,6.246,1.842,0.648,106.216,0.302,2.843,0.352,0.612,592,132
7,3X_50_largestArea.tif,0.139,1.363,0.461,0.385,72.991,0.942,1.196,0.836,0.890,440,157
8,3X_50_largestArea.tif,0.150,1.473,0.537,0.356,104.144,0.870,1.507,0.663,0.892,579,160
9,3X_50_largestArea.tif,0.116,1.243,0.414,0.357,60.880,0.942,1.160,0.862,0.877,407,170
10,3X_50_largestArea.tif,0.125,1.353,0.500,0.318,98.807,0.857,1.572,0.636,0.885,530,172
11,3X_50_largestArea.tif,0.765,6.968,1.891,0.515,54.904,0.198,3.671,0.272,0.518,432,177
12,3X_50_largestArea.tif,0.132,1.328,0.436,0.385,45.003,0.942,1.132,0.884,0.890,569,180
13,3X_50_largestArea.tif,0.228,1.884,0.745,0.389,65.964,0.807,1.915,0.522,0.903,594,181
14,3X_50_largestArea.tif,0.481,3.811,1.724,0.355,101.046,0.416,4.853,0.206,0.761,556,194
15,3X_50_largestArea.tif,0.264,2.124,0.773,0.435,45.029,0.736,1.777,0.563,0.872,579,198
16,3X_50_largestArea.tif,0.469,3.467,1.139,0.524,178.831,0.490,2.175,0.460,0.716,392,228
17,3X_50_largestArea.tif,0.069,0.952,0.312,0.280,107.553,0.953,1.115,0.896,0.844,351,233
18,3X_50_largestArea.tif,0.785,4.273,1.713,0.584,138.792,0.540,2.933,0.341,0.828,532,233
19,3X_50_largestArea.tif,0.112,1.243,0.418,0.342,117.771,0.913,1.221,0.819,0.867,567,236
20,3X_50_largestArea.tif,0.226,1.763,0.631,0.456,165.579,0.914,1.382,0.723,0.919,378,241
21,3X_50_largestArea.tif,0.490,3.716,1.679,0.372,91.414,0.446,4.518,0.221,0.822,363,244
22,3X_50_largestArea.tif,0.116,1.268,0.466,0.316,55.754,0.906,1.476,0.678,0.889,304,248
23,3X_50_largestArea.tif,0.537,4.809,2.118,0.323,62.778,0.292,6.556,0.153,0.723,325,262
24,3X_50_largestArea.tif,0.224,1.944,0.799,0.357,56.087,0.746,2.236,0.447,0.905,536,265
25,3X_50_largestArea.tif,0.221,1.894,0.768,0.366,30.422,0.773,2.098,0.477,0.884,453,273
26,3X_50_largestArea.tif,0.121,1.292,0.488,0.316,69.071,0.912,1.543,0.648,0.912,284,278
27,3X_50_largestArea.tif,0.166,1.593,0.615,0.344,130.164,0.824,1.787,0.560,0.889,415,284
28,3X_50_largestArea.tif,0.440,3.788,1.786,0.313,34.700,0.385,5.696,0.176,0.724,519,285
29,3X_50_largestArea.tif,0.185,1.728,0.654,0.359,83.319,0.777,1.820,0.549,0.887,453,289
30,3X_50_largestArea.tif,0.400,3.296,0.933,0.546,121.434,0.462,1.709,0.585,0.695,294,296
31,3X_50_largestArea.tif,1.746,11.902,2.645,0.841,11.912,0.155,3.146,0.318,0.417,434,300
32,3X_50_largestArea.tif,0.132,1.328,0.452,0.372,18.163,0.942,1.215,0.823,0.890,416,307
33,3X_50_largestArea.tif,0.568,4.481,2.056,0.352,90.494,0.355,5.843,0.171,0.848,515,307
34,3X_50_largestArea.tif,0.286,2.079,0.792,0.459,90.170,0.831,1.725,0.580,0.919,316,310
35,3X_50_largestArea.tif,0.110,1.207,0.423,0.332,20.478,0.951,1.275,0.784,0.904,396,310
36,3X_50_largestArea.tif,0.154,1.498,0.594,0.330,20.283,0.861,1.801,0.555,0.904,280,314
37,3X_50_largestArea.tif,0.811,5.501,1.420,0.727,120.582,0.337,1.954,0.512,0.605,469,314
38,3X_50_largestArea.tif,0.199,1.643,0.557,0.455,165.153,0.926,1.223,0.818,0.913,354,317
39,3X_50_largestArea.tif,0.083,1.182,0.481,0.220,44.992,0.748,2.185,0.458,0.844,301,324
40,3X_50_largestArea.tif,0.702,5.024,1.754,0.509,23.200,0.349,3.444,0.290,0.687,269,326
41,3X_50_largestArea.tif,0.232,1.813,0.692,0.426,100.416,0.885,1.623,0.616,0.931,343,332
42,3X_50_largestArea.tif,0.347,2.454,0.988,0.448,73.906,0.725,2.207,0.453,0.889,500,332
43,3X_50_largestArea.tif,0.304,2.666,1.180,0.328,54.058,0.538,3.599,0.278,0.772,287,334
44,3X_50_largestArea.tif,0.090,1.122,0.403,0.286,23.981,0.903,1.410,0.709,0.885,404,339
45,3X_50_largestArea.tif,0.185,1.689,0.632,0.372,60.191,0.813,1.702,0.588,0.872,417,341
46,3X_50_largestArea.tif,1.230,9.271,3.016,0.519,39.153,0.180,5.805,0.172,0.515,442,341
47,3X_50_largestArea.tif,0.179,1.523,0.494,0.462,41.172,0.971,1.069,0.935,0.925,310,344
48,3X_50_largestArea.tif,0.299,3.101,1.429,0.266,60.275,0.390,5.373,0.186,0.742,268,348
49,3X_50_largestArea.tif,0.204,1.809,0.757,0.344,49.746,0.785,2.199,0.455,0.904,253,351
50,3X_50_largestArea.tif,0.054,1.122,0.451,0.153,47.989,0.542,2.943,0.340,0.714,292,352
51,3X_50_largestArea.tif,0.445,3.070,1.321,0.429,69.905,0.593,3.078,0.325,0.856,356,354
52,3X_50_largestArea.tif,0.394,2.730,1.007,0.499,120.752,0.665,2.019,0.495,0.824,153,373
53,3X_50_largestArea.tif,1.750,10.075,3.222,0.691,9.122,0.217,4.659,0.215,0.592,232,374
54,3X_50_largestArea.tif,0.119,1.278,0.403,0.377,56.830,0.919,1.070,0.934,0.874,288,386
55,3X_50_largestArea.tif,0.121,1.268,0.457,0.337,18.761,0.948,1.356,0.738,0.912,352,387
56,3X_50_largestArea.tif,0.289,2.199,0.864,0.426,11.520,0.752,2.027,0.493,0.904,115,389
57,3X_50_largestArea.tif,1.399,9.893,1.769,1.007,163.994,0.180,1.757,0.569,0.429,160,402
58,3X_50_largestArea.tif,0.206,1.813,0.659,0.398,0.936,0.788,1.655,0.604,0.887,232,405
59,3X_50_largestArea.tif,0.221,1.763,0.649,0.433,34.096,0.892,1.498,0.667,0.914,173,407
60,3X_50_largestArea.tif,0.277,2.124,0.841,0.419,48.496,0.771,2.006,0.499,0.895,94,420
61,3X_50_largestArea.tif,0.302,2.875,1.038,0.371,3.934,0.459,2.800,0.357,0.734,175,424
62,3X_50_largestArea.tif,0.118,1.413,0.544,0.275,21.598,0.740,1.977,0.506,0.855,129,426
63,3X_50_largestArea.tif,0.078,1.012,0.337,0.294,47.093,0.954,1.146,0.873,0.851,102,434
64,3X_50_largestArea.tif,0.268,2.500,0.924,0.369,44.302,0.538,2.505,0.399,0.706,112,441
65,3X_50_largestArea.tif,0.213,1.823,0.658,0.413,74.948,0.807,1.592,0.628,0.891,136,444
66,3X_50_largestArea.tif,0.340,2.666,0.681,0.636,164.145,0.602,1.069,0.935,0.787,93,453
67,3X_50_largestArea.tif,0.087,1.062,0.333,0.332,90.000,0.967,1.006,0.994,0.889,140,466
