 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_16_largestArea.tif,18.261,61.529,8.468,2.746,66.267,0.061,3.084,0.324,0.373,283,159
2,3X_16_largestArea.tif,0.279,2.004,0.651,0.545,96.155,0.872,1.193,0.838,0.903,322,433
3,3X_16_largestArea.tif,9.855,54.132,4.283,2.929,41.501,0.042,1.462,0.684,0.366,256,450
4,3X_16_largestArea.tif,0.034,0.651,0.221,0.198,90.000,1.000,1.121,0.892,0.864,157,451
5,3X_16_largestArea.tif,2.005,13.732,2.729,0.935,91.291,0.134,2.918,0.343,0.467,137,459
6,3X_16_largestArea.tif,0.574,3.502,1.467,0.498,28.631,0.588,2.949,0.339,0.844,189,470
7,3X_16_largestArea.tif,0.279,1.944,0.674,0.526,89.661,0.927,1.281,0.781,0.928,177,502
8,3X_16_largestArea.tif,0.266,1.873,0.607,0.558,69.954,0.952,1.087,0.920,0.933,227,520
9,3X_16_largestArea.tif,0.116,1.232,0.432,0.342,5.808,0.958,1.263,0.792,0.914,158,526
10,3X_16_largestArea.tif,0.186,1.583,0.554,0.428,102.600,0.935,1.292,0.774,0.924,172,534
11,3X_16_largestArea.tif,1.122,5.159,1.887,0.757,7.380,0.530,2.494,0.401,0.802,179,552
12,3X_16_largestArea.tif,0.351,2.705,0.987,0.453,101.556,0.603,2.179,0.459,0.793,297,565
13,3X_16_largestArea.tif,0.262,2.259,0.815,0.410,176.714,0.646,1.989,0.503,0.822,254,576
14,3X_16_largestArea.tif,1.592,6.421,2.140,0.947,73.294,0.485,2.258,0.443,0.781,197,577
15,3X_16_largestArea.tif,0.107,1.232,0.460,0.295,173.077,0.883,1.558,0.642,0.894,281,579
16,3X_16_largestArea.tif,0.067,0.942,0.366,0.233,160.707,0.948,1.568,0.638,0.902,170,583
17,3X_16_largestArea.tif,0.282,2.695,1.198,0.300,156.620,0.488,3.994,0.250,0.836,265,588
18,3X_16_largestArea.tif,0.118,1.533,0.606,0.247,116.897,0.629,2.452,0.408,0.778,293,595
19,3X_16_largestArea.tif,0.257,2.269,0.914,0.358,132.296,0.627,2.552,0.392,0.823,158,599
20,3X_16_largestArea.tif,1.265,7.352,1.899,0.848,140.582,0.294,2.239,0.447,0.600,227,602
21,3X_16_largestArea.tif,2.231,14.960,2.443,1.162,20.672,0.125,2.102,0.476,0.320,285,605
22,3X_16_largestArea.tif,0.047,0.797,0.295,0.203,108.070,0.932,1.454,0.688,0.867,212,619
23,3X_16_largestArea.tif,0.707,5.116,2.141,0.421,124.953,0.340,5.088,0.197,0.658,303,624
24,3X_16_largestArea.tif,0.123,1.268,0.423,0.370,164.050,0.962,1.143,0.875,0.901,180,633
25,3X_16_largestArea.tif,0.078,1.012,0.352,0.281,6.371E-14,0.954,1.251,0.799,0.878,266,646
