 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_02_largestArea.tif,2.973,18.459,2.452,1.544,54.542,0.110,1.589,0.629,0.390,301,138
2,3X_02_largestArea.tif,0.071,1.002,0.398,0.226,53.008,0.883,1.762,0.568,0.876,236,148
3,3X_02_largestArea.tif,0.241,1.834,0.666,0.460,41.276,0.899,1.450,0.690,0.908,276,155
4,3X_02_largestArea.tif,8.118,42.462,4.657,2.219,43.349,0.057,2.099,0.477,0.352,248,165
5,3X_02_largestArea.tif,1.268,5.284,1.701,0.949,156.923,0.571,1.792,0.558,0.820,351,170
6,3X_02_largestArea.tif,0.224,2.309,0.993,0.288,65.610,0.529,3.454,0.290,0.835,342,191
7,3X_02_largestArea.tif,0.034,0.626,0.255,0.171,174.418,1.000,1.491,0.671,0.884,308,192
8,3X_02_largestArea.tif,0.943,6.661,2.085,0.576,80.165,0.267,3.621,0.276,0.523,360,198
9,3X_02_largestArea.tif,0.581,3.838,1.708,0.433,35.726,0.496,3.943,0.254,0.847,205,213
10,3X_02_largestArea.tif,0.718,3.736,1.354,0.675,17.343,0.647,2.005,0.499,0.861,324,227
11,3X_02_largestArea.tif,6.168,34.245,4.178,1.880,134.292,0.066,2.222,0.450,0.329,288,240
12,3X_02_largestArea.tif,0.431,3.371,1.420,0.386,65.649,0.476,3.676,0.272,0.768,391,243
13,3X_02_largestArea.tif,0.447,3.141,1.308,0.435,22.479,0.569,3.009,0.332,0.855,107,264
14,3X_02_largestArea.tif,0.071,0.942,0.311,0.289,144.788,1.000,1.075,0.930,0.907,259,269
15,3X_02_largestArea.tif,0.107,1.207,0.408,0.333,73.005,0.920,1.225,0.816,0.887,188,273
16,3X_02_largestArea.tif,0.698,4.143,1.638,0.543,78.403,0.511,3.018,0.331,0.791,355,280
17,3X_02_largestArea.tif,0.545,4.021,1.853,0.374,1.641,0.423,4.950,0.202,0.822,229,285
18,3X_02_largestArea.tif,3.392,17.065,2.911,1.484,166.669,0.146,1.962,0.510,0.461,97,286
19,3X_02_largestArea.tif,0.469,3.176,1.306,0.457,40.897,0.584,2.858,0.350,0.816,149,294
20,3X_02_largestArea.tif,0.306,2.705,1.171,0.333,118.764,0.525,3.520,0.284,0.805,293,294
21,3X_02_largestArea.tif,0.116,1.292,0.450,0.328,94.960,0.871,1.371,0.729,0.883,232,306
22,3X_02_largestArea.tif,0.208,1.678,0.601,0.441,25.488,0.928,1.365,0.733,0.916,175,309
23,3X_02_largestArea.tif,0.175,1.653,0.629,0.355,61.133,0.807,1.770,0.565,0.882,375,326
24,3X_02_largestArea.tif,0.337,2.274,0.873,0.491,7.900,0.818,1.777,0.563,0.928,163,327
25,3X_02_largestArea.tif,0.266,1.919,0.669,0.506,158.714,0.908,1.321,0.757,0.910,125,340
26,3X_02_largestArea.tif,1.701,8.335,2.368,0.915,6.532,0.308,2.589,0.386,0.591,207,352
27,3X_02_largestArea.tif,0.796,6.079,2.178,0.465,82.544,0.271,4.682,0.214,0.646,361,356
28,3X_02_largestArea.tif,0.282,2.234,0.870,0.413,140.641,0.711,2.106,0.475,0.879,228,358
29,3X_02_largestArea.tif,5.449,31.481,3.191,2.175,140.776,0.069,1.467,0.682,0.553,298,367
30,3X_02_largestArea.tif,0.244,1.884,0.650,0.478,122.303,0.865,1.358,0.736,0.891,325,371
31,3X_02_largestArea.tif,0.928,7.562,2.084,0.567,170.852,0.204,3.676,0.272,0.621,203,377
32,3X_02_largestArea.tif,0.114,1.278,0.472,0.308,3.953,0.877,1.532,0.653,0.863,274,377
33,3X_02_largestArea.tif,0.047,1.037,0.444,0.135,161.158,0.549,3.286,0.304,0.754,253,378
34,3X_02_largestArea.tif,0.255,2.174,0.720,0.451,52.610,0.678,1.598,0.626,0.822,190,383
35,3X_02_largestArea.tif,0.351,3.004,1.385,0.323,94.405,0.489,4.291,0.233,0.851,349,465
