 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_31_largestArea.tif,0.279,1.909,0.636,0.558,91.590,0.961,1.139,0.878,0.931,322,132
2,3X_31_largestArea.tif,1.029,7.296,2.565,0.511,175.948,0.243,5.019,0.199,0.558,378,160
3,3X_31_largestArea.tif,8.608,31.546,8.961,1.223,159.728,0.109,7.327,0.136,0.432,311,259
4,3X_31_largestArea.tif,0.780,5.981,2.801,0.354,23.374,0.274,7.902,0.127,0.770,269,272
5,3X_31_largestArea.tif,1.147,7.910,2.354,0.620,73.889,0.230,3.794,0.264,0.643,576,283
6,3X_31_largestArea.tif,0.166,1.523,0.530,0.400,22.656,0.902,1.323,0.756,0.911,310,295
7,3X_31_largestArea.tif,0.662,4.172,1.732,0.487,76.784,0.478,3.559,0.281,0.789,554,298
8,3X_31_largestArea.tif,0.181,1.558,0.537,0.429,61.358,0.937,1.251,0.799,0.909,587,310
9,3X_31_largestArea.tif,0.244,1.788,0.606,0.513,2.429,0.960,1.182,0.846,0.934,607,317
10,3X_31_largestArea.tif,0.988,9.798,4.199,0.300,26.425,0.129,14.017,0.071,0.571,158,325
11,3X_31_largestArea.tif,0.322,2.379,0.907,0.452,112.689,0.715,2.008,0.498,0.860,579,329
12,3X_31_largestArea.tif,0.166,1.498,0.492,0.431,5.156,0.932,1.143,0.875,0.906,638,333
13,3X_31_largestArea.tif,0.181,1.568,0.518,0.445,152.036,0.924,1.166,0.858,0.901,671,333
14,3X_31_largestArea.tif,0.123,1.353,0.487,0.321,56.420,0.845,1.516,0.660,0.913,619,336
15,3X_31_largestArea.tif,0.156,1.448,0.516,0.384,155.072,0.933,1.345,0.744,0.901,718,339
16,3X_31_largestArea.tif,0.300,2.620,1.127,0.339,116.348,0.550,3.323,0.301,0.812,597,341
17,3X_31_largestArea.tif,1.201,7.972,3.706,0.413,144.994,0.238,8.979,0.111,0.718,699,345
18,3X_31_largestArea.tif,0.114,1.278,0.482,0.301,42.401,0.877,1.598,0.626,0.875,642,351
19,3X_31_largestArea.tif,0.255,2.726,1.260,0.258,31.588,0.431,4.885,0.205,0.801,135,352
20,3X_31_largestArea.tif,0.105,1.207,0.387,0.345,90.981,0.905,1.123,0.890,0.885,625,354
21,3X_31_largestArea.tif,1.328,6.804,2.488,0.680,42.142,0.360,3.661,0.273,0.802,109,360
22,3X_31_largestArea.tif,0.915,5.093,1.783,0.654,19.131,0.443,2.727,0.367,0.763,550,362
23,3X_31_largestArea.tif,0.033,0.616,0.238,0.174,113.109,1.000,1.362,0.734,0.947,665,362
24,3X_31_largestArea.tif,0.161,1.463,0.482,0.426,156.772,0.946,1.132,0.883,0.922,594,370
25,3X_31_largestArea.tif,0.100,1.158,0.399,0.317,39.986,0.933,1.257,0.795,0.866,59,371
26,3X_31_largestArea.tif,0.103,1.257,0.497,0.264,71.247,0.820,1.877,0.533,0.891,670,373
27,3X_31_largestArea.tif,0.147,1.568,0.578,0.323,157.372,0.749,1.791,0.558,0.818,634,379
28,3X_31_largestArea.tif,0.127,1.292,0.461,0.350,175.457,0.953,1.318,0.759,0.909,47,382
29,3X_31_largestArea.tif,4.478,24.562,4.383,1.301,137.416,0.093,3.370,0.297,0.426,581,383
30,3X_31_largestArea.tif,0.081,1.048,0.374,0.277,33.316,0.932,1.350,0.741,0.849,609,383
31,3X_31_largestArea.tif,0.554,3.662,1.206,0.585,64.727,0.519,2.063,0.485,0.741,661,393
32,3X_31_largestArea.tif,1.019,6.257,1.870,0.694,129.780,0.327,2.697,0.371,0.587,756,397
33,3X_31_largestArea.tif,0.123,1.328,0.446,0.352,104.193,0.877,1.268,0.789,0.872,738,424
34,3X_31_largestArea.tif,0.416,2.475,0.929,0.570,124.702,0.854,1.628,0.614,0.924,695,428
35,3X_31_largestArea.tif,0.322,2.104,0.726,0.564,66.266,0.915,1.287,0.777,0.934,776,456
36,3X_31_largestArea.tif,2.153,14.172,3.221,0.851,0.328,0.135,3.785,0.264,0.439,772,489
37,3X_31_largestArea.tif,0.049,0.772,0.273,0.227,153.264,1.000,1.202,0.832,0.871,764,502
38,3X_31_largestArea.tif,0.503,3.056,1.246,0.514,120.898,0.677,2.425,0.412,0.894,682,526
39,3X_31_largestArea.tif,0.107,1.363,0.564,0.241,148.844,0.722,2.339,0.428,0.849,659,538
40,3X_31_largestArea.tif,0.063,0.917,0.342,0.235,109.363,0.947,1.455,0.687,0.897,670,551
41,3X_31_largestArea.tif,2.737,17.634,4.457,0.782,75.876,0.111,5.699,0.175,0.534,673,561
42,3X_31_largestArea.tif,0.375,2.454,0.975,0.489,74.639,0.781,1.995,0.501,0.918,636,780
43,3X_31_largestArea.tif,1.925,13.372,4.012,0.611,57.460,0.135,6.567,0.152,0.537,620,785
44,3X_31_largestArea.tif,0.036,0.687,0.252,0.183,43.699,0.965,1.383,0.723,0.833,554,888
45,3X_31_largestArea.tif,0.058,0.892,0.304,0.242,17.254,0.914,1.256,0.796,0.842,549,900
