 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_22_largestArea.tif,94.391,184.481,18.229,6.593,58.260,0.035,2.765,0.362,0.434,565,31
2,3X_22_largestArea.tif,4.382,12.219,4.733,1.179,131.432,0.369,4.016,0.249,0.725,84,91
3,3X_22_largestArea.tif,1.625,7.182,2.606,0.794,168.000,0.396,3.284,0.305,0.742,254,138
4,3X_22_largestArea.tif,0.098,1.328,0.550,0.226,28.100,0.697,2.431,0.411,0.831,424,146
5,3X_22_largestArea.tif,0.289,1.979,0.642,0.574,162.493,0.929,1.117,0.895,0.920,328,155
6,3X_22_largestArea.tif,2.325,9.051,2.106,1.406,35.913,0.357,1.498,0.668,0.677,187,158
7,3X_22_largestArea.tif,0.539,3.612,1.276,0.538,154.471,0.519,2.373,0.421,0.742,281,176
8,3X_22_largestArea.tif,2.844,7.489,2.190,1.653,86.317,0.637,1.325,0.755,0.877,243,182
9,3X_22_largestArea.tif,0.327,2.575,0.968,0.431,169.883,0.621,2.246,0.445,0.817,537,182
10,3X_22_largestArea.tif,0.072,0.952,0.349,0.264,156.370,1.000,1.320,0.758,0.879,291,223
11,3X_22_largestArea.tif,0.038,0.712,0.239,0.202,101.310,0.943,1.183,0.846,0.857,180,226
12,3X_22_largestArea.tif,0.156,1.448,0.478,0.414,8.272,0.933,1.155,0.866,0.896,341,246
13,3X_22_largestArea.tif,2.187,7.639,2.576,1.081,169.110,0.471,2.382,0.420,0.782,426,256
14,3X_22_largestArea.tif,0.726,3.622,1.091,0.847,61.862,0.695,1.289,0.776,0.858,394,283
15,3X_22_largestArea.tif,0.355,2.585,0.800,0.564,73.822,0.667,1.418,0.705,0.813,487,300
16,3X_22_largestArea.tif,1.880,8.095,2.714,0.882,100.126,0.361,3.077,0.325,0.719,517,331
17,3X_22_largestArea.tif,0.521,2.971,0.858,0.773,119.339,0.742,1.110,0.901,0.861,460,367
18,3X_22_largestArea.tif,0.678,3.763,1.629,0.530,127.507,0.602,3.073,0.325,0.872,434,390
19,3X_22_largestArea.tif,0.034,0.651,0.255,0.171,174.418,1.000,1.491,0.671,0.884,242,401
20,3X_22_largestArea.tif,8.735,25.289,4.345,2.560,85.783,0.172,1.697,0.589,0.562,466,404
21,3X_22_largestArea.tif,0.461,2.595,0.850,0.691,7.245,0.861,1.231,0.812,0.916,414,458
