 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_61_largestArea.tif,0.172,1.498,0.492,0.445,45.004,0.963,1.104,0.906,0.913,93,71
2,3X_61_largestArea.tif,0.031,0.676,0.266,0.147,68.439,0.845,1.803,0.555,0.850,86,116
3,3X_61_largestArea.tif,0.087,1.147,0.466,0.237,105.798,0.829,1.960,0.510,0.889,76,126
4,3X_61_largestArea.tif,0.492,4.346,1.980,0.317,89.356,0.327,6.254,0.160,0.734,80,143
5,3X_61_largestArea.tif,0.034,0.687,0.249,0.176,29.187,0.916,1.420,0.704,0.809,71,205
6,3X_61_largestArea.tif,0.443,4.064,1.840,0.307,141.118,0.337,6.001,0.167,0.732,113,411
7,3X_61_largestArea.tif,1.346,9.383,2.319,0.739,107.288,0.192,3.137,0.319,0.596,165,450
8,3X_61_largestArea.tif,1.196,7.377,2.723,0.559,93.936,0.276,4.869,0.205,0.611,193,451
9,3X_61_largestArea.tif,0.172,1.583,0.566,0.387,91.214,0.862,1.464,0.683,0.909,112,459
10,3X_61_largestArea.tif,0.280,2.489,0.851,0.420,75.045,0.569,2.026,0.493,0.775,134,517
11,3X_61_largestArea.tif,0.148,1.448,0.512,0.369,61.499,0.889,1.385,0.722,0.882,97,522
12,3X_61_largestArea.tif,0.659,5.705,1.487,0.564,9.418,0.254,2.637,0.379,0.528,245,534
13,3X_61_largestArea.tif,0.577,4.388,1.424,0.516,74.814,0.377,2.758,0.363,0.643,137,550
14,3X_61_largestArea.tif,0.034,0.626,0.225,0.194,45.001,1.000,1.161,0.861,0.884,112,555
15,3X_61_largestArea.tif,0.042,0.722,0.239,0.222,168.690,1.000,1.079,0.927,0.836,259,572
16,3X_61_largestArea.tif,0.300,2.869,1.335,0.286,172.981,0.458,4.660,0.215,0.847,261,587
17,3X_61_largestArea.tif,0.029,0.712,0.277,0.133,165.225,0.719,2.081,0.481,0.762,135,589
18,3X_61_largestArea.tif,0.872,6.801,2.303,0.482,85.602,0.237,4.776,0.209,0.565,122,594
19,3X_61_largestArea.tif,0.563,4.178,1.030,0.696,148.987,0.405,1.481,0.675,0.680,113,606
20,3X_61_largestArea.tif,0.373,3.386,1.423,0.333,106.066,0.409,4.268,0.234,0.740,317,609
21,3X_61_largestArea.tif,7.147,50.426,4.418,2.060,139.027,0.035,2.145,0.466,0.205,156,614
22,3X_61_largestArea.tif,0.051,0.977,0.356,0.181,79.622,0.667,1.964,0.509,0.789,175,616
23,3X_61_largestArea.tif,3.363,25.596,3.189,1.343,74.325,0.065,2.375,0.421,0.320,298,638
24,3X_61_largestArea.tif,0.185,1.643,0.630,0.373,67.821,0.859,1.691,0.591,0.911,151,675
25,3X_61_largestArea.tif,0.069,0.967,0.351,0.249,77.887,0.924,1.409,0.710,0.905,308,693
26,3X_61_largestArea.tif,0.166,1.668,0.687,0.308,16.442,0.752,2.227,0.449,0.876,164,697
27,3X_61_largestArea.tif,0.083,1.037,0.393,0.270,137.186,0.972,1.455,0.687,0.893,316,703
28,3X_61_largestArea.tif,0.351,2.589,1.066,0.419,171.165,0.658,2.541,0.394,0.904,180,722
29,3X_61_largestArea.tif,0.246,2.004,0.772,0.406,116.360,0.770,1.903,0.525,0.883,260,730
30,3X_61_largestArea.tif,1.352,9.952,3.501,0.491,87.697,0.171,7.124,0.140,0.551,301,742
31,3X_61_largestArea.tif,0.219,1.728,0.612,0.455,36.791,0.921,1.344,0.744,0.927,136,746
32,3X_61_largestArea.tif,0.139,1.353,0.433,0.409,45.006,0.957,1.058,0.945,0.901,246,762
33,3X_61_largestArea.tif,0.074,1.002,0.345,0.274,148.234,0.928,1.258,0.795,0.872,362,762
34,3X_61_largestArea.tif,1.797,11.393,2.946,0.776,135.104,0.174,3.795,0.264,0.463,212,773
35,3X_61_largestArea.tif,0.141,1.353,0.461,0.390,40.836,0.969,1.181,0.847,0.912,338,809
36,3X_61_largestArea.tif,0.224,2.209,0.842,0.339,134.212,0.578,2.482,0.403,0.780,302,810
37,3X_61_largestArea.tif,0.036,0.687,0.252,0.183,133.699,0.965,1.383,0.723,0.833,270,820
38,3X_61_largestArea.tif,1.686,10.995,2.414,0.890,53.104,0.175,2.713,0.369,0.520,336,827
39,3X_61_largestArea.tif,1.129,9.006,2.123,0.677,138.545,0.175,3.134,0.319,0.503,386,846
40,3X_61_largestArea.tif,1.105,7.253,2.044,0.689,131.369,0.264,2.967,0.337,0.536,368,847
41,3X_61_largestArea.tif,0.707,4.823,1.200,0.751,38.401,0.382,1.599,0.625,0.633,336,853
