 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_17_largestArea.tif,1.627,8.968,4.366,0.474,58.360,0.254,9.203,0.109,0.803,411,86
2,3X_17_largestArea.tif,2.131,10.510,4.191,0.647,29.687,0.242,6.473,0.154,0.679,351,115
3,3X_17_largestArea.tif,0.052,0.867,0.349,0.191,45.000,0.877,1.824,0.548,0.841,378,118
4,3X_17_largestArea.tif,8.637,38.460,6.147,1.789,49.701,0.073,3.435,0.291,0.334,337,136
5,3X_17_largestArea.tif,0.932,5.782,2.455,0.483,57.265,0.350,5.080,0.197,0.699,269,173
6,3X_17_largestArea.tif,0.233,1.819,0.611,0.486,57.378,0.886,1.257,0.795,0.890,404,193
7,3X_17_largestArea.tif,0.289,2.068,0.662,0.556,47.814,0.850,1.190,0.840,0.909,218,232
8,3X_17_largestArea.tif,0.251,1.944,0.684,0.468,90.903,0.836,1.460,0.685,0.900,412,250
9,3X_17_largestArea.tif,0.342,3.566,1.189,0.366,64.303,0.338,3.249,0.308,0.632,190,258
10,3X_17_largestArea.tif,0.027,0.591,0.219,0.158,31.853,0.976,1.392,0.718,0.882,327,273
11,3X_17_largestArea.tif,0.152,1.894,0.520,0.372,17.330,0.532,1.400,0.714,0.703,191,288
12,3X_17_largestArea.tif,0.496,2.825,1.023,0.617,129.379,0.780,1.657,0.603,0.909,224,299
13,3X_17_largestArea.tif,33.714,113.448,13.685,3.137,109.457,0.033,4.363,0.229,0.346,160,300
14,3X_17_largestArea.tif,0.264,2.404,1.025,0.328,68.996,0.574,3.124,0.320,0.854,285,311
15,3X_17_largestArea.tif,3.081,12.783,3.442,1.140,96.374,0.237,3.020,0.331,0.654,326,316
16,3X_17_largestArea.tif,0.092,1.268,0.509,0.231,69.619,0.722,2.205,0.453,0.850,203,320
17,3X_17_largestArea.tif,0.673,4.008,1.472,0.582,109.923,0.527,2.529,0.395,0.826,247,322
18,3X_17_largestArea.tif,0.152,1.799,0.500,0.387,81.708,0.590,1.291,0.774,0.737,221,327
19,3X_17_largestArea.tif,0.355,3.371,0.922,0.490,125.102,0.392,1.882,0.531,0.677,298,331
20,3X_17_largestArea.tif,0.150,1.498,0.561,0.341,117.953,0.841,1.646,0.608,0.888,275,337
21,3X_17_largestArea.tif,0.119,1.268,0.470,0.323,71.112,0.934,1.455,0.687,0.898,198,338
22,3X_17_largestArea.tif,0.197,1.774,0.681,0.369,149.897,0.788,1.847,0.542,0.876,158,345
23,3X_17_largestArea.tif,0.867,5.404,1.609,0.686,11.395,0.373,2.345,0.426,0.615,304,363
24,3X_17_largestArea.tif,0.559,3.357,1.046,0.681,87.013,0.624,1.536,0.651,0.811,299,403
25,3X_17_largestArea.tif,0.619,3.361,1.111,0.709,122.615,0.688,1.567,0.638,0.868,297,437
26,3X_17_largestArea.tif,2.632,11.817,2.970,1.128,156.265,0.237,2.632,0.380,0.602,150,445
27,3X_17_largestArea.tif,0.271,1.969,0.613,0.563,0.161,0.880,1.089,0.919,0.906,155,483
28,3X_17_largestArea.tif,2.046,11.248,3.728,0.699,89.810,0.203,5.335,0.187,0.558,274,539
29,3X_17_largestArea.tif,0.333,3.211,1.353,0.313,163.078,0.406,4.319,0.232,0.746,197,654
