Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
f_n_12.tif,65,43.634,0.671,6.058,252.449,4.173,1.165,0.669,85.552,0.529,0.777
