Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
f_n_04.tif,126,180.544,1.433,10.280,253.400,6.931,1.773,0.818,88.812,0.456,0.729
