 ,Value,Count
1,0,63565
2,1,21812
3,2,9369
4,3,7428
5,4,8789
6,5,9627
7,6,8683
8,7,7855
9,8,6046
10,9,4898
11,10,3719
12,11,3286
13,12,2723
14,13,2250
15,14,2016
16,15,1582
17,16,1438
18,17,1292
19,18,1157
20,19,987
21,20,874
22,21,835
23,22,808
24,23,677
25,24,704
26,25,615
27,26,599
28,27,564
29,28,542
30,29,518
31,30,536
32,31,447
33,32,485
34,33,449
35,34,444
36,35,429
37,36,428
38,37,360
39,38,401
40,39,361
41,40,336
42,41,357
43,42,315
44,43,349
45,44,348
46,45,307
47,46,283
48,47,296
49,48,323
50,49,270
51,50,312
52,51,288
53,52,274
54,53,335
55,54,271
56,55,300
57,56,251
58,57,267
59,58,252
60,59,265
61,60,234
62,61,236
63,62,223
64,63,240
65,64,201
66,65,180
67,66,184
68,67,181
69,68,207
70,69,170
71,70,189
72,71,180
73,72,191
74,73,174
75,74,171
76,75,166
77,76,158
78,77,159
79,78,163
80,79,157
81,80,175
82,81,135
83,82,149
84,83,158
85,84,179
86,85,158
87,86,182
88,87,151
89,88,175
90,89,142
91,90,176
92,91,159
93,92,150
94,93,150
95,94,164
96,95,139
97,96,128
98,97,118
99,98,115
100,99,125
101,100,109
102,101,145
103,102,102
104,103,98
105,104,100
106,105,110
107,106,124
108,107,116
109,108,109
110,109,111
111,110,101
112,111,90
113,112,97
114,113,96
115,114,72
116,115,93
117,116,95
118,117,82
119,118,79
120,119,89
121,120,81
122,121,95
123,122,74
124,123,76
125,124,64
126,125,76
127,126,82
128,127,70
129,128,68
130,129,75
131,130,84
132,131,68
133,132,66
134,133,67
135,134,69
136,135,55
137,136,74
138,137,57
139,138,60
140,139,47
141,140,45
142,141,56
143,142,42
144,143,39
145,144,39
146,145,45
147,146,56
148,147,54
149,148,44
150,149,47
151,150,35
152,151,39
153,152,28
154,153,39
155,154,34
156,155,31
157,156,28
158,157,27
159,158,27
160,159,27
161,160,29
162,161,22
163,162,25
164,163,27
165,164,21
166,165,27
167,166,18
168,167,15
169,168,17
170,169,20
171,170,20
172,171,15
173,172,21
174,173,19
175,174,16
176,175,22
177,176,17
178,177,20
179,178,13
180,179,12
181,180,16
182,181,19
183,182,16
184,183,13
185,184,13
186,185,18
187,186,10
188,187,11
189,188,14
190,189,8
191,190,13
192,191,8
193,192,16
194,193,7
195,194,10
196,195,13
197,196,12
198,197,13
199,198,11
200,199,12
201,200,17
202,201,21
203,202,13
204,203,7
205,204,7
206,205,4
207,206,6
208,207,6
209,208,5
210,209,8
211,210,9
212,211,12
213,212,8
214,213,6
215,214,5
216,215,7
217,216,4
218,217,7
219,218,3
220,219,5
221,220,3
222,221,4
223,222,3
224,223,2
225,224,2
226,225,2
227,226,3
228,227,4
229,228,1
230,229,1
231,230,2
232,231,3
233,232,1
234,233,1
235,234,3
236,235,1
237,236,0
238,237,1
239,238,1
240,239,1
241,240,2
242,241,1
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
