 ,Value,Count
1,0,180428
2,1,19616
3,2,5286
4,3,3546
5,4,3487
6,5,5176
7,6,6593
8,7,6356
9,8,5805
10,9,5132
11,10,4571
12,11,3682
13,12,3074
14,13,2427
15,14,2132
16,15,1852
17,16,1581
18,17,1358
19,18,1166
20,19,1010
21,20,862
22,21,850
23,22,788
24,23,663
25,24,639
26,25,625
27,26,590
28,27,527
29,28,517
30,29,544
31,30,514
32,31,511
33,32,500
34,33,466
35,34,451
36,35,417
37,36,392
38,37,397
39,38,383
40,39,360
41,40,324
42,41,337
43,42,336
44,43,283
45,44,325
46,45,288
47,46,304
48,47,295
49,48,290
50,49,258
51,50,272
52,51,227
53,52,251
54,53,225
55,54,222
56,55,221
57,56,225
58,57,218
59,58,184
60,59,199
61,60,219
62,61,187
63,62,176
64,63,203
65,64,182
66,65,168
67,66,159
68,67,173
69,68,163
70,69,141
71,70,173
72,71,159
73,72,157
74,73,166
75,74,175
76,75,159
77,76,156
78,77,166
79,78,145
80,79,148
81,80,137
82,81,139
83,82,150
84,83,132
85,84,131
86,85,121
87,86,126
88,87,148
89,88,129
90,89,122
91,90,131
92,91,132
93,92,110
94,93,126
95,94,124
96,95,118
97,96,130
98,97,116
99,98,139
100,99,129
101,100,102
102,101,107
103,102,102
104,103,88
105,104,131
106,105,126
107,106,110
108,107,113
109,108,115
110,109,96
111,110,120
112,111,124
113,112,98
114,113,92
115,114,92
116,115,124
117,116,92
118,117,117
119,118,111
120,119,106
121,120,97
122,121,97
123,122,118
124,123,109
125,124,113
126,125,113
127,126,116
128,127,85
129,128,89
130,129,90
131,130,105
132,131,103
133,132,83
134,133,91
135,134,92
136,135,65
137,136,83
138,137,82
139,138,74
140,139,83
141,140,63
142,141,72
143,142,72
144,143,75
145,144,60
146,145,64
147,146,57
148,147,50
149,148,63
150,149,42
151,150,41
152,151,60
153,152,65
154,153,43
155,154,54
156,155,49
157,156,49
158,157,53
159,158,38
160,159,39
161,160,41
162,161,50
163,162,50
164,163,34
165,164,43
166,165,34
167,166,31
168,167,31
169,168,32
170,169,30
171,170,38
172,171,29
173,172,21
174,173,26
175,174,21
176,175,23
177,176,18
178,177,24
179,178,26
180,179,14
181,180,16
182,181,15
183,182,14
184,183,14
185,184,21
186,185,18
187,186,16
188,187,10
189,188,13
190,189,14
191,190,16
192,191,10
193,192,14
194,193,12
195,194,8
196,195,8
197,196,10
198,197,7
199,198,10
200,199,12
201,200,8
202,201,2
203,202,0
204,203,1
205,204,1
206,205,0
207,206,0
208,207,0
209,208,0
210,209,0
211,210,0
212,211,0
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
