 ,Value,Count
1,0,292280
2,1,122961
3,2,10406
4,3,9418
5,4,9692
6,5,8372
7,6,7344
8,7,5857
9,8,4762
10,9,3862
11,10,3112
12,11,2527
13,12,2119
14,13,1794
15,14,1613
16,15,1422
17,16,1345
18,17,1227
19,18,1148
20,19,1000
21,20,962
22,21,877
23,22,835
24,23,785
25,24,752
26,25,719
27,26,707
28,27,691
29,28,649
30,29,632
31,30,579
32,31,535
33,32,557
34,33,522
35,34,465
36,35,446
37,36,460
38,37,473
39,38,452
40,39,414
41,40,354
42,41,369
43,42,334
44,43,334
45,44,308
46,45,330
47,46,317
48,47,309
49,48,303
50,49,278
51,50,306
52,51,289
53,52,294
54,53,290
55,54,259
56,55,275
57,56,255
58,57,261
59,58,277
60,59,248
61,60,238
62,61,258
63,62,258
64,63,238
65,64,230
66,65,232
67,66,231
68,67,262
69,68,221
70,69,260
71,70,227
72,71,231
73,72,233
74,73,234
75,74,219
76,75,221
77,76,227
78,77,216
79,78,206
80,79,199
81,80,199
82,81,209
83,82,201
84,83,198
85,84,195
86,85,181
87,86,190
88,87,196
89,88,180
90,89,182
91,90,180
92,91,164
93,92,178
94,93,188
95,94,185
96,95,156
97,96,162
98,97,185
99,98,173
100,99,154
101,100,145
102,101,148
103,102,160
104,103,135
105,104,141
106,105,113
107,106,116
108,107,120
109,108,129
110,109,121
111,110,112
112,111,134
113,112,101
114,113,117
115,114,94
116,115,100
117,116,110
118,117,83
119,118,96
120,119,95
121,120,92
122,121,74
123,122,79
124,123,73
125,124,65
126,125,76
127,126,74
128,127,70
129,128,62
130,129,63
131,130,58
132,131,44
133,132,45
134,133,56
135,134,46
136,135,53
137,136,42
138,137,49
139,138,37
140,139,42
141,140,27
142,141,35
143,142,40
144,143,35
145,144,27
146,145,33
147,146,33
148,147,22
149,148,27
150,149,35
151,150,26
152,151,37
153,152,24
154,153,27
155,154,27
156,155,28
157,156,16
158,157,29
159,158,18
160,159,16
161,160,26
162,161,24
163,162,21
164,163,22
165,164,18
166,165,22
167,166,16
168,167,19
169,168,7
170,169,16
171,170,11
172,171,13
173,172,6
174,173,8
175,174,9
176,175,6
177,176,6
178,177,1
179,178,7
180,179,6
181,180,7
182,181,8
183,182,6
184,183,6
185,184,3
186,185,2
187,186,3
188,187,3
189,188,3
190,189,4
191,190,3
192,191,2
193,192,1
194,193,0
195,194,1
196,195,3
197,196,1
198,197,1
199,198,0
200,199,1
201,200,0
202,201,0
203,202,0
204,203,1
205,204,1
206,205,0
207,206,1
208,207,1
209,208,0
210,209,1
211,210,0
212,211,1
213,212,0
214,213,0
215,214,0
216,215,0
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
