 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.398,255.000,255,255,2.319,0.788,0.643,70.249,0.930,1.226,0.815,0.938,380,50
2,2.005,255.000,255,255,9.466,1.852,1.379,123.372,0.281,1.343,0.745,0.603,344,61
3,2.332,255.000,255,255,9.196,2.644,1.123,29.697,0.347,2.353,0.425,0.687,431,67
4,0.275,255.000,255,255,1.898,0.626,0.559,12.705,0.959,1.120,0.893,0.941,380,89
5,3.253,255.000,255,255,12.862,5.340,0.776,47.490,0.247,6.885,0.145,0.718,292,96
6,1.554,255.000,255,255,6.894,3.019,0.655,31.920,0.411,4.606,0.217,0.805,500,109
7,1.207,255.000,255,255,6.307,2.161,0.711,60.131,0.381,3.038,0.329,0.708,297,116
8,0.501,255.000,255,255,2.780,1.005,0.635,62.781,0.815,1.583,0.632,0.926,216,128
9,0.881,255.000,255,255,4.357,1.910,0.587,173.223,0.583,3.251,0.308,0.889,336,130
10,2.039,255.000,255,255,9.958,1.815,1.430,124.577,0.258,1.269,0.788,0.593,405,141
11,0.930,255.000,255,255,5.085,1.816,0.652,55.804,0.452,2.785,0.359,0.721,159,164
12,2.368,255.000,255,255,12.416,2.142,1.407,162.435,0.193,1.522,0.657,0.477,512,165
13,0.282,255.000,255,255,2.815,0.943,0.381,129.923,0.448,2.477,0.404,0.703,277,175
14,2.178,255.000,255,255,9.885,3.270,0.848,40.865,0.280,3.856,0.259,0.661,262,189
15,0.382,255.000,255,255,3.336,1.259,0.386,170.190,0.431,3.260,0.307,0.733,355,189
16,1.538,255.000,255,255,8.823,2.550,0.768,38.706,0.248,3.320,0.301,0.625,427,193
17,1.464,255.000,255,255,7.279,3.117,0.598,29.023,0.347,5.214,0.192,0.761,302,195
18,0.628,255.000,255,255,4.508,1.831,0.437,25.838,0.388,4.193,0.238,0.748,201,197
19,3.921,255.000,255,255,17.972,2.591,1.926,53.642,0.153,1.345,0.743,0.441,100,205
20,0.476,255.000,255,255,3.827,0.980,0.618,117.896,0.408,1.586,0.631,0.745,459,213
21,1.952,255.000,255,255,8.786,3.299,0.754,94.574,0.318,4.377,0.228,0.660,188,221
22,2.140,254.784,0,255,10.615,3.800,0.717,70.756,0.239,5.300,0.189,0.569,441,221
23,0.698,255.000,255,255,4.394,1.169,0.761,26.158,0.455,1.537,0.651,0.736,335,227
24,6.913,255.000,255,255,31.218,5.648,1.559,93.756,0.089,3.624,0.276,0.358,487,235
25,0.219,255.000,255,255,1.763,0.573,0.487,62.699,0.885,1.178,0.849,0.896,316,256
26,0.311,255.000,255,255,2.043,0.667,0.594,81.280,0.936,1.122,0.891,0.942,160,274
27,0.385,255.000,255,255,2.355,0.823,0.596,120.884,0.874,1.380,0.725,0.924,58,279
28,0.206,255.000,255,255,1.728,0.594,0.442,173.616,0.868,1.344,0.744,0.901,388,279
29,3.110,255.000,255,255,16.600,4.400,0.900,123.277,0.142,4.888,0.205,0.363,140,295
30,0.224,255.000,255,255,1.714,0.579,0.493,11.661,0.960,1.175,0.851,0.915,83,297
31,2.287,255.000,255,255,12.794,2.134,1.365,147.273,0.176,1.564,0.640,0.515,325,301
32,0.425,255.000,255,255,3.230,1.407,0.385,100.785,0.512,3.656,0.274,0.862,208,304
33,2.406,255.000,255,255,11.033,3.477,0.881,83.682,0.248,3.947,0.253,0.542,107,305
34,0.517,255.000,255,255,3.135,1.294,0.509,97.546,0.662,2.540,0.394,0.952,192,306
35,0.537,255.000,255,255,3.301,1.361,0.503,10.108,0.620,2.708,0.369,0.903,398,311
36,0.320,255.000,255,255,2.153,0.795,0.513,24.170,0.868,1.550,0.645,0.941,128,315
37,1.332,255.000,255,255,6.666,2.694,0.629,3.376,0.377,4.280,0.234,0.718,35,317
38,1.247,255.000,255,255,8.346,1.695,0.936,35.760,0.225,1.811,0.552,0.456,417,321
39,0.295,255.000,255,255,2.855,1.213,0.309,10.017,0.455,3.920,0.255,0.813,438,348
40,1.994,255.000,255,255,11.111,1.614,1.573,150.911,0.203,1.026,0.974,0.444,300,358
41,0.413,255.000,255,255,2.355,0.809,0.649,118.157,0.935,1.245,0.803,0.936,373,370
42,1.254,255.000,255,255,5.921,1.807,0.883,6.752,0.449,2.046,0.489,0.753,236,374
43,1.552,255.000,255,255,9.356,2.668,0.741,78.252,0.223,3.602,0.278,0.646,398,376
44,0.762,255.000,255,255,3.937,1.638,0.592,58.155,0.617,2.766,0.362,0.904,142,385
45,0.213,255.000,255,255,1.813,0.671,0.405,100.475,0.816,1.656,0.604,0.918,250,389
46,1.576,255.000,255,255,7.779,2.444,0.821,131.741,0.327,2.976,0.336,0.683,156,403
47,1.824,255.000,255,255,10.831,2.131,1.089,2.956,0.195,1.956,0.511,0.537,347,408
48,2.120,255.000,255,255,11.115,2.179,1.239,103.047,0.216,1.758,0.569,0.539,82,413
49,1.397,255.000,255,255,7.545,2.157,0.824,59.823,0.308,2.617,0.382,0.641,127,420
50,0.738,255.000,255,255,3.821,1.490,0.631,10.223,0.635,2.362,0.423,0.870,232,429
51,0.809,255.000,255,255,4.834,1.652,0.623,55.768,0.435,2.650,0.377,0.712,285,442
52,1.572,255.000,255,255,7.524,3.370,0.594,149.430,0.349,5.674,0.176,0.782,307,454
53,3.769,254.878,0,255,18.526,4.203,1.142,85.420,0.138,3.681,0.272,0.442,145,459
54,1.223,255.000,255,255,6.748,1.673,0.931,170.484,0.337,1.798,0.556,0.608,212,469
55,0.702,255.000,255,255,4.908,1.428,0.626,81.765,0.366,2.282,0.438,0.682,100,483
56,10.823,255.000,255,255,52.225,4.857,2.837,140.276,0.050,1.712,0.584,0.370,239,495
57,0.863,255.000,255,255,5.535,1.351,0.813,8.854,0.354,1.661,0.602,0.635,81,496
58,2.169,255.000,255,255,9.962,3.263,0.846,154.458,0.275,3.855,0.259,0.630,0,535
