 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.792,255.000,255,255,4.008,1.591,0.634,43.695,0.620,2.509,0.399,0.822,258,41
2,6.642,255.000,255,255,33.323,4.188,2.019,154.983,0.075,2.074,0.482,0.345,332,51
3,0.883,255.000,255,255,4.444,1.767,0.636,127.824,0.562,2.778,0.360,0.811,194,56
4,5.017,255.000,255,255,20.528,4.724,1.352,109.741,0.150,3.494,0.286,0.431,396,71
5,1.789,255.000,255,255,8.354,2.041,1.116,10.142,0.322,1.828,0.547,0.593,182,77
6,0.460,255.000,255,255,2.525,0.846,0.692,104.104,0.906,1.224,0.817,0.927,110,102
7,1.958,255.000,255,255,10.404,2.002,1.245,132.754,0.227,1.608,0.622,0.606,220,104
8,2.309,255.000,255,255,12.611,2.330,1.261,51.181,0.182,1.847,0.541,0.449,295,105
9,4.652,255.000,255,255,23.247,3.746,1.581,170.955,0.108,2.369,0.422,0.383,81,120
10,0.604,255.000,255,255,3.216,1.258,0.612,106.179,0.734,2.055,0.487,0.919,379,165
11,0.329,255.000,255,255,2.359,0.952,0.440,16.913,0.744,2.162,0.462,0.915,222,175
12,0.300,255.000,255,255,2.114,0.779,0.491,128.379,0.845,1.589,0.630,0.910,44,178
13,1.149,255.000,255,255,6.616,2.329,0.628,115.935,0.330,3.708,0.270,0.617,89,182
14,21.660,254.787,0,255,103.056,7.262,3.798,28.349,0.026,1.912,0.523,0.272,278,190
15,0.800,255.000,255,255,3.827,1.202,0.847,95.859,0.686,1.420,0.704,0.847,67,191
16,0.530,255.000,255,255,2.915,1.179,0.572,6.039,0.784,2.060,0.485,0.948,188,212
17,1.556,255.000,255,255,7.294,3.258,0.608,26.885,0.368,5.359,0.187,0.792,445,217
18,2.144,254.785,0,255,9.246,2.535,1.077,86.378,0.315,2.355,0.425,0.599,58,235
19,0.680,255.000,255,255,3.431,1.197,0.724,28.493,0.726,1.653,0.605,0.870,467,246
20,1.384,255.000,255,255,7.790,1.502,1.173,92.182,0.287,1.281,0.781,0.665,373,254
21,0.785,255.000,255,255,4.703,1.790,0.558,103.458,0.446,3.206,0.312,0.723,338,255
22,1.981,255.000,255,255,9.881,1.996,1.264,2.362,0.255,1.579,0.633,0.489,450,273
23,0.253,255.000,255,255,1.823,0.644,0.501,103.533,0.957,1.287,0.777,0.930,26,279
24,0.456,255.000,255,255,2.855,1.161,0.500,172.015,0.703,2.322,0.431,0.898,373,300
25,0.622,255.000,255,255,4.749,1.915,0.414,153.301,0.347,4.629,0.216,0.774,294,306
26,1.424,255.000,255,255,6.927,2.860,0.634,93.392,0.373,4.511,0.222,0.745,471,306
27,0.356,255.000,255,255,2.259,0.872,0.521,116.609,0.878,1.674,0.597,0.936,396,307
28,0.476,255.000,255,255,2.875,1.185,0.511,112.512,0.723,2.320,0.431,0.905,370,320
29,1.621,255.000,255,255,10.626,2.679,0.771,102.522,0.180,3.477,0.288,0.539,409,329
30,4.610,255.000,255,255,22.976,3.205,1.831,153.558,0.110,1.750,0.571,0.384,337,331
31,1.614,255.000,255,255,7.803,3.017,0.681,87.769,0.333,4.429,0.226,0.673,444,347
32,1.241,255.000,255,255,5.195,2.261,0.699,152.985,0.578,3.234,0.309,0.886,465,419
33,8.567,228.988,0,255,26.982,3.988,2.735,92.670,0.148,1.458,0.686,0.393,454,482
34,0.423,255.000,255,255,3.427,1.450,0.372,38.812,0.453,3.898,0.257,0.787,411,516
35,3.237,255.000,255,255,14.395,2.720,1.515,116.605,0.196,1.795,0.557,0.470,447,576
36,1.949,255.000,255,255,8.726,1.980,1.253,34.970,0.322,1.581,0.633,0.560,513,621
