 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.655,246.918,0,255,5.977,2.000,1.054,5.352,0.582,1.897,0.527,0.847,219,53
2,1.914,255.000,255,255,7.929,2.003,1.217,163.280,0.383,1.646,0.607,0.693,349,83
3,3.353,255.000,255,255,14.341,4.352,0.981,52.587,0.205,4.438,0.225,0.486,251,90
4,0.668,255.000,255,255,3.757,1.439,0.591,100.187,0.594,2.435,0.411,0.842,173,92
5,2.357,255.000,255,255,11.365,2.463,1.219,4.409,0.229,2.020,0.495,0.585,530,96
6,0.488,255.000,255,255,2.610,0.939,0.662,163.467,0.901,1.419,0.705,0.942,204,110
7,1.699,255.000,255,255,9.904,2.368,0.914,9.707,0.218,2.592,0.386,0.537,384,123
8,0.669,255.000,255,255,3.732,1.478,0.577,42.179,0.604,2.562,0.390,0.857,318,133
9,1.786,255.000,255,255,6.682,2.234,1.018,100.584,0.503,2.195,0.456,0.781,609,133
10,1.882,255.000,255,255,11.004,3.119,0.768,27.408,0.195,4.060,0.246,0.445,463,134
11,0.847,255.000,255,255,5.450,2.168,0.497,79.115,0.358,4.361,0.229,0.693,294,135
12,2.271,255.000,255,255,11.931,4.679,0.618,70.884,0.200,7.572,0.132,0.631,257,149
13,0.479,255.000,255,255,2.770,1.106,0.552,174.033,0.785,2.004,0.499,0.938,527,157
14,0.346,255.000,255,255,2.415,0.961,0.458,35.719,0.745,2.097,0.477,0.912,435,164
15,1.393,255.000,255,255,6.842,2.237,0.793,89.262,0.374,2.821,0.354,0.661,312,184
16,0.268,255.000,255,255,1.933,0.685,0.498,106.934,0.900,1.375,0.727,0.916,282,191
17,1.777,255.000,255,255,7.968,3.162,0.715,168.502,0.352,4.420,0.226,0.706,449,213
18,0.631,255.000,255,255,4.929,1.627,0.494,100.361,0.327,3.294,0.304,0.623,159,226
19,0.559,255.000,255,255,3.226,1.208,0.589,4.261,0.675,2.050,0.488,0.869,213,227
20,2.357,255.000,255,255,10.883,2.669,1.125,139.961,0.250,2.374,0.421,0.508,508,234
21,2.640,255.000,255,255,11.614,2.575,1.305,28.297,0.246,1.973,0.507,0.567,361,235
22,2.846,255.000,255,255,12.648,2.520,1.438,64.167,0.224,1.752,0.571,0.603,135,240
23,5.343,255.000,255,255,22.480,4.049,1.680,73.506,0.133,2.410,0.415,0.364,208,254
24,0.458,255.000,255,255,2.514,0.866,0.673,3.081,0.910,1.286,0.777,0.935,327,292
25,5.290,255.000,255,255,26.737,5.080,1.326,92.546,0.093,3.832,0.261,0.399,494,298
26,0.206,255.000,255,255,1.848,0.733,0.358,122.568,0.759,2.047,0.489,0.887,402,299
27,1.015,255.000,255,255,4.798,1.895,0.682,14.246,0.554,2.779,0.360,0.804,335,308
28,2.708,255.000,255,255,11.883,3.383,1.019,33.970,0.241,3.319,0.301,0.670,617,315
29,0.478,255.000,255,255,2.670,1.019,0.597,119.216,0.842,1.708,0.586,0.930,470,320
30,1.402,255.000,255,255,6.277,1.682,1.061,39.543,0.447,1.585,0.631,0.726,376,325
31,2.808,255.000,255,255,12.321,2.583,1.384,140.505,0.232,1.866,0.536,0.582,39,364
32,8.098,243.777,0,255,36.458,5.948,1.734,28.461,0.077,3.431,0.291,0.343,489,367
33,0.333,255.000,255,255,2.174,0.756,0.560,146.978,0.885,1.350,0.741,0.927,152,368
34,0.874,255.000,255,255,4.869,1.594,0.698,128.842,0.463,2.284,0.438,0.719,122,385
35,3.515,254.344,0,255,15.688,4.533,0.988,8.510,0.179,4.590,0.218,0.533,346,386
36,0.872,255.000,255,255,5.174,1.704,0.652,30.643,0.409,2.614,0.383,0.686,170,410
37,0.213,255.000,255,255,1.693,0.603,0.451,156.117,0.936,1.336,0.748,0.944,483,413
38,0.203,255.000,255,255,1.834,0.725,0.356,39.831,0.757,2.038,0.491,0.858,234,416
39,3.266,255.000,255,255,14.991,3.297,1.261,51.793,0.183,2.614,0.383,0.531,551,419
40,1.925,255.000,255,255,7.888,2.820,0.869,97.497,0.389,3.244,0.308,0.733,596,419
41,0.619,255.000,255,255,3.406,1.249,0.631,157.393,0.670,1.981,0.505,0.865,191,424
42,0.259,255.000,255,255,1.873,0.613,0.537,108.055,0.926,1.142,0.875,0.929,298,429
43,2.459,255.000,255,255,12.858,2.131,1.469,54.813,0.187,1.450,0.689,0.498,125,439
44,0.713,255.000,255,255,3.772,1.553,0.584,66.297,0.630,2.657,0.376,0.875,189,443
45,6.908,255.000,255,255,36.288,3.161,2.782,99.854,0.066,1.136,0.880,0.325,245,451
46,1.670,255.000,255,255,7.819,1.695,1.254,142.269,0.343,1.351,0.740,0.632,283,456
47,4.386,208.818,0,255,14.472,3.066,1.821,133.239,0.263,1.684,0.594,0.634,395,466
48,0.356,255.000,255,255,2.379,0.912,0.498,43.999,0.791,1.833,0.546,0.906,236,487
49,0.304,255.000,255,255,2.104,0.781,0.495,96.855,0.863,1.576,0.634,0.926,478,493
50,2.229,255.000,255,255,11.489,1.901,1.493,19.101,0.212,1.273,0.785,0.576,340,495
51,2.131,255.000,255,255,11.762,2.891,0.939,49.344,0.194,3.080,0.325,0.621,538,503
52,0.215,255.000,255,255,1.693,0.620,0.442,82.773,0.944,1.401,0.714,0.952,360,505
53,0.291,255.000,255,255,2.089,0.769,0.482,26.262,0.839,1.596,0.627,0.910,486,513
54,0.228,255.000,255,255,1.909,0.753,0.385,73.262,0.786,1.955,0.511,0.897,390,515
55,0.592,255.000,255,255,3.307,1.300,0.580,48.544,0.680,2.243,0.446,0.852,502,522
56,4.127,255.000,255,255,19.009,3.987,1.318,131.259,0.144,3.025,0.331,0.425,358,529
57,0.221,255.000,255,255,1.728,0.605,0.465,15.311,0.929,1.301,0.769,0.935,244,533
58,0.353,255.000,255,255,2.269,0.861,0.522,118.236,0.861,1.649,0.607,0.911,473,534
59,3.065,255.000,255,255,16.266,2.874,1.358,9.212,0.146,2.116,0.473,0.423,458,541
60,0.297,255.000,255,255,2.019,0.739,0.512,75.382,0.915,1.444,0.693,0.945,300,549
61,0.380,255.000,255,255,2.355,0.879,0.550,72.249,0.861,1.598,0.626,0.915,323,563
62,0.820,255.000,255,255,3.481,1.333,0.783,68.728,0.850,1.702,0.588,0.957,591,564
63,1.399,255.000,255,255,5.444,2.293,0.777,178.162,0.593,2.951,0.339,0.899,266,586
64,1.674,255.000,255,255,7.659,1.924,1.108,172.160,0.358,1.737,0.576,0.660,452,592
65,0.713,255.000,255,255,3.481,1.339,0.678,29.137,0.739,1.975,0.506,0.935,660,664
