 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.093,255.000,255,255,5.997,2.543,0.547,130.059,0.382,4.648,0.215,0.768,392,64
2,2.964,255.000,255,255,11.298,4.351,0.867,132.291,0.292,5.016,0.199,0.632,291,77
3,2.104,255.000,255,255,10.580,1.750,1.531,121.984,0.236,1.143,0.875,0.532,247,89
4,2.341,255.000,255,255,9.925,4.396,0.678,4.572,0.299,6.484,0.154,0.758,186,94
5,0.463,255.000,255,255,2.900,1.091,0.541,98.311,0.692,2.018,0.495,0.897,430,116
6,1.637,255.000,255,255,8.481,2.101,0.992,21.413,0.286,2.118,0.472,0.699,394,124
7,0.327,255.000,255,255,2.064,0.677,0.616,24.225,0.966,1.098,0.910,0.931,179,129
8,0.454,255.000,255,255,3.091,0.799,0.724,37.996,0.597,1.104,0.906,0.803,251,148
9,0.968,255.000,255,255,4.498,1.838,0.671,4.610,0.601,2.740,0.365,0.895,114,149
10,0.456,255.000,255,255,3.421,1.388,0.418,98.816,0.490,3.321,0.301,0.840,234,153
11,4.767,255.000,255,255,22.637,2.704,2.245,9.559,0.117,1.205,0.830,0.382,89,162
12,0.262,255.000,255,255,2.089,0.842,0.397,30.636,0.755,2.123,0.471,0.909,224,163
13,0.494,255.000,255,255,3.035,1.180,0.533,173.576,0.674,2.215,0.451,0.918,343,172
14,0.818,255.000,255,255,4.614,1.917,0.543,149.193,0.483,3.529,0.283,0.802,274,177
15,0.280,255.000,255,255,1.969,0.708,0.505,25.192,0.909,1.403,0.713,0.923,405,178
16,1.778,254.741,0,255,11.011,1.589,1.425,80.515,0.184,1.114,0.897,0.515,229,184
17,0.463,255.000,255,255,2.575,0.847,0.696,172.701,0.878,1.218,0.821,0.926,320,191
18,0.210,255.000,255,255,2.209,0.870,0.307,110.880,0.540,2.833,0.353,0.779,198,193
19,0.677,255.000,255,255,3.477,1.023,0.842,91.161,0.703,1.215,0.823,0.850,350,227
20,0.655,255.000,255,255,3.491,1.325,0.630,50.731,0.675,2.104,0.475,0.896,52,244
21,0.675,255.000,255,255,4.112,1.614,0.532,75.230,0.502,3.032,0.330,0.835,107,262
22,0.612,255.000,255,255,4.298,1.691,0.460,120.504,0.416,3.672,0.272,0.766,241,267
23,0.396,255.000,255,255,2.379,0.778,0.648,163.758,0.879,1.200,0.833,0.930,144,293
24,0.982,255.000,255,255,5.294,1.793,0.698,28.533,0.440,2.570,0.389,0.710,65,294
25,0.612,255.000,255,255,2.946,1.058,0.736,41.989,0.886,1.438,0.695,0.935,195,294
26,3.090,254.552,0,255,17.254,4.325,0.910,132.209,0.130,4.755,0.210,0.549,264,302
27,2.081,255.000,255,255,11.171,2.342,1.131,103.846,0.210,2.071,0.483,0.498,93,308
28,0.373,255.000,255,255,2.450,0.898,0.528,60.645,0.780,1.701,0.588,0.900,107,337
29,2.967,255.000,255,255,12.755,5.201,0.726,89.567,0.229,7.159,0.140,0.652,225,357
30,1.136,255.000,255,255,6.101,2.307,0.627,59.774,0.384,3.678,0.272,0.734,112,387
31,1.453,255.000,255,255,6.722,2.467,0.750,162.011,0.404,3.290,0.304,0.711,112,415
32,2.082,255.000,255,255,8.927,3.384,0.784,122.121,0.328,4.318,0.232,0.685,84,457
33,0.463,255.000,255,255,2.875,1.014,0.581,102.909,0.704,1.744,0.573,0.878,137,472
34,1.185,255.000,255,255,6.471,2.962,0.509,159.466,0.356,5.816,0.172,0.849,172,472
35,0.973,255.000,255,255,4.960,1.879,0.660,134.220,0.497,2.848,0.351,0.810,247,501
36,3.995,211.230,0,255,10.850,2.428,2.095,64.822,0.426,1.159,0.863,0.745,175,514
