 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.704,255,255,255,8.180,2.797,0.776,49.082,0.320,3.605,0.277,0.624,673,0
2,1.813,255,255,255,7.624,2.156,1.070,105.559,0.392,2.014,0.496,0.714,696,14
3,2.696,255,255,255,13.368,3.087,1.112,39.622,0.190,2.776,0.360,0.665,782,21
4,0.347,255,255,255,2.149,0.709,0.624,136.725,0.945,1.137,0.879,0.932,666,47
5,3.157,255,255,255,15.659,3.615,1.112,60.642,0.162,3.252,0.308,0.535,776,59
6,0.261,255,255,255,1.884,0.662,0.501,143.671,0.923,1.323,0.756,0.923,989,59
7,0.333,255,255,255,2.199,0.763,0.555,61.696,0.865,1.374,0.728,0.929,621,68
8,1.352,255,255,255,5.630,1.828,0.941,66.748,0.536,1.942,0.515,0.769,588,74
9,0.235,255,255,255,1.909,0.736,0.407,16.449,0.811,1.807,0.554,0.887,738,91
10,0.782,255,255,255,3.456,1.267,0.785,26.419,0.822,1.614,0.620,0.928,970,99
11,4.507,255,255,255,19.623,4.256,1.348,56.652,0.147,3.157,0.317,0.466,452,102
12,2.238,255,255,255,10.877,2.407,1.184,87.438,0.238,2.034,0.492,0.590,547,103
13,1.221,255,255,255,5.865,2.285,0.681,71.856,0.446,3.357,0.298,0.776,794,110
14,0.624,255,255,255,3.693,1.607,0.495,46.885,0.575,3.248,0.308,0.855,740,115
15,0.583,255,255,255,3.541,1.367,0.542,166.144,0.584,2.521,0.397,0.856,387,119
16,1.862,255,255,255,8.661,2.426,0.977,125.099,0.312,2.483,0.403,0.631,847,124
17,0.445,255,255,255,3.803,1.391,0.408,46.929,0.387,3.412,0.293,0.703,590,127
18,0.995,255,255,255,5.761,2.457,0.516,28.121,0.377,4.765,0.210,0.837,708,129
19,0.289,255,255,255,1.994,0.634,0.581,133.059,0.915,1.092,0.916,0.920,612,135
20,0.590,255,255,255,2.935,0.992,0.757,176.837,0.860,1.310,0.763,0.926,703,145
21,0.291,255,255,255,2.029,0.719,0.516,3.564,0.889,1.394,0.717,0.917,442,146
22,0.398,255,255,255,2.460,0.812,0.624,72.220,0.826,1.301,0.769,0.882,498,146
23,3.152,255,255,255,17.152,2.436,1.648,35.415,0.135,1.478,0.677,0.475,648,150
24,0.879,255,255,255,4.468,1.746,0.641,59.614,0.553,2.723,0.367,0.807,399,153
25,1.216,255,255,255,6.763,2.694,0.575,22.742,0.334,4.687,0.213,0.704,525,161
26,0.389,255,255,255,2.790,0.886,0.559,23.219,0.628,1.583,0.632,0.790,342,163
27,0.630,255,255,255,3.321,1.359,0.590,25.752,0.717,2.303,0.434,0.904,687,164
28,1.366,255,255,255,9.477,1.534,1.134,136.438,0.191,1.353,0.739,0.446,849,164
29,0.219,255,255,255,1.738,0.586,0.476,78.185,0.910,1.230,0.813,0.903,809,166
30,2.406,255,255,255,10.383,2.110,1.452,136.011,0.280,1.453,0.688,0.550,753,175
31,0.232,255,255,255,1.848,0.589,0.500,13.579,0.852,1.178,0.849,0.901,531,181
32,1.183,255,255,255,6.160,1.703,0.885,118.048,0.392,1.925,0.519,0.688,559,184
33,0.552,255,255,255,3.226,1.305,0.538,107.547,0.666,2.423,0.413,0.891,704,184
34,0.380,255,255,255,2.309,0.853,0.567,73.281,0.896,1.505,0.664,0.938,651,195
35,0.523,255,255,255,2.680,0.945,0.705,33.630,0.915,1.340,0.746,0.946,833,195
36,2.500,255,255,255,13.916,2.140,1.488,95.407,0.162,1.439,0.695,0.578,671,196
37,0.309,255,255,255,3.367,1.430,0.275,35.565,0.343,5.194,0.193,0.648,633,201
38,0.581,255,255,255,3.106,1.111,0.666,102.212,0.757,1.668,0.600,0.898,746,202
39,1.388,255,255,255,6.558,1.962,0.900,80.375,0.406,2.180,0.459,0.651,519,203
40,0.548,255,255,255,3.236,1.295,0.539,42.215,0.658,2.403,0.416,0.880,888,203
41,0.847,255,255,255,4.533,1.833,0.588,73.237,0.518,3.118,0.321,0.805,730,209
42,2.144,255,255,255,9.057,3.527,0.774,32.178,0.328,4.557,0.219,0.684,933,209
43,0.479,255,255,255,2.950,1.059,0.576,91.399,0.692,1.838,0.544,0.877,443,212
44,0.369,255,255,255,2.274,0.790,0.595,102.309,0.897,1.329,0.752,0.947,846,219
