 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,5.108,255.000,255,255,25.046,5.244,1.240,93.499,0.102,4.228,0.236,0.446,322,90
2,0.479,255.000,255,255,3.271,1.247,0.490,139.973,0.563,2.547,0.393,0.828,258,99
3,2.683,255.000,255,255,11.686,3.078,1.110,133.163,0.247,2.774,0.361,0.518,379,121
4,0.642,255.000,255,255,4.964,1.635,0.500,164.929,0.328,3.268,0.306,0.634,284,128
5,1.440,255.000,255,255,5.956,2.174,0.844,91.037,0.510,2.577,0.388,0.789,504,146
6,8.205,246.341,0,255,38.725,3.861,2.706,70.359,0.069,1.427,0.701,0.354,271,152
7,1.232,255.000,255,255,5.786,2.162,0.726,33.355,0.463,2.979,0.336,0.750,1111,154
8,0.440,255.000,255,255,2.475,0.847,0.661,14.626,0.902,1.283,0.780,0.926,445,158
9,0.613,255.000,255,255,3.927,1.681,0.464,110.844,0.500,3.620,0.276,0.812,420,162
10,0.930,255.000,255,255,5.871,2.444,0.484,117.252,0.339,5.046,0.198,0.729,366,175
11,1.176,255.000,255,255,6.367,2.166,0.691,3.581,0.365,3.133,0.319,0.667,580,179
12,1.124,255.000,255,255,6.352,1.627,0.879,147.927,0.350,1.851,0.540,0.723,445,187
13,2.831,255.000,255,255,13.533,3.012,1.197,138.275,0.194,2.517,0.397,0.516,1032,188
14,0.778,255.000,255,255,4.018,1.768,0.560,40.472,0.605,3.157,0.317,0.893,1134,188
15,0.814,255.000,255,255,4.583,1.917,0.541,73.819,0.487,3.546,0.282,0.812,296,190
16,0.829,255.000,255,255,5.400,1.420,0.743,172.934,0.357,1.911,0.523,0.645,932,194
17,0.338,255.000,255,255,2.294,0.898,0.480,159.078,0.808,1.872,0.534,0.906,201,195
18,3.045,255.000,255,255,14.847,2.261,1.715,18.457,0.174,1.318,0.759,0.468,885,197
19,1.306,255.000,255,255,5.635,1.626,1.023,130.637,0.517,1.589,0.629,0.799,965,197
20,6.825,255.000,255,255,31.334,3.295,2.637,111.489,0.087,1.249,0.801,0.350,665,198
21,2.614,255.000,255,255,12.132,3.332,0.999,103.401,0.223,3.334,0.300,0.522,529,214
22,0.537,255.000,255,255,2.695,0.851,0.804,111.564,0.930,1.058,0.945,0.949,769,216
23,0.507,255.000,255,255,3.616,1.513,0.426,4.537,0.487,3.551,0.282,0.792,571,223
24,0.953,255.000,255,255,4.493,1.719,0.706,59.477,0.593,2.435,0.411,0.871,611,240
25,4.747,255.000,255,255,23.067,3.740,1.616,13.706,0.112,2.314,0.432,0.383,754,242
26,2.336,255.000,255,255,11.375,2.757,1.079,118.338,0.227,2.555,0.391,0.554,1008,242
27,0.507,255.000,255,255,5.269,2.016,0.320,17.494,0.229,6.298,0.159,0.651,490,249
28,0.526,255.000,255,255,2.925,1.163,0.576,164.369,0.773,2.018,0.496,0.927,765,255
29,0.890,255.000,255,255,5.802,2.366,0.479,43.071,0.332,4.941,0.202,0.749,430,265
30,2.623,255.000,255,255,12.462,2.154,1.551,121.821,0.212,1.389,0.720,0.556,894,272
31,2.216,255.000,255,255,9.063,2.648,1.066,65.570,0.339,2.485,0.402,0.594,359,276
32,20.803,247.903,0,255,98.738,10.104,2.621,117.479,0.027,3.855,0.259,0.280,496,283
33,2.964,254.844,0,255,15.326,2.647,1.425,33.894,0.159,1.857,0.538,0.393,1107,290
34,5.446,255.000,255,255,24.963,4.395,1.578,51.381,0.110,2.785,0.359,0.309,364,295
35,0.707,255.000,255,255,3.778,1.587,0.567,152.754,0.623,2.798,0.357,0.844,171,303
36,1.970,255.000,255,255,10.188,1.887,1.329,147.426,0.239,1.419,0.705,0.598,211,309
37,1.578,255.000,255,255,9.151,2.049,0.980,88.240,0.237,2.090,0.478,0.548,856,309
38,0.678,255.000,255,255,3.332,1.281,0.675,129.401,0.768,1.898,0.527,0.914,135,315
39,0.818,255.000,255,255,6.612,1.456,0.715,163.304,0.235,2.036,0.491,0.574,64,319
40,0.259,255.000,255,255,1.848,0.598,0.550,143.917,0.952,1.087,0.920,0.929,561,322
41,3.114,255.000,255,255,15.758,3.471,1.142,110.409,0.158,3.039,0.329,0.410,636,332
42,1.478,255.000,255,255,5.696,2.465,0.763,58.375,0.572,3.229,0.310,0.896,1133,338
43,1.476,255.000,255,255,6.747,2.375,0.791,150.049,0.408,3.002,0.333,0.689,457,347
44,1.902,255.000,255,255,8.485,2.366,1.023,49.223,0.332,2.312,0.433,0.729,822,347
45,2.871,255.000,255,255,12.995,2.631,1.390,120.792,0.214,1.893,0.528,0.436,719,351
46,1.699,255.000,255,255,7.819,2.293,0.943,98.412,0.349,2.431,0.411,0.639,274,354
