 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.478,255.000,255,255,2.610,0.954,0.638,58.230,0.881,1.496,0.668,0.935,1094,52
2,0.326,255.000,255,255,2.234,0.714,0.581,137.775,0.820,1.229,0.814,0.911,1000,53
3,4.064,255.000,255,255,20.661,2.789,1.855,94.682,0.120,1.504,0.665,0.407,818,55
4,2.184,254.789,0,255,12.167,3.005,0.925,96.984,0.185,3.247,0.308,0.482,953,60
5,1.596,255.000,255,255,6.483,1.528,1.329,85.037,0.477,1.150,0.870,0.748,1045,63
6,2.204,255.000,255,255,10.613,2.997,0.936,177.170,0.246,3.201,0.312,0.643,886,68
7,0.380,255.000,255,255,2.294,0.733,0.660,53.994,0.907,1.110,0.901,0.921,732,75
8,1.279,255.000,255,255,5.991,2.527,0.644,29.079,0.448,3.922,0.255,0.865,818,98
9,0.306,255.000,255,255,2.043,0.701,0.555,31.337,0.920,1.264,0.791,0.944,706,101
10,6.996,251.043,0,255,31.683,5.428,1.641,57.205,0.088,3.307,0.302,0.337,1049,107
11,1.985,255.000,255,255,11.281,2.906,0.869,64.076,0.196,3.343,0.299,0.425,926,123
12,0.472,255.000,255,255,2.525,0.890,0.676,38.625,0.931,1.317,0.759,0.942,1222,128
13,3.106,255.000,255,255,17.028,2.269,1.743,87.148,0.135,1.302,0.768,0.405,768,132
14,1.594,255.000,255,255,8.234,2.206,0.920,88.958,0.295,2.397,0.417,0.618,704,141
15,0.431,255.000,255,255,3.191,1.284,0.427,89.547,0.532,3.007,0.333,0.804,751,144
16,2.017,255.000,255,255,8.145,3.175,0.809,59.316,0.382,3.925,0.255,0.705,1107,144
17,0.300,255.000,255,255,2.149,0.857,0.446,43.947,0.817,1.919,0.521,0.922,674,146
18,1.266,255.000,255,255,6.136,2.158,0.747,52.007,0.423,2.887,0.346,0.726,981,150
19,0.872,255.000,255,255,5.079,1.715,0.648,175.556,0.425,2.648,0.378,0.711,902,155
20,0.346,255.000,255,255,2.510,0.884,0.498,69.865,0.689,1.774,0.564,0.834,828,165
21,0.438,255.000,255,255,2.550,0.925,0.603,7.349,0.846,1.535,0.651,0.924,892,178
22,0.261,255.000,255,255,1.909,0.669,0.496,72.060,0.899,1.350,0.741,0.914,666,184
23,0.724,255.000,255,255,3.913,1.685,0.547,30.522,0.594,3.083,0.324,0.848,858,185
24,7.103,255.000,255,255,29.908,8.674,1.043,33.670,0.100,8.319,0.120,0.524,582,187
25,0.912,255.000,255,255,4.734,1.800,0.645,38.290,0.511,2.791,0.358,0.810,727,192
26,1.603,255.000,255,255,9.201,2.157,0.946,81.151,0.238,2.279,0.439,0.535,819,200
27,1.306,255.000,255,255,7.435,2.580,0.645,48.222,0.297,4.002,0.250,0.723,960,201
28,1.105,255.000,255,255,4.790,2.039,0.690,135.682,0.605,2.954,0.338,0.855,1109,205
29,1.675,255.000,255,255,9.068,3.131,0.681,120.406,0.256,4.596,0.218,0.587,860,208
30,1.759,255.000,255,255,10.167,2.278,0.983,48.966,0.214,2.317,0.432,0.482,662,213
31,1.587,255.000,255,255,7.529,2.451,0.824,94.544,0.352,2.974,0.336,0.647,721,219
32,0.414,255.000,255,255,2.620,1.080,0.489,30.037,0.758,2.210,0.453,0.911,910,219
33,0.293,255.000,255,255,2.379,0.953,0.392,25.892,0.651,2.433,0.411,0.818,851,228
34,0.574,255.000,255,255,3.396,1.296,0.563,169.209,0.625,2.300,0.435,0.832,651,252
35,0.906,255.000,255,255,5.155,1.853,0.623,71.014,0.429,2.976,0.336,0.702,1068,255
36,0.304,255.000,255,255,2.079,0.724,0.535,49.440,0.884,1.353,0.739,0.921,544,256
37,3.781,255.000,255,255,23.243,3.036,1.586,39.885,0.088,1.914,0.522,0.351,942,262
38,1.536,255.000,255,255,7.468,2.434,0.803,124.347,0.346,3.029,0.330,0.664,1115,267
39,0.773,255.000,255,255,4.292,1.667,0.590,97.575,0.527,2.826,0.354,0.850,773,269
40,3.561,255.000,255,255,16.132,3.482,1.302,2.160,0.172,2.675,0.374,0.450,1256,269
41,1.039,255.000,255,255,5.560,1.772,0.746,157.955,0.422,2.374,0.421,0.760,677,270
42,1.028,255.000,255,255,5.790,2.326,0.563,17.873,0.385,4.135,0.242,0.768,1056,270
