Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,1.256,12.272,3.325,0.096,-1.000,23.999,26.981,2.297,5.425,0,1.600,25.425,3.684,0.834,25.425,3.684,0.834,2.025,0.923,0.661,47.012,0.832,39.532,2.194,3.065,1.397,25.417,3.079,0.000,0.130
2,4.391,36.832,7.774,0.044,-2.500,13.148,18.134,5.328,9.336,0,2.800,15.596,7.440,1.259,15.596,7.440,1.259,2.666,2.149,1.196,-64.321,-20.009,-178.068,1.240,2.230,1.798,15.836,8.603,0.000,0.179
3,231.686,1711.212,320.183,0.001,-411.000,8.260,32.162,6.305,31.233,0,4.800,21.720,21.027,2.242,21.720,21.027,2.242,15.025,9.761,2.774,-62.852,0.644,-177.429,1.539,5.416,3.519,24.292,27.274,0.000,0.261
4,0.878,7.618,2.096,0.197,-1.000,22.728,24.048,8.016,9.238,0,2.400,23.470,8.706,1.173,23.470,8.706,1.173,1.433,0.715,0.514,-73.110,-79.832,124.033,2.004,2.785,1.390,23.608,8.945,0.000,0.130
5,0.219,2.095,0.547,0.589,1.000,16.961,17.498,10.900,11.535,0,1.200,17.242,11.251,0.598,17.242,11.251,0.598,0.866,0.373,0.266,-3.456,-84.216,164.227,2.319,3.251,1.402,17.205,11.242,0.000,0.179
6,0.441,4.019,1.147,0.338,-1.500,18.965,20.480,11.535,12.464,0,1.200,19.795,12.117,0.588,19.795,12.117,0.588,1.041,0.573,0.358,4.028,-53.033,65.143,1.817,2.907,1.600,19.747,12.122,0.000,0.147
7,1.929,12.455,1.934,0.218,0.000,14.517,16.570,10.851,12.757,0,2.800,15.755,11.742,1.637,15.755,11.742,1.637,1.839,0.761,0.609,46.159,57.806,-28.014,2.416,3.017,1.249,16.227,12.024,0.000,0.163
8,0.469,3.740,0.899,0.476,1.000,19.796,21.213,12.855,13.686,0,1.200,20.432,13.286,0.706,20.432,13.286,0.706,0.981,0.605,0.354,21.900,-33.577,95.124,1.620,2.771,1.711,20.040,13.002,0.000,0.130
9,0.068,0.970,0.396,0.570,1.000,16.032,16.570,13.441,13.881,0,1.200,16.267,13.663,0.499,16.267,13.663,0.499,0.665,0.287,0.229,68.499,-80.300,-6.487,2.319,2.904,1.252,16.227,13.588,0.000,0.114
10,1.186,7.666,1.258,0.353,0.500,16.179,17.840,13.881,15.006,0,1.600,16.873,14.456,0.786,16.873,14.456,0.786,1.090,0.893,0.499,-16.386,-73.103,99.124,1.220,2.186,1.791,16.570,14.370,0.000,0.196
11,1.415,14.131,4.309,0.080,-1.000,9.042,11.486,12.855,16.521,0,2.000,10.048,15.289,0.894,10.048,15.289,0.894,2.458,1.155,0.770,55.842,11.460,-0.847,2.128,3.192,1.500,10.851,15.348,0.000,0.130
12,0.758,6.793,1.597,0.207,0.000,0.538,2.053,15.348,16.716,0,1.600,1.124,16.123,0.654,1.124,16.123,0.654,0.975,0.685,0.648,-41.730,-63.095,106.583,1.423,1.504,1.057,0.733,16.081,0.000,0.130
13,0.318,3.128,0.826,0.374,1.000,14.028,14.566,16.032,17.205,0,1.200,14.281,16.603,0.662,14.281,16.603,0.662,0.849,0.700,0.233,-48.505,-86.757,146.638,1.213,3.641,3.001,14.175,16.325,0.400,0.130
14,0.105,1.124,0.585,0.880,1.000,25.465,26.199,18.231,18.867,0,0.400,25.826,18.562,0.200,25.826,18.562,0.200,0.493,0.408,0.271,-37.241,-0.000,90.000,1.208,1.822,1.507,25.856,18.329,0.000,0.081
15,0.346,3.809,0.791,0.245,0.000,16.130,17.107,17.743,18.769,0,1.600,16.588,18.228,1.054,16.588,18.228,1.054,0.936,0.822,0.244,-105.185,86.891,148.875,1.139,3.830,3.363,16.276,18.476,0.800,0.130
16,0.181,2.132,0.812,0.381,1.000,0.000,0.635,18.818,19.747,0,1.600,0.312,19.231,0.956,0.312,19.231,0.956,0.905,0.442,0.269,55.187,-66.151,-34.038,2.045,3.362,1.644,0.000,19.160,0.000,0.098
17,0.275,2.364,0.625,0.648,1.000,11.486,12.268,19.942,20.724,0,1.200,11.924,20.362,0.649,11.924,20.362,0.649,0.858,0.420,0.300,73.702,70.563,-43.627,2.040,2.858,1.401,11.780,20.382,0.000,0.130
18,0.149,1.626,0.667,0.585,1.000,20.529,21.457,21.311,22.044,0,0.800,20.970,21.679,0.526,20.970,21.679,0.526,0.575,0.489,0.314,-63.770,55.644,-123.067,1.176,1.828,1.555,20.920,21.506,0.000,0.130
19,0.314,3.333,1.041,0.302,1.000,20.969,21.702,23.315,24.390,0,1.600,21.386,23.845,0.797,21.386,23.845,0.797,1.141,0.570,0.239,10.266,-78.018,147.539,2.002,4.782,2.389,21.360,23.706,0.800,0.114
20,0.561,5.087,1.194,0.270,1.000,6.696,7.820,24.879,26.247,0,2.000,7.191,25.556,1.229,7.191,25.556,1.229,1.188,0.642,0.410,-17.204,-81.313,175.074,1.849,2.898,1.567,7.136,25.465,0.000,0.114
21,0.142,1.799,0.664,0.394,1.000,21.800,22.533,26.639,27.518,0,0.800,22.138,27.131,0.428,22.138,27.131,0.428,0.635,0.564,0.225,46.154,-48.723,99.769,1.126,2.823,2.507,22.044,27.030,0.000,0.114
22,0.089,1.171,0.632,0.557,1.500,15.739,16.374,28.740,29.571,0,0.800,16.061,29.192,0.432,16.061,29.192,0.432,0.786,0.385,0.216,-56.770,-42.405,92.979,2.041,3.644,1.785,15.885,29.327,0.000,0.081
23,0.358,4.226,1.298,0.192,-2.000,13.930,15.348,29.718,30.549,0,1.200,14.581,30.128,0.654,14.581,30.128,0.654,0.904,0.809,0.285,-21.360,37.340,-82.771,1.116,3.171,2.841,15.201,29.913,0.000,0.081
24,1.092,11.055,3.116,0.100,-5.000,24.928,27.127,34.410,37.294,0,2.000,25.766,36.156,0.794,25.766,36.156,0.794,1.965,1.151,0.635,59.974,26.790,-22.498,1.706,3.094,1.813,26.590,36.707,0.000,0.114
25,0.624,7.370,2.284,0.110,-2.500,16.863,19.356,2.151,4.155,0.400,2.000,18.421,3.082,1.228,18.421,3.082,1.228,1.972,0.943,0.371,38.532,-4.813,-88.346,2.092,5.323,2.544,17.987,2.737,0.400,0.081
26,1.115,8.216,1.240,0.254,1.000,8.505,9.873,11.095,12.268,0.400,3.200,9.227,11.670,2.145,9.227,11.670,2.145,1.685,0.668,0.419,76.110,74.093,-4.624,2.524,4.021,1.593,9.385,11.877,1.200,0.147
27,0.316,3.346,0.723,0.302,1.500,18.965,19.747,16.521,17.401,0.400,2.400,19.268,16.971,1.599,19.268,16.971,1.599,1.103,0.433,0.318,36.568,-74.844,-5.971,2.546,3.468,1.362,19.111,16.912,1.200,0.130
28,1.040,10.673,2.892,0.101,0.500,3.177,6.061,19.991,22.728,0.400,2.800,4.424,21.288,1.253,4.424,21.288,1.253,2.563,1.095,0.363,39.039,18.585,-78.873,2.340,7.061,3.017,3.421,20.284,1.600,0.130
29,0.075,0.849,0.380,1.026,1.000,12.611,13.344,29.034,29.376,0.400,0.800,12.955,29.218,0.600,12.955,29.218,0.600,0.467,0.408,0.221,14.608,-5.582E-29,90.000,1.145,2.119,1.851,12.659,29.082,0.400,0.081
30,0.204,2.386,0.988,0.345,0.500,31.380,32.602,29.669,30.500,0.400,1.200,32.022,30.094,0.835,32.022,30.094,0.835,0.836,0.487,0.275,-27.711,32.588,-72.438,1.718,3.045,1.773,32.406,29.718,0.400,0.081
31,0.203,2.659,0.978,0.247,0.500,29.962,31.038,30.598,31.771,0.400,1.200,30.593,31.213,0.840,30.593,31.213,0.840,0.915,0.597,0.269,-43.154,4.957,86.553,1.534,3.399,2.216,30.842,30.891,0.400,0.081
32,0.105,1.181,0.561,0.759,1.000,22.435,22.924,14.175,14.957,0.800,1.600,22.691,14.556,1.295,22.691,14.556,1.295,0.635,0.351,0.270,-80.011,-57.536,-96.177,1.810,2.347,1.297,22.631,14.712,0.800,0.081
33,0.074,1.021,0.657,0.576,1.000,29.962,30.500,14.663,15.641,0.800,1.200,30.229,15.142,1.000,30.229,15.142,1.000,0.641,0.408,0.191,63.027,7.030E-27,90.000,1.570,3.354,2.136,30.011,14.712,0.800,0.081
34,0.854,8.170,1.944,0.151,1.500,32.748,35.046,21.702,22.973,0.800,3.600,33.665,22.385,2.359,33.665,22.385,2.359,1.931,0.675,0.519,2.636,45.621,-38.625,2.860,3.720,1.301,33.188,22.728,2.400,0.114
