Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.227,2.709,0.752,0.294,1.000,42.084,43.159,1.613,2.542,0.000,1.200,42.601,2.101,0.560,42.601,2.101,0.560,0.961,0.577,0.209,-39.327,53.075,-95.953,1.665,4.608,2.768,42.622,2.053,0.000,0.114
2,0.438,4.310,1.297,0.271,1.000,42.817,44.772,1.955,3.177,0.000,2.000,43.672,2.586,0.983,43.672,2.586,0.983,1.603,0.462,0.320,-26.890,51.747,-78.439,3.469,5.014,1.445,44.039,2.346,0.000,0.130
3,3.396,26.031,4.422,0.074,-2.000,33.677,37.098,2.004,4.008,0.000,3.200,35.198,2.832,1.643,35.198,2.832,1.643,2.196,1.684,0.791,-13.618,-0.374,103.057,1.304,2.775,2.128,36.512,2.248,0.000,0.179
4,3.456,30.903,5.628,0.046,-8.000,39.445,42.279,2.102,5.132,0.000,2.400,40.854,3.891,1.081,40.854,3.891,1.081,1.981,1.460,1.038,-57.095,7.417,-109.761,1.357,1.908,1.406,39.836,4.741,0.000,0.212
5,79.159,505.360,65.944,0.005,-66.000,28.007,42.964,2.884,15.103,0.000,4.800,33.853,8.247,1.985,33.853,8.247,1.985,7.032,5.662,2.257,-36.851,6.522,169.597,1.242,3.116,2.509,29.376,5.914,4.400,0.310
6,157.314,1024.527,128.557,0.003,-202.500,2.444,26.247,3.030,22.435,0.000,4.800,13.475,13.324,2.159,13.475,13.324,2.159,13.049,7.564,2.534,46.596,-1.829,-2.984,1.725,5.149,2.985,21.018,17.254,4.400,0.277
7,0.150,1.447,0.633,0.840,0.500,14.908,15.934,6.647,7.283,0.000,0.400,15.425,6.962,0.200,15.425,6.962,0.200,0.625,0.408,0.311,21.341,-0.000,90.000,1.532,2.009,1.311,15.201,6.696,0.000,0.081
8,2.635,19.691,3.078,0.103,-2.500,21.995,24.488,6.696,9.091,0.000,3.200,23.174,7.980,1.431,23.174,7.980,1.431,1.668,1.545,0.602,35.123,23.648,-87.498,1.080,2.770,2.566,22.337,7.527,1.200,0.179
9,0.244,2.279,0.583,0.568,1.000,20.969,21.555,7.723,8.358,0.000,1.600,21.227,8.018,0.895,21.227,8.018,0.895,1.164,0.315,0.293,54.421,-82.075,-162.941,3.691,3.972,1.076,21.164,7.967,0.000,0.163
10,7.053,47.889,7.028,0.051,-7.500,18.916,26.247,9.042,10.851,0.000,2.800,22.388,9.792,1.106,22.388,9.792,1.106,4.620,1.432,0.808,0.185,-0.982,86.169,3.227,5.715,1.771,24.879,9.531,0.000,0.244
11,0.196,2.255,0.695,0.379,1.000,5.816,6.256,9.336,10.264,0.000,2.000,6.022,9.816,1.146,6.022,9.816,1.146,1.442,0.288,0.246,81.130,-72.864,-122.409,5.007,5.868,1.172,5.963,9.580,0.000,0.114
12,0.759,7.132,1.301,0.179,0.500,4.888,6.745,11.242,12.073,0.000,2.800,5.690,11.600,1.757,5.690,11.600,1.757,1.895,0.709,0.291,2.277,-62.205,66.878,2.675,6.508,2.433,5.034,11.535,0.000,0.130
