Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,6.127,47.782,7.403,0.039,-4.000,23.315,30.549,0.440,4.986,0,2.800,27.722,3.063,1.028,27.722,3.063,1.028,5.291,1.651,1.374,-25.868,1.812,-158.925,3.205,3.852,1.202,29.864,1.466,0.000,0.212
2,2.973,24.366,5.094,0.069,-7.000,30.353,34.606,1.271,4.252,0,2.800,32.923,3.243,1.303,32.923,3.243,1.303,2.178,1.400,1.238,1.279,-41.087,32.869,1.555,1.759,1.131,32.357,3.226,0.000,0.130
3,42.643,278.642,46.626,0.010,-24.500,22.875,42.622,5.132,19.844,0,4.800,34.611,10.074,1.973,34.611,10.074,1.973,10.874,5.746,1.676,24.851,-1.036,3.017,1.892,6.487,3.428,28.594,6.745,0.000,0.196
4,1.086,10.774,1.682,0.107,-1.000,16.667,18.867,7.283,9.287,0,2.000,17.594,8.014,0.953,17.594,8.014,0.953,1.674,1.365,0.385,-41.662,6.454,-94.724,1.226,4.343,3.541,18.183,7.429,0.000,0.130
5,0.070,0.772,0.368,1.196,1.000,26.296,26.883,9.140,9.531,0,0.400,26.581,9.340,0.200,26.581,9.340,0.200,0.408,0.393,0.240,0.000,-90.000,-103.848,1.039,1.701,1.637,26.443,9.238,0.000,0.081
6,1.110,8.106,2.061,0.262,0.000,42.231,44.919,9.727,12.317,0,1.600,43.931,10.534,0.997,43.931,10.534,0.997,2.106,0.915,0.363,-39.025,19.107,-85.149,2.301,5.800,2.520,44.528,10.020,0.000,0.212
7,0.593,3.783,0.829,0.736,1.000,33.530,34.655,9.727,10.704,0,1.200,34.111,10.245,0.499,34.111,10.245,0.499,0.739,0.593,0.484,30.978,-54.447,87.517,1.247,1.526,1.224,33.872,9.971,0.000,0.130
8,1.817,12.754,2.959,0.180,3.000,43.404,44.919,11.046,15.641,0,1.600,44.256,13.338,1.045,44.256,13.338,1.045,2.509,0.862,0.510,-78.631,-0.446,82.577,2.912,4.920,1.689,44.577,12.806,0.400,0.147
9,1.626,12.319,2.817,0.160,1.000,34.263,37.196,13.295,16.570,0,3.200,35.659,14.952,1.344,35.659,14.952,1.344,2.852,0.839,0.460,43.239,-41.167,87.655,3.402,6.204,1.824,35.290,14.712,0.000,0.147
10,0.339,3.279,1.063,0.369,0.000,40.324,41.449,13.050,14.077,0,1.600,40.720,13.621,1.055,40.720,13.621,1.055,1.142,0.668,0.287,-2.154,-76.069,48.422,1.709,3.979,2.329,40.569,13.588,0.000,0.114
