 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_24_FinalTH.tif,0.161,255,255,255,17.497,2.740,2.355,0.917,0.224,119.321,0.365,4.103,0.244,0.631,407,55
2,f_24_FinalTH.tif,0.613,255,255,255,15.696,3.956,4.328,1.800,0.434,70.895,0.412,4.150,0.241,0.711,374,72
3,f_24_FinalTH.tif,0.431,255,255,255,16.329,4.200,3.350,1.301,0.421,81.714,0.482,3.087,0.324,0.778,382,85
4,f_24_FinalTH.tif,1.728,255,255,255,19.831,5.735,12.314,3.287,0.669,143.374,0.143,4.911,0.204,0.407,424,87
5,f_24_FinalTH.tif,2.339,255,255,255,18.057,6.028,14.273,4.328,0.688,111.275,0.144,6.290,0.159,0.542,400,88
6,f_24_FinalTH.tif,0.707,255,255,255,15.904,6.547,4.518,1.884,0.478,150.324,0.435,3.942,0.254,0.715,357,142
7,f_24_FinalTH.tif,0.197,255,255,255,10.471,7.795,1.628,0.535,0.469,117.013,0.935,1.140,0.877,0.905,244,177
8,f_24_FinalTH.tif,0.429,255,255,255,15.964,8.291,4.334,1.609,0.339,96.282,0.287,4.741,0.211,0.630,370,177
9,f_24_FinalTH.tif,0.496,255,255,255,19.952,8.726,3.546,1.435,0.440,95.461,0.496,3.261,0.307,0.864,468,186
10,f_24_FinalTH.tif,0.691,255,255,255,13.757,8.441,5.429,2.348,0.375,10.079,0.295,6.263,0.160,0.760,336,191
11,f_24_FinalTH.tif,1.058,255,255,255,10.300,9.455,7.640,2.694,0.500,43.994,0.228,5.387,0.186,0.517,260,195
12,f_24_FinalTH.tif,0.212,255,255,255,9.173,8.587,2.124,0.639,0.422,21.153,0.589,1.514,0.661,0.810,217,196
13,f_24_FinalTH.tif,2.403,255,255,255,23.109,10.546,17.481,2.185,1.400,172.219,0.099,1.561,0.641,0.263,485,203
14,f_24_FinalTH.tif,0.358,255,255,255,8.885,9.240,2.610,0.744,0.613,138.872,0.661,1.213,0.824,0.868,203,208
15,f_24_FinalTH.tif,0.324,255,255,255,19.164,9.534,3.247,1.119,0.369,72.768,0.386,3.036,0.329,0.757,454,208
16,f_24_FinalTH.tif,0.434,255,255,255,19.820,10.421,3.587,1.547,0.357,115.982,0.424,4.326,0.231,0.743,461,227
17,f_24_FinalTH.tif,0.175,255,255,255,17.150,10.266,1.774,0.586,0.381,75.987,0.701,1.539,0.650,0.855,400,235
18,f_24_FinalTH.tif,0.655,255,255,255,8.486,10.738,5.074,1.007,0.828,167.969,0.320,1.216,0.822,0.710,197,239
19,f_24_FinalTH.tif,0.259,255,255,255,9.936,10.905,1.969,0.731,0.451,33.699,0.839,1.622,0.616,0.911,235,250
20,f_24_FinalTH.tif,0.297,255,255,255,21.217,11.371,2.861,1.145,0.330,153.391,0.456,3.472,0.288,0.740,487,260
21,f_24_FinalTH.tif,0.188,255,255,255,21.899,11.986,1.809,0.594,0.403,130.379,0.723,1.472,0.679,0.797,513,275
22,f_24_FinalTH.tif,2.050,255,255,255,9.468,14.798,12.984,4.735,0.551,116.212,0.153,8.590,0.116,0.534,196,282
23,f_24_FinalTH.tif,0.286,255,255,255,21.964,12.924,2.890,1.161,0.314,102.950,0.430,3.702,0.270,0.723,515,291
24,f_24_FinalTH.tif,0.304,255,255,255,7.503,12.879,2.189,0.833,0.465,93.567,0.797,1.793,0.558,0.918,172,293
25,f_24_FinalTH.tif,0.796,255,255,255,18.093,14.567,6.842,2.655,0.382,99.102,0.214,6.956,0.144,0.654,416,310
26,f_24_FinalTH.tif,0.217,255,255,255,20.184,13.526,1.799,0.657,0.421,142.530,0.843,1.563,0.640,0.886,470,311
27,f_24_FinalTH.tif,0.411,255,255,255,13.404,14.150,3.091,0.802,0.652,115.523,0.540,1.229,0.813,0.754,314,322
28,f_24_FinalTH.tif,0.185,255,255,255,21.623,14.874,1.643,0.514,0.457,148.996,0.859,1.124,0.890,0.895,506,344
29,f_24_FinalTH.tif,1.903,255,255,255,9.605,17.066,11.586,3.285,0.738,125.391,0.178,4.454,0.225,0.411,201,348
30,f_24_FinalTH.tif,0.684,255,255,255,19.307,15.575,4.964,1.380,0.631,78.076,0.349,2.188,0.457,0.599,459,349
31,f_24_FinalTH.tif,0.420,255,255,255,16.989,15.571,2.921,1.255,0.426,30.797,0.618,2.949,0.339,0.858,407,356
32,f_24_FinalTH.tif,0.422,255,255,255,21.096,16.042,4.149,1.668,0.322,58.994,0.308,5.182,0.193,0.666,502,359
33,f_24_FinalTH.tif,0.516,255,255,255,17.876,17.122,4.139,1.282,0.512,126.592,0.378,2.503,0.399,0.651,410,391
34,f_24_FinalTH.tif,0.767,255,255,255,15.643,17.736,4.288,1.899,0.514,64.155,0.524,3.693,0.271,0.831,373,397
