 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_12_FinalTH.tif,0.262,255,255,255,6.177,2.729,2.019,0.733,0.456,42.336,0.809,1.607,0.622,0.901,144,57
2,f_12_FinalTH.tif,0.177,255,255,255,9.735,3.724,1.558,0.538,0.419,46.276,0.918,1.283,0.779,0.912,228,82
3,f_12_FinalTH.tif,0.262,255,255,255,9.795,4.502,2.832,0.791,0.422,13.668,0.411,1.874,0.533,0.681,229,99
4,f_12_FinalTH.tif,0.226,255,255,255,10.116,8.999,1.894,0.668,0.431,45.838,0.792,1.548,0.646,0.856,240,204
5,f_12_FinalTH.tif,0.165,255,255,255,7.842,9.115,1.994,0.571,0.367,78.866,0.521,1.558,0.642,0.740,179,208
6,f_12_FinalTH.tif,0.159,255,255,255,8.948,9.294,1.593,0.509,0.398,115.138,0.788,1.279,0.782,0.830,207,212
7,f_12_FinalTH.tif,0.391,255,255,255,5.687,10.072,3.462,1.101,0.452,4.992,0.410,2.435,0.411,0.696,140,230
8,f_12_FinalTH.tif,0.271,255,255,255,4.662,10.491,2.660,0.757,0.457,58.769,0.482,1.657,0.603,0.723,114,235
9,f_12_FinalTH.tif,0.188,255,255,255,8.352,10.501,2.305,0.847,0.283,145.880,0.445,2.991,0.334,0.650,190,240
10,f_12_FinalTH.tif,0.203,255,255,255,9.581,11.087,1.859,0.595,0.434,85.454,0.737,1.373,0.729,0.865,224,254
11,f_12_FinalTH.tif,0.183,255,255,255,8.076,11.374,1.678,0.550,0.423,126.646,0.815,1.298,0.770,0.871,186,261
12,f_12_FinalTH.tif,0.253,255,255,255,9.910,11.880,2.971,0.872,0.370,143.857,0.361,2.355,0.425,0.582,229,271
13,f_12_FinalTH.tif,0.248,255,255,255,4.783,12.123,2.344,0.801,0.394,46.602,0.567,2.032,0.492,0.813,112,278
14,f_12_FinalTH.tif,0.228,255,255,255,5.965,12.241,2.691,0.927,0.313,27.705,0.396,2.963,0.337,0.668,147,280
15,f_12_FinalTH.tif,0.179,255,255,255,3.584,12.871,1.558,0.527,0.433,27.821,0.927,1.219,0.821,0.912,84,297
16,f_12_FinalTH.tif,0.271,255,255,255,4.161,13.356,3.286,1.135,0.305,91.818,0.316,3.726,0.268,0.676,95,299
17,f_12_FinalTH.tif,0.204,255,255,255,7.634,13.224,2.355,1.044,0.249,63.983,0.463,4.190,0.239,0.756,182,300
18,f_12_FinalTH.tif,0.213,255,255,255,5.775,13.425,2.801,0.979,0.278,105.392,0.342,3.524,0.284,0.665,129,301
19,f_12_FinalTH.tif,0.429,255,255,255,8.717,13.438,3.166,1.268,0.431,108.230,0.538,2.944,0.340,0.783,201,302
20,f_12_FinalTH.tif,0.186,255,255,255,9.748,13.210,1.653,0.598,0.397,37.519,0.857,1.508,0.663,0.888,231,304
21,f_12_FinalTH.tif,0.286,255,255,255,10.478,13.933,2.465,0.782,0.465,135.756,0.591,1.681,0.595,0.776,239,320
22,f_12_FinalTH.tif,0.223,255,255,255,3.621,13.968,1.714,0.557,0.509,57.031,0.952,1.095,0.913,0.914,82,322
23,f_12_FinalTH.tif,0.166,255,255,255,3.829,14.712,2.294,0.675,0.314,65.116,0.397,2.148,0.465,0.745,93,336
24,f_12_FinalTH.tif,0.221,255,255,255,10.538,15.191,1.703,0.605,0.465,79.113,0.956,1.301,0.769,0.928,247,350
25,f_12_FinalTH.tif,0.226,255,255,255,11.491,16.195,2.620,0.784,0.367,47.203,0.414,2.135,0.468,0.641,274,371
26,f_12_FinalTH.tif,0.166,255,255,255,11.185,17.306,1.498,0.528,0.401,119.672,0.932,1.317,0.759,0.915,260,401
27,f_12_FinalTH.tif,0.666,255,255,255,10.898,18.611,8.005,2.156,0.393,158.342,0.131,5.484,0.182,0.443,240,418
28,f_12_FinalTH.tif,0.241,255,255,255,9.510,19.064,2.801,0.740,0.414,10.226,0.386,1.788,0.559,0.695,225,442
29,f_12_FinalTH.tif,0.595,255,255,255,11.290,20.417,7.254,2.001,0.379,121.420,0.142,5.281,0.189,0.427,252,453
30,f_12_FinalTH.tif,0.384,255,255,255,10.257,20.320,3.301,1.125,0.434,120.509,0.442,2.592,0.386,0.741,233,468
31,f_12_FinalTH.tif,0.208,255,255,255,12.068,20.233,3.091,0.743,0.356,158.013,0.274,2.085,0.480,0.518,271,470
32,f_12_FinalTH.tif,0.458,255,255,255,14.012,21.790,5.020,1.546,0.377,119.559,0.228,4.102,0.244,0.600,316,498
33,f_12_FinalTH.tif,0.284,255,255,255,13.012,21.774,2.886,0.985,0.367,23.638,0.429,2.682,0.373,0.675,313,502
34,f_12_FinalTH.tif,0.237,255,255,255,13.839,22.557,3.137,0.676,0.446,105.002,0.303,1.515,0.660,0.571,325,520
