 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_06_FinalTH.tif,0.530,255,255,255,37.097,3.945,5.626,1.199,0.563,61.997,0.210,2.130,0.469,0.509,882,77
2,f_06_FinalTH.tif,0.525,255,255,255,34.820,4.405,4.844,1.351,0.494,3.838,0.281,2.733,0.366,0.556,804,97
3,f_06_FinalTH.tif,0.172,255,255,255,36.070,4.935,2.039,0.639,0.342,83.046,0.519,1.867,0.536,0.815,850,108
4,f_06_FinalTH.tif,0.259,255,255,255,37.868,5.022,1.969,0.693,0.475,89.872,0.839,1.458,0.686,0.894,891,109
5,f_06_FinalTH.tif,0.273,255,255,255,35.083,5.195,2.630,0.899,0.387,134.187,0.496,2.325,0.430,0.746,814,114
6,f_06_FinalTH.tif,0.253,255,255,255,31.551,5.266,1.979,0.730,0.442,52.106,0.813,1.653,0.605,0.903,744,116
7,f_06_FinalTH.tif,0.262,255,255,255,33.367,5.780,1.919,0.593,0.563,116.524,0.895,1.054,0.949,0.901,784,129
8,f_06_FinalTH.tif,0.452,255,255,255,36.206,6.502,4.058,1.337,0.431,71.004,0.345,3.103,0.322,0.671,854,135
9,f_06_FinalTH.tif,0.208,255,255,255,31.965,6.080,1.738,0.601,0.441,141.499,0.865,1.365,0.733,0.885,748,137
10,f_06_FinalTH.tif,0.230,255,255,255,35.300,6.407,1.788,0.605,0.483,79.927,0.903,1.252,0.799,0.907,828,144
11,f_06_FinalTH.tif,0.572,255,255,255,37.347,7.343,4.477,1.901,0.383,81.102,0.358,4.964,0.201,0.786,879,150
12,f_06_FinalTH.tif,0.255,255,255,255,31.339,7.417,2.284,0.914,0.355,77.463,0.614,2.570,0.389,0.901,738,163
13,f_06_FinalTH.tif,0.293,255,255,255,34.527,7.365,2.259,0.890,0.419,110.326,0.722,2.124,0.471,0.890,807,163
14,f_06_FinalTH.tif,0.286,255,255,255,33.378,7.697,2.284,0.933,0.390,174.497,0.689,2.389,0.419,0.890,780,176
