 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_20_FinalTH.tif,0.152,255,255,255,11.850,3.118,1.834,0.759,0.255,35.415,0.568,2.974,0.336,0.767,281,67
2,f_20_FinalTH.tif,0.282,255,255,255,19.186,3.273,2.921,0.873,0.412,11.472,0.416,2.121,0.472,0.732,447,71
3,f_20_FinalTH.tif,0.154,255,255,255,13.487,3.549,1.653,0.540,0.363,144.687,0.707,1.488,0.672,0.821,316,77
4,f_20_FinalTH.tif,0.356,255,255,255,20.043,3.781,3.442,0.827,0.549,43.825,0.378,1.506,0.664,0.706,468,79
5,f_20_FinalTH.tif,0.279,255,255,255,9.887,4.467,3.031,0.879,0.404,163.179,0.381,2.177,0.459,0.715,224,98
6,f_20_FinalTH.tif,0.250,255,255,255,8.558,4.864,2.234,0.787,0.404,98.619,0.629,1.950,0.513,0.839,201,105
7,f_20_FinalTH.tif,0.528,255,255,255,22.204,5.557,5.466,1.565,0.430,125.003,0.222,3.639,0.275,0.569,510,113
8,f_20_FinalTH.tif,0.293,255,255,255,12.275,5.894,2.234,0.827,0.451,65.261,0.738,1.831,0.546,0.859,288,129
9,f_20_FinalTH.tif,0.154,255,255,255,23.349,6.595,1.628,0.519,0.378,113.942,0.729,1.373,0.728,0.837,545,149
10,f_20_FinalTH.tif,0.210,255,255,255,12.219,7.241,2.450,1.018,0.263,49.427,0.439,3.877,0.258,0.748,293,160
11,f_20_FinalTH.tif,0.335,255,255,255,5.476,7.704,3.342,1.432,0.298,62.847,0.377,4.813,0.208,0.709,130,167
12,f_20_FinalTH.tif,0.177,255,255,255,6.073,8.016,1.608,0.530,0.426,44.356,0.862,1.243,0.804,0.907,146,182
13,f_20_FinalTH.tif,0.215,255,255,255,8.782,8.446,1.703,0.576,0.476,63.162,0.933,1.212,0.825,0.919,205,192
14,f_20_FinalTH.tif,0.255,255,255,255,12.852,8.469,2.159,0.846,0.384,40.257,0.687,2.204,0.454,0.844,307,192
15,f_20_FinalTH.tif,0.174,255,255,255,23.257,8.807,1.784,0.604,0.366,68.165,0.686,1.651,0.606,0.835,547,199
16,f_20_FinalTH.tif,0.181,255,255,255,13.646,9.493,1.558,0.551,0.418,73.759,0.937,1.316,0.760,0.913,319,217
17,f_20_FinalTH.tif,0.175,255,255,255,24.112,9.676,1.994,0.561,0.398,130.950,0.555,1.408,0.710,0.755,560,221
18,f_20_FinalTH.tif,0.152,255,255,255,27.886,10.181,2.089,0.522,0.371,85.076,0.438,1.407,0.711,0.661,656,232
19,f_20_FinalTH.tif,0.204,255,255,255,16.674,10.621,2.224,0.752,0.346,158.804,0.519,2.174,0.460,0.739,390,243
20,f_20_FinalTH.tif,0.327,255,255,255,13.332,10.888,2.635,0.755,0.552,113.014,0.593,1.367,0.732,0.784,313,246
21,f_20_FinalTH.tif,0.163,255,255,255,22.227,10.695,2.886,0.660,0.314,162.033,0.246,2.101,0.476,0.499,525,246
22,f_20_FinalTH.tif,0.289,255,255,255,16.334,11.221,3.286,1.092,0.337,153.626,0.337,3.236,0.309,0.636,372,253
23,f_20_FinalTH.tif,0.159,255,255,255,17.814,11.407,1.463,0.505,0.402,56.108,0.935,1.257,0.796,0.926,417,263
24,f_20_FinalTH.tif,0.174,255,255,255,23.618,12.061,1.653,0.519,0.426,140.878,0.798,1.217,0.822,0.850,552,278
25,f_20_FinalTH.tif,0.157,255,255,255,18.912,12.478,1.593,0.561,0.358,112.692,0.779,1.568,0.638,0.849,441,287
26,f_20_FinalTH.tif,0.150,255,255,255,19.472,12.532,1.583,0.542,0.353,44.051,0.753,1.538,0.650,0.826,458,288
27,f_20_FinalTH.tif,0.217,255,255,255,24.211,12.685,2.560,0.745,0.371,131.967,0.416,2.008,0.498,0.710,563,291
28,f_20_FinalTH.tif,0.223,255,255,255,20.335,13.256,1.909,0.654,0.433,108.081,0.768,1.509,0.663,0.872,477,303
29,f_20_FinalTH.tif,0.188,255,255,255,23.906,13.466,1.909,0.542,0.442,154.585,0.649,1.226,0.815,0.791,563,310
30,f_20_FinalTH.tif,0.203,255,255,255,27.563,14.274,2.726,0.964,0.268,72.052,0.343,3.598,0.278,0.737,650,324
31,f_20_FinalTH.tif,0.262,255,255,255,23.936,14.506,2.570,1.091,0.306,124.456,0.499,3.565,0.280,0.736,555,331
32,f_20_FinalTH.tif,0.156,255,255,255,26.759,14.508,2.255,0.663,0.299,92.645,0.385,2.222,0.450,0.644,630,332
33,f_20_FinalTH.tif,0.241,255,255,255,25.699,15.189,2.715,0.820,0.374,133.838,0.410,2.196,0.455,0.680,600,349
34,f_20_FinalTH.tif,0.308,255,255,255,25.756,16.406,2.394,0.868,0.451,106.675,0.674,1.923,0.520,0.842,600,377
35,f_20_FinalTH.tif,0.317,255,255,255,27.066,16.632,3.672,1.052,0.383,126.779,0.295,2.748,0.364,0.632,625,377
36,f_20_FinalTH.tif,0.304,255,255,255,26.674,17.727,4.479,0.960,0.403,69.935,0.190,2.379,0.420,0.500,630,402
