 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_23_FinalTH.tif,0.284,255,255,255,15.391,2.030,1.958,0.709,0.510,99.106,0.931,1.390,0.719,0.940,358,40
2,f_23_FinalTH.tif,0.501,255,255,255,10.281,3.104,6.588,1.243,0.513,80.744,0.145,2.420,0.413,0.343,248,49
3,f_23_FinalTH.tif,0.183,255,255,255,7.660,5.268,2.330,0.902,0.258,66.477,0.423,3.498,0.286,0.699,182,114
4,f_23_FinalTH.tif,0.192,255,255,255,8.538,6.678,2.971,0.775,0.315,140.334,0.273,2.461,0.406,0.552,193,148
5,f_23_FinalTH.tif,0.210,255,255,255,28.150,7.277,3.232,0.825,0.324,34.158,0.252,2.547,0.393,0.525,670,161
6,f_23_FinalTH.tif,0.163,255,255,255,11.904,7.479,1.473,0.501,0.414,174.831,0.943,1.209,0.827,0.905,277,171
7,f_23_FinalTH.tif,0.232,255,255,255,15.132,8.748,2.089,0.854,0.345,150.157,0.667,2.474,0.404,0.813,351,198
8,f_23_FinalTH.tif,0.224,255,255,255,24.966,9.112,3.147,1.143,0.250,57.187,0.285,4.576,0.219,0.626,596,200
9,f_23_FinalTH.tif,0.411,255,255,255,17.525,9.305,3.632,0.888,0.589,108.114,0.391,1.508,0.663,0.784,408,208
10,f_23_FinalTH.tif,0.302,255,255,255,19.437,9.484,2.921,1.020,0.377,115.640,0.445,2.706,0.370,0.673,451,213
11,f_23_FinalTH.tif,0.152,255,255,255,10.854,9.638,1.448,0.447,0.433,95.669,0.911,1.033,0.968,0.889,255,221
12,f_23_FinalTH.tif,0.266,255,255,255,6.278,10.171,2.089,0.744,0.455,80.756,0.766,1.634,0.612,0.870,146,230
13,f_23_FinalTH.tif,0.165,255,255,255,18.532,10.282,1.738,0.534,0.393,156.986,0.685,1.359,0.736,0.812,432,236
14,f_23_FinalTH.tif,0.203,255,255,255,7.084,10.761,2.390,0.846,0.305,37.492,0.446,2.772,0.361,0.707,174,243
15,f_23_FinalTH.tif,0.174,255,255,255,26.271,10.687,1.558,0.539,0.411,29.998,0.899,1.312,0.762,0.910,616,246
16,f_23_FinalTH.tif,0.157,255,255,255,22.464,10.859,2.064,0.830,0.241,127.403,0.464,3.437,0.291,0.669,524,247
17,f_23_FinalTH.tif,0.206,255,255,255,16.532,10.851,2.029,0.744,0.353,173.677,0.630,2.108,0.474,0.811,384,250
18,f_23_FinalTH.tif,0.156,255,255,255,10.695,11.077,2.064,0.513,0.387,55.913,0.459,1.326,0.754,0.771,253,253
19,f_23_FinalTH.tif,0.194,255,255,255,16.029,11.664,1.593,0.537,0.459,50.514,0.958,1.170,0.855,0.911,376,268
20,f_23_FinalTH.tif,0.179,255,255,255,18.206,12.278,1.628,0.569,0.401,47.474,0.849,1.418,0.705,0.868,428,282
21,f_23_FinalTH.tif,0.165,255,255,255,6.699,12.547,1.894,0.517,0.405,24.641,0.577,1.276,0.784,0.740,157,289
22,f_23_FinalTH.tif,0.183,255,255,255,12.942,12.776,2.560,0.772,0.301,33.474,0.350,2.561,0.391,0.654,307,293
