 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_16_FinalTH.tif,0.203,255,255,255,15.565,0.994,1.643,0.582,0.443,72.889,0.943,1.314,0.761,0.933,366,16
2,f_16_FinalTH.tif,0.170,255,255,255,10.989,1.090,2.736,0.640,0.339,49.055,0.285,1.889,0.529,0.577,259,17
3,f_16_FinalTH.tif,0.235,255,255,255,14.406,1.063,1.848,0.628,0.477,153.060,0.865,1.317,0.759,0.890,338,19
4,f_16_FinalTH.tif,0.203,255,255,255,12.430,1.286,2.610,0.744,0.347,4.569,0.374,2.147,0.466,0.671,294,24
5,f_16_FinalTH.tif,0.291,255,255,255,16.719,1.429,2.019,0.744,0.499,87.673,0.898,1.491,0.671,0.923,390,25
6,f_16_FinalTH.tif,0.259,255,255,255,18.538,1.801,3.307,0.716,0.460,123.275,0.297,1.556,0.643,0.538,430,30
7,f_16_FinalTH.tif,0.346,255,255,255,8.071,1.889,3.236,1.311,0.336,69.181,0.415,3.905,0.256,0.719,192,31
8,f_16_FinalTH.tif,0.327,255,255,255,7.074,2.074,3.577,1.281,0.326,84.500,0.322,3.935,0.254,0.586,161,32
9,f_16_FinalTH.tif,0.333,255,255,255,9.226,2.007,2.164,0.739,0.573,124.787,0.894,1.289,0.776,0.946,212,39
10,f_16_FinalTH.tif,0.402,255,255,255,14.441,2.334,3.377,1.206,0.424,30.439,0.443,2.846,0.351,0.710,346,45
11,f_16_FinalTH.tif,0.261,255,255,255,5.154,2.365,2.520,0.645,0.514,140.663,0.515,1.255,0.797,0.716,116,47
12,f_16_FinalTH.tif,0.208,255,255,255,11.495,2.429,2.836,0.712,0.372,27.356,0.325,1.915,0.522,0.676,273,50
13,f_16_FinalTH.tif,0.293,255,255,255,17.598,2.782,2.004,0.636,0.587,135.452,0.917,1.083,0.923,0.913,410,58
14,f_16_FinalTH.tif,0.291,255,255,255,13.373,2.956,2.666,1.011,0.367,35.031,0.515,2.754,0.363,0.805,318,62
15,f_16_FinalTH.tif,0.183,255,255,255,16.680,2.909,2.064,0.842,0.276,148.648,0.539,3.048,0.328,0.765,384,62
16,f_16_FinalTH.tif,0.213,255,255,255,10.556,2.969,3.247,1.157,0.235,161.605,0.255,4.925,0.203,0.566,232,64
17,f_16_FinalTH.tif,0.215,255,255,255,22.084,3.358,2.610,0.975,0.281,101.814,0.397,3.470,0.288,0.686,516,66
18,f_16_FinalTH.tif,0.175,255,255,255,23.113,3.494,2.595,0.600,0.372,135.909,0.327,1.614,0.620,0.676,542,74
19,f_16_FinalTH.tif,0.300,255,255,255,14.104,3.876,3.487,1.314,0.291,45.198,0.310,4.514,0.222,0.630,341,77
20,f_16_FinalTH.tif,0.423,255,255,255,17.155,3.888,4.914,1.340,0.402,165.993,0.220,3.332,0.300,0.543,394,81
21,f_16_FinalTH.tif,0.233,255,255,255,18.338,3.867,1.799,0.649,0.458,123.606,0.907,1.417,0.706,0.912,428,84
22,f_16_FinalTH.tif,0.199,255,255,255,6.380,3.882,1.668,0.564,0.449,66.621,0.899,1.257,0.796,0.921,149,85
23,f_16_FinalTH.tif,0.295,255,255,255,7.279,4.230,2.450,0.933,0.402,45.704,0.617,2.319,0.431,0.825,176,89
24,f_16_FinalTH.tif,0.159,255,255,255,10.812,4.081,1.689,0.586,0.346,107.032,0.702,1.696,0.590,0.830,251,89
25,f_16_FinalTH.tif,0.204,255,255,255,8.267,4.083,1.653,0.542,0.480,50.779,0.940,1.128,0.887,0.904,192,90
26,f_16_FinalTH.tif,0.166,255,255,255,12.725,4.280,1.894,0.580,0.365,133.470,0.583,1.588,0.630,0.797,293,93
27,f_16_FinalTH.tif,0.239,255,255,255,14.845,4.629,2.404,0.782,0.389,76.195,0.519,2.012,0.497,0.746,348,98
28,f_16_FinalTH.tif,0.170,255,255,255,17.193,4.719,2.159,0.797,0.272,45.354,0.458,2.936,0.341,0.662,406,103
29,f_16_FinalTH.tif,0.199,255,255,255,10.771,4.839,2.294,0.574,0.441,58.467,0.475,1.301,0.769,0.701,254,105
30,f_16_FinalTH.tif,0.152,255,255,255,13.486,4.839,1.558,0.575,0.337,84.724,0.787,1.706,0.586,0.908,316,107
31,f_16_FinalTH.tif,0.268,255,255,255,20.259,5.091,3.296,1.085,0.314,108.200,0.310,3.453,0.290,0.622,474,107
32,f_16_FinalTH.tif,0.244,255,255,255,12.855,5.308,2.825,0.948,0.328,115.824,0.384,2.891,0.346,0.696,298,113
33,f_16_FinalTH.tif,0.175,255,255,255,26.075,5.136,1.859,0.659,0.339,108.562,0.638,1.944,0.514,0.785,609,114
34,f_16_FinalTH.tif,0.403,255,255,255,14.179,5.598,3.873,0.973,0.528,106.555,0.338,1.844,0.542,0.625,332,115
35,f_16_FinalTH.tif,0.150,255,255,255,25.256,5.153,1.413,0.505,0.379,94.026,0.946,1.331,0.751,0.917,592,115
36,f_16_FinalTH.tif,0.261,255,255,255,11.544,5.468,2.429,0.999,0.332,6.602,0.555,3.010,0.332,0.862,276,124
37,f_16_FinalTH.tif,0.170,255,255,255,17.433,5.638,1.608,0.592,0.366,143.083,0.827,1.619,0.618,0.883,404,127
