 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,f_04_FinalTH.tif,0.192,255,255,255,35.597,1.888,1.618,0.522,0.468,54.891,0.920,1.114,0.898,0.910,836,38
2,f_04_FinalTH.tif,0.206,255,255,255,37.073,1.991,1.823,0.571,0.460,176.707,0.779,1.243,0.804,0.838,868,41
3,f_04_FinalTH.tif,0.175,255,255,255,35.098,2.282,1.678,0.544,0.411,93.881,0.783,1.324,0.755,0.874,823,48
4,f_04_FinalTH.tif,0.313,255,255,255,36.027,2.477,3.282,1.194,0.334,20.585,0.365,3.575,0.280,0.672,853,50
5,f_04_FinalTH.tif,0.172,255,255,255,34.505,2.502,1.703,0.527,0.416,94.084,0.745,1.268,0.789,0.830,810,53
6,f_04_FinalTH.tif,0.201,255,255,255,31.128,3.259,2.610,0.861,0.297,93.285,0.371,2.900,0.345,0.714,728,63
7,f_04_FinalTH.tif,0.212,255,255,255,32.045,2.983,1.689,0.565,0.477,95.970,0.933,1.183,0.845,0.911,752,63
8,f_04_FinalTH.tif,0.212,255,255,255,33.969,3.042,1.898,0.651,0.414,7.382,0.738,1.574,0.635,0.870,801,66
9,f_04_FinalTH.tif,0.270,255,255,255,35.050,3.141,3.141,0.974,0.352,3.614,0.343,2.764,0.362,0.613,819,68
10,f_04_FinalTH.tif,0.344,255,255,255,35.295,3.815,4.489,1.358,0.322,32.111,0.214,4.212,0.237,0.479,846,73
11,f_04_FinalTH.tif,0.266,255,255,255,32.543,3.750,2.209,0.767,0.442,90.276,0.685,1.737,0.576,0.862,762,80
12,f_04_FinalTH.tif,0.431,255,255,255,33.437,4.178,2.996,1.106,0.496,68.079,0.603,2.230,0.449,0.821,787,87
13,f_04_FinalTH.tif,0.203,255,255,255,29.788,4.174,1.618,0.549,0.470,140.190,0.973,1.170,0.855,0.926,697,92
14,f_04_FinalTH.tif,0.159,255,255,255,34.706,4.529,1.583,0.585,0.346,141.012,0.799,1.689,0.592,0.880,812,101
15,f_04_FinalTH.tif,0.154,255,255,255,28.215,4.626,1.579,0.530,0.369,49.366,0.776,1.436,0.696,0.854,666,103
16,f_04_FinalTH.tif,0.870,255,255,255,31.408,5.246,5.927,2.335,0.475,29.162,0.311,4.919,0.203,0.707,757,107
17,f_04_FinalTH.tif,0.590,255,255,255,33.944,5.573,5.049,1.317,0.570,113.098,0.291,2.309,0.433,0.594,793,114
18,f_04_FinalTH.tif,0.364,255,255,255,28.955,5.640,2.560,1.055,0.439,57.165,0.697,2.402,0.416,0.884,684,122
19,f_04_FinalTH.tif,0.251,255,255,255,27.799,5.701,1.994,0.747,0.428,39.915,0.795,1.744,0.573,0.903,653,127
20,f_04_FinalTH.tif,0.201,255,255,255,22.377,5.981,1.703,0.552,0.463,9.201,0.870,1.193,0.838,0.888,526,135
