 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,r_19_FinalTH.tif,0.796,255,255,255,5.690,5.926,3.747,1.431,0.708,8.404,0.713,2.020,0.495,0.927,133,131
2,r_19_FinalTH.tif,0.223,255,255,255,4.525,6.030,1.919,0.679,0.417,57.900,0.759,1.628,0.614,0.875,109,133
3,r_19_FinalTH.tif,0.543,255,255,255,10.017,7.912,3.116,0.956,0.723,28.281,0.703,1.324,0.755,0.881,241,176
4,r_19_FinalTH.tif,0.324,255,255,255,7.437,8.622,2.054,0.678,0.608,96.919,0.965,1.114,0.898,0.942,171,195
5,r_19_FinalTH.tif,0.326,255,255,255,4.622,8.909,2.404,0.897,0.462,172.406,0.708,1.939,0.516,0.896,108,204
6,r_19_FinalTH.tif,0.465,255,255,255,10.670,9.170,2.971,1.058,0.560,155.326,0.662,1.891,0.529,0.861,243,207
7,r_19_FinalTH.tif,0.791,255,255,255,8.405,9.448,4.313,1.765,0.570,160.825,0.534,3.094,0.323,0.854,187,211
8,r_19_FinalTH.tif,0.897,255,255,255,4.860,10.397,5.159,1.800,0.635,122.348,0.424,2.837,0.352,0.735,110,224
9,r_19_FinalTH.tif,0.353,255,255,255,7.666,10.623,2.514,0.966,0.465,111.485,0.701,2.076,0.482,0.861,175,240
10,r_19_FinalTH.tif,0.326,255,255,255,9.556,11.839,2.570,0.915,0.453,144.045,0.619,2.018,0.496,0.805,222,270
11,r_19_FinalTH.tif,0.532,255,255,255,8.552,11.942,2.935,1.022,0.663,25.752,0.776,1.541,0.649,0.900,203,271
