 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,r_14_FinalTH.tif,1.503,255,255,255,15.876,5.291,11.622,2.529,0.757,36.760,0.140,3.340,0.299,0.542,408,98
2,r_14_FinalTH.tif,0.177,255,255,255,15.843,6.248,1.533,0.488,0.463,75.776,0.948,1.054,0.949,0.903,371,141
3,r_14_FinalTH.tif,0.758,255,255,255,13.943,7.561,5.630,1.973,0.489,62.656,0.301,4.031,0.248,0.621,336,150
4,r_14_FinalTH.tif,1.033,255,255,255,14.249,8.284,8.211,2.506,0.525,45.155,0.193,4.775,0.209,0.471,344,170
5,r_14_FinalTH.tif,0.188,255,255,255,14.641,8.793,1.568,0.520,0.461,19.483,0.961,1.129,0.885,0.912,342,201
6,r_14_FinalTH.tif,1.292,255,255,255,11.657,10.498,7.377,2.320,0.709,178.379,0.298,3.272,0.306,0.595,263,229
7,r_14_FinalTH.tif,0.838,255,255,255,2.300,10.672,6.203,1.789,0.596,59.472,0.274,3.000,0.333,0.617,63,231
8,r_14_FinalTH.tif,0.175,255,255,255,4.464,10.453,1.533,0.514,0.435,143.589,0.938,1.181,0.846,0.898,102,240
9,r_14_FinalTH.tif,0.416,255,255,255,3.166,10.960,2.906,1.301,0.407,138.329,0.619,3.195,0.313,0.855,65,246
10,r_14_FinalTH.tif,0.675,255,255,255,5.604,11.181,5.205,1.812,0.474,24.598,0.313,3.821,0.262,0.643,145,247
11,r_14_FinalTH.tif,0.499,255,255,255,9.175,11.576,3.481,1.532,0.415,68.916,0.518,3.693,0.271,0.830,221,255
12,r_14_FinalTH.tif,0.270,255,255,255,10.430,11.872,1.933,0.632,0.543,73.962,0.906,1.163,0.860,0.920,241,272
13,r_14_FinalTH.tif,0.244,255,255,255,13.921,11.905,1.799,0.599,0.519,60.892,0.949,1.154,0.867,0.918,326,273
14,r_14_FinalTH.tif,0.447,255,255,255,12.940,12.271,3.051,1.316,0.432,140.944,0.603,3.042,0.329,0.843,295,277
15,r_14_FinalTH.tif,0.358,255,255,255,7.796,12.592,2.330,0.821,0.556,80.751,0.829,1.477,0.677,0.900,184,286
16,r_14_FinalTH.tif,0.554,255,255,255,13.344,13.291,4.452,1.322,0.533,25.712,0.351,2.478,0.404,0.577,324,296
17,r_14_FinalTH.tif,0.300,255,255,255,5.260,12.899,2.164,0.845,0.452,11.218,0.806,1.869,0.535,0.922,120,298
18,r_14_FinalTH.tif,0.170,255,255,255,14.352,13.016,1.668,0.660,0.328,98.438,0.768,2.011,0.497,0.908,336,298
19,r_14_FinalTH.tif,1.071,255,255,255,5.903,13.625,7.765,2.261,0.603,30.557,0.223,3.747,0.267,0.510,146,300
20,r_14_FinalTH.tif,0.481,255,255,255,6.948,14.665,4.102,1.797,0.341,88.979,0.360,5.268,0.190,0.817,163,325
21,r_14_FinalTH.tif,0.487,255,255,255,3.758,14.914,2.865,1.094,0.566,178.925,0.745,1.932,0.518,0.910,91,344
22,r_14_FinalTH.tif,0.156,255,255,255,4.572,15.449,1.774,0.650,0.305,61.774,0.622,2.132,0.469,0.843,108,357
23,r_14_FinalTH.tif,0.550,255,255,255,5.661,15.650,4.228,1.584,0.442,19.487,0.387,3.582,0.279,0.712,147,359
24,r_14_FinalTH.tif,1.326,255,255,255,7.749,17.012,9.381,2.761,0.612,107.169,0.189,4.515,0.221,0.594,173,363
25,r_14_FinalTH.tif,1.002,255,255,255,5.874,17.322,7.168,2.901,0.440,77.260,0.245,6.595,0.152,0.628,148,372
26,r_14_FinalTH.tif,0.369,255,255,255,6.893,16.831,3.566,1.234,0.381,108.147,0.365,3.241,0.309,0.692,158,380
27,r_14_FinalTH.tif,0.291,255,255,255,11.252,16.880,2.004,0.674,0.550,45.336,0.912,1.224,0.817,0.917,264,389
28,r_14_FinalTH.tif,0.261,255,255,255,11.399,17.677,1.838,0.594,0.559,48.284,0.969,1.062,0.942,0.950,266,409
29,r_14_FinalTH.tif,0.212,255,255,255,12.749,17.838,1.763,0.682,0.395,156.828,0.856,1.727,0.579,0.903,295,414
30,r_14_FinalTH.tif,0.653,255,255,255,13.934,18.734,5.611,1.355,0.614,109.112,0.261,2.206,0.453,0.537,326,421
31,r_14_FinalTH.tif,0.590,255,255,255,5.980,19.321,4.083,1.202,0.625,146.323,0.445,1.922,0.520,0.704,141,443
32,r_14_FinalTH.tif,0.152,255,255,255,5.127,19.913,1.438,0.462,0.419,87.288,0.924,1.103,0.907,0.913,118,463
33,r_14_FinalTH.tif,0.226,255,255,255,14.111,20.342,1.898,0.645,0.447,111.226,0.789,1.443,0.693,0.903,331,471
34,r_14_FinalTH.tif,0.774,255,255,255,12.169,20.758,5.500,2.085,0.473,14.464,0.322,4.410,0.227,0.648,297,477
35,r_14_FinalTH.tif,0.599,255,255,255,9.829,21.505,4.554,1.488,0.512,13.572,0.363,2.906,0.344,0.678,250,495
36,r_14_FinalTH.tif,0.179,255,255,255,5.923,21.490,2.570,0.549,0.415,9.129,0.341,1.323,0.756,0.602,134,499
37,r_14_FinalTH.tif,0.257,255,255,255,6.921,21.575,1.894,0.648,0.504,16.107,0.900,1.286,0.778,0.910,160,501
38,r_14_FinalTH.tif,0.313,255,255,255,5.142,22.526,2.620,1.093,0.364,117.341,0.573,3.000,0.333,0.832,115,517
