 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,r_07_FinalTH.tif,2.294,255,255,255,16.479,4.614,18.195,3.325,0.878,34.989,0.087,3.786,0.264,0.387,430,73
2,r_07_FinalTH.tif,2.421,255,255,255,13.188,5.451,17.020,4.383,0.703,57.352,0.105,6.234,0.160,0.372,349,74
3,r_07_FinalTH.tif,0.157,255,255,255,15.817,3.505,1.508,0.567,0.353,30.698,0.870,1.606,0.623,0.892,372,77
4,r_07_FinalTH.tif,0.284,255,255,255,15.691,4.031,3.116,1.242,0.291,5.305,0.368,4.263,0.235,0.678,375,90
5,r_07_FinalTH.tif,1.722,255,255,255,13.743,6.728,13.308,3.349,0.655,83.670,0.122,5.113,0.196,0.443,332,104
6,r_07_FinalTH.tif,0.597,255,255,255,11.021,6.108,5.070,1.569,0.485,18.899,0.292,3.237,0.309,0.562,266,132
7,r_07_FinalTH.tif,0.867,255,255,255,15.133,7.476,6.327,2.373,0.465,47.271,0.272,5.104,0.196,0.636,376,150
8,r_07_FinalTH.tif,0.778,255,255,255,8.098,8.339,5.626,2.348,0.422,54.856,0.309,5.565,0.180,0.638,200,171
9,r_07_FinalTH.tif,0.420,255,255,255,10.551,8.006,2.585,0.982,0.544,45.082,0.789,1.804,0.554,0.921,252,179
10,r_07_FinalTH.tif,1.867,255,255,255,9.583,9.662,12.873,1.604,1.482,90.612,0.142,1.082,0.924,0.464,207,201
11,r_07_FinalTH.tif,0.266,255,255,255,10.882,8.945,1.884,0.596,0.568,36.124,0.942,1.048,0.954,0.919,256,203
12,r_07_FinalTH.tif,0.166,255,255,255,6.810,9.541,1.533,0.593,0.358,60.615,0.890,1.657,0.604,0.898,159,218
13,r_07_FinalTH.tif,2.043,255,255,255,12.914,11.061,13.163,3.616,0.719,56.969,0.148,5.026,0.199,0.488,332,219
14,r_07_FinalTH.tif,0.481,255,255,255,12.339,10.177,2.960,1.107,0.554,105.811,0.690,1.999,0.500,0.879,286,226
15,r_07_FinalTH.tif,0.192,255,255,255,8.134,10.230,1.583,0.538,0.454,180.000,0.962,1.186,0.843,0.922,189,235
16,r_07_FinalTH.tif,0.530,255,255,255,6.948,11.009,4.664,1.832,0.368,84.210,0.306,4.972,0.201,0.740,162,237
17,r_07_FinalTH.tif,0.190,255,255,255,6.003,11.473,1.593,0.503,0.481,144.601,0.941,1.048,0.955,0.901,139,264
18,r_07_FinalTH.tif,0.953,255,255,255,9.571,13.033,8.375,2.599,0.467,77.853,0.171,5.565,0.180,0.471,229,269
19,r_07_FinalTH.tif,0.250,255,255,255,7.876,12.135,2.514,1.012,0.314,25.033,0.496,3.223,0.310,0.854,189,279
20,r_07_FinalTH.tif,0.977,255,255,255,8.132,12.931,6.512,2.684,0.463,19.464,0.290,5.792,0.173,0.634,213,290
21,r_07_FinalTH.tif,1.442,255,255,255,12.128,14.663,8.858,3.245,0.566,57.909,0.231,5.736,0.174,0.575,304,309
22,r_07_FinalTH.tif,0.684,255,255,255,7.256,13.782,5.134,1.712,0.509,11.427,0.326,3.368,0.297,0.578,188,314
23,r_07_FinalTH.tif,0.492,255,255,255,10.202,15.104,3.906,1.032,0.607,33.190,0.405,1.701,0.588,0.692,237,346
24,r_07_FinalTH.tif,0.516,255,255,255,9.932,19.418,3.307,1.237,0.531,51.571,0.593,2.330,0.429,0.811,239,443
25,r_07_FinalTH.tif,0.441,255,255,255,8.736,20.341,2.840,1.171,0.480,74.846,0.688,2.439,0.410,0.884,205,465
26,r_07_FinalTH.tif,2.464,255,255,255,7.748,22.572,17.171,2.310,1.358,132.507,0.105,1.701,0.588,0.362,157,488
27,r_07_FinalTH.tif,0.255,255,255,255,9.383,21.160,2.019,0.714,0.455,56.420,0.787,1.571,0.636,0.881,224,489
28,r_07_FinalTH.tif,0.177,255,255,255,8.039,21.125,1.618,0.581,0.389,35.913,0.851,1.493,0.670,0.895,190,491
29,r_07_FinalTH.tif,0.251,255,255,255,3.853,21.802,2.184,0.814,0.393,0.942,0.662,2.068,0.484,0.871,86,508
30,r_07_FinalTH.tif,1.060,255,255,255,6.765,23.755,6.031,2.454,0.550,156.727,0.366,4.460,0.224,0.739,134,541
31,r_07_FinalTH.tif,0.215,255,255,255,7.707,24.707,1.859,0.725,0.378,32.495,0.783,1.917,0.522,0.885,185,575
