 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,r_21_FinalTH.tif,1.572,255,255,255,8.170,4.801,10.980,2.363,0.847,31.488,0.164,2.790,0.358,0.406,226,93
2,r_21_FinalTH.tif,0.829,255,255,255,6.674,4.845,4.043,1.687,0.626,34.550,0.637,2.696,0.371,0.870,164,100
3,r_21_FinalTH.tif,1.060,255,255,255,4.816,5.091,5.971,2.501,0.540,27.138,0.374,4.632,0.216,0.753,136,103
4,r_21_FinalTH.tif,0.304,255,255,255,12.443,5.011,2.234,0.672,0.576,175.972,0.765,1.168,0.856,0.887,295,111
5,r_21_FinalTH.tif,0.203,255,255,255,3.302,5.340,2.379,0.946,0.273,102.972,0.450,3.466,0.289,0.789,74,114
6,r_21_FinalTH.tif,0.327,255,255,255,10.341,5.416,2.089,0.710,0.587,92.001,0.943,1.209,0.827,0.928,241,119
7,r_21_FinalTH.tif,0.235,255,255,255,8.610,5.729,1.838,0.609,0.491,136.876,0.875,1.240,0.806,0.912,201,128
8,r_21_FinalTH.tif,0.657,255,255,255,5.556,6.331,4.769,1.697,0.493,34.828,0.363,3.445,0.290,0.667,145,132
9,r_21_FinalTH.tif,0.286,255,255,255,9.523,6.369,2.489,0.977,0.372,101.061,0.580,2.623,0.381,0.849,222,137
10,r_21_FinalTH.tif,0.257,255,255,255,10.131,6.283,1.894,0.613,0.533,147.755,0.900,1.150,0.869,0.902,235,141
11,r_21_FinalTH.tif,0.689,255,255,255,6.294,7.354,5.460,1.176,0.746,59.955,0.291,1.575,0.635,0.655,159,158
12,r_21_FinalTH.tif,0.154,255,255,255,5.034,8.072,1.608,0.632,0.310,176.557,0.748,2.041,0.490,0.885,118,186
