 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,r_22_FinalTH.tif,1.449,255,255,255,8.917,6.250,10.188,2.885,0.639,151.571,0.175,4.512,0.222,0.428,166,127
2,r_22_FinalTH.tif,0.561,255,255,255,11.887,6.504,4.002,1.639,0.436,176.430,0.440,3.761,0.266,0.836,265,147
3,r_22_FinalTH.tif,0.478,255,255,255,7.736,7.168,3.290,1.375,0.442,103.615,0.554,3.111,0.321,0.839,175,154
4,r_22_FinalTH.tif,2.473,255,255,255,10.305,9.170,14.745,4.455,0.707,126.940,0.143,6.302,0.159,0.433,192,158
5,r_22_FinalTH.tif,0.413,255,255,255,4.154,7.413,3.056,1.135,0.463,33.301,0.555,2.452,0.408,0.748,99,165
6,r_22_FinalTH.tif,0.213,255,255,255,3.245,7.805,1.763,0.590,0.461,82.176,0.863,1.282,0.780,0.891,75,176
7,r_22_FinalTH.tif,3.112,255,255,255,13.867,8.850,19.847,2.444,1.621,51.474,0.099,1.508,0.663,0.382,334,179
8,r_22_FinalTH.tif,0.365,255,255,255,3.997,8.466,2.344,0.833,0.559,74.583,0.836,1.490,0.671,0.924,94,189
9,r_22_FinalTH.tif,0.543,255,255,255,5.907,9.009,3.286,1.173,0.589,81.568,0.632,1.992,0.502,0.850,139,199
10,r_22_FinalTH.tif,0.760,255,255,255,3.261,10.676,5.995,2.670,0.362,107.907,0.266,7.367,0.136,0.716,68,219
11,r_22_FinalTH.tif,0.581,255,255,255,15.540,10.649,4.819,2.047,0.361,62.641,0.314,5.669,0.176,0.710,372,226
12,r_22_FinalTH.tif,0.427,255,255,255,4.214,10.266,3.647,1.300,0.418,82.239,0.403,3.107,0.322,0.716,98,228
13,r_22_FinalTH.tif,1.219,255,255,255,6.293,12.059,7.816,3.028,0.513,126.384,0.251,5.906,0.169,0.622,134,248
14,r_22_FinalTH.tif,0.510,255,255,255,16.330,12.130,5.450,2.129,0.305,79.119,0.216,6.975,0.143,0.622,387,259
15,r_22_FinalTH.tif,0.894,255,255,255,9.544,12.565,6.223,2.679,0.425,38.067,0.290,6.305,0.159,0.690,248,275
16,r_22_FinalTH.tif,0.507,255,255,255,11.866,12.012,3.676,1.620,0.398,166.729,0.471,4.068,0.246,0.780,265,275
17,r_22_FinalTH.tif,0.499,255,255,255,5.111,12.294,3.697,1.641,0.387,154.409,0.459,4.236,0.236,0.808,105,280
18,r_22_FinalTH.tif,0.391,255,255,255,3.379,12.689,3.406,1.298,0.383,91.851,0.423,3.384,0.296,0.788,79,283
19,r_22_FinalTH.tif,0.852,255,255,255,10.411,13.200,5.010,2.026,0.536,45.210,0.427,3.783,0.264,0.718,258,293
20,r_22_FinalTH.tif,0.273,255,255,255,8.078,12.978,1.884,0.645,0.539,113.472,0.968,1.197,0.835,0.938,187,298
21,r_22_FinalTH.tif,0.248,255,255,255,14.150,13.430,1.979,0.722,0.437,65.193,0.795,1.651,0.606,0.890,333,307
22,r_22_FinalTH.tif,0.335,255,255,255,5.123,13.473,2.234,0.824,0.517,10.859,0.843,1.595,0.627,0.911,123,310
23,r_22_FinalTH.tif,0.375,255,255,255,15.506,13.939,4.369,1.577,0.302,65.775,0.247,5.216,0.192,0.575,369,311
24,r_22_FinalTH.tif,0.545,255,255,255,6.418,14.243,3.917,1.753,0.396,71.094,0.446,4.433,0.226,0.815,154,315
25,r_22_FinalTH.tif,0.320,255,255,255,14.818,14.138,2.796,1.242,0.328,39.219,0.515,3.783,0.264,0.805,353,323
26,r_22_FinalTH.tif,0.624,255,255,255,5.049,14.177,4.357,1.964,0.405,0.617,0.413,4.856,0.206,0.799,133,327
27,r_22_FinalTH.tif,0.559,255,255,255,7.921,14.840,4.448,1.820,0.391,169.993,0.355,4.653,0.215,0.752,169,342
28,r_22_FinalTH.tif,0.841,255,255,255,13.289,15.481,4.489,1.869,0.573,53.775,0.525,3.260,0.307,0.860,322,345
29,r_22_FinalTH.tif,0.183,255,255,255,14.427,15.196,2.159,0.863,0.269,38.840,0.492,3.204,0.312,0.748,342,350
30,r_22_FinalTH.tif,0.175,255,255,255,11.397,16.230,1.508,0.511,0.437,165.648,0.970,1.168,0.856,0.911,266,376
