 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,42,2.040,0,0,2.040
2,1,0,2,0,54,2.727,0,0,2.727
3,1,0,2,0,16,0.917,0,0,0.917
4,3,1,3,1,149,2.531,1,0,5.918
5,1,0,2,0,8,0.471,0,0,0.471
6,1,0,2,0,3,0.223,0,0,0.223
7,1,0,2,0,13,0.754,0,0,0.754
8,1,0,2,0,48,2.313,0,0,2.313
9,1,0,2,0,6,0.351,0,0,0.351
10,1,0,2,0,5,0.273,0,0,0.273
11,3,1,3,1,28,0.504,1,0,0.804
12,1,0,2,0,44,2.284,0,0,2.284
13,1,0,2,0,2,0.163,0,0,0.163
14,1,0,2,0,80,4.132,0,0,4.132
15,1,0,2,0,3,0.223,0,0,0.223
16,1,0,2,0,7,0.464,0,0,0.464
17,3,1,3,3,65,1.122,1,0,1.339
18,3,1,3,1,45,0.792,1,0,1.087
19,1,0,2,0,34,1.612,0,0,1.612
20,1,0,2,0,0,0.043,0,0,0.043
21,1,0,2,0,96,4.848,0,0,4.848
22,1,0,2,0,16,0.794,0,0,0.794
23,1,0,2,0,88,4.684,0,0,4.684
24,1,0,2,0,4,0.248,0,0,0.248
25,1,0,2,0,14,0.744,0,0,0.744
26,9,4,6,4,177,0.997,4,0,2.409
27,1,0,2,0,10,0.591,0,0,0.591
28,1,0,2,0,16,0.776,0,0,0.776
29,1,0,2,0,33,1.763,0,0,1.763
30,1,0,2,0,2,0.128,0,0,0.128
31,1,0,2,0,2,0.163,0,0,0.163
32,1,0,2,0,10,0.538,0,0,0.538
33,2,1,1,1,41,1.008,1,0,1.495
34,3,1,3,1,42,0.703,1,0,1.059
35,3,1,3,1,45,0.786,1,0,0.879
36,1,0,2,0,20,1.034,0,0,1.034
37,0,0,1,0,0,0.000,0,0,0.000
38,1,0,2,0,34,1.788,0,0,1.788
39,1,0,2,0,18,0.843,0,0,0.843
40,6,3,3,3,141,1.214,3,0,2.614
41,1,0,2,0,20,0.981,0,0,0.981
42,1,0,2,0,38,1.923,0,0,1.923
43,3,1,3,1,76,1.308,1,0,3.318
44,1,0,2,0,24,1.240,0,0,1.240
45,1,0,2,0,5,0.326,0,0,0.326
46,3,1,3,1,79,1.333,1,0,2.161
47,1,0,2,0,12,0.659,0,0,0.659
48,1,0,2,0,40,2.149,0,0,2.149
49,3,1,3,1,12,0.236,1,0,0.315
50,1,0,2,0,20,1.140,0,0,1.140
51,1,0,2,0,15,0.874,0,0,0.874
52,0,0,1,0,0,0.000,0,0,0.000
53,1,0,2,0,41,2.121,0,0,2.121
54,1,0,2,0,31,1.555,0,0,1.555
55,1,0,2,0,8,0.436,0,0,0.436
56,1,0,2,0,14,0.691,0,0,0.691
57,1,0,2,0,17,0.836,0,0,0.836
58,4,2,2,2,201,2.554,2,0,5.344
59,1,0,2,0,7,0.376,0,0,0.376
60,0,0,1,0,0,0.000,0,0,0.000
61,1,0,2,0,7,0.358,0,0,0.358
62,7,3,5,7,250,1.802,3,0,3.744
63,1,0,2,0,16,0.917,0,0,0.917
64,1,0,2,0,25,1.229,0,0,1.229
65,3,1,3,1,98,1.708,1,0,2.135
66,3,1,3,3,104,1.792,1,0,2.324
67,1,0,2,0,14,0.726,0,0,0.726
68,0,0,1,0,0,0.000,0,0,0.000
69,1,0,2,0,3,0.205,0,0,0.205
70,3,1,3,3,35,0.649,1,0,1.017
71,1,0,2,0,5,0.255,0,0,0.255
72,1,0,2,0,3,0.170,0,0,0.170
73,1,0,2,0,15,0.804,0,0,0.804
74,1,0,2,0,18,1.072,0,0,1.072
75,1,0,2,0,54,2.692,0,0,2.692
76,1,0,2,0,2,0.163,0,0,0.163
77,1,0,2,0,35,1.690,0,0,1.690
78,1,0,2,0,82,4.429,0,0,4.429
79,2,1,1,1,74,1.789,1,0,3.135
80,1,0,2,0,24,1.292,0,0,1.292
81,1,0,2,0,29,1.452,0,0,1.452
82,4,2,2,2,215,2.703,2,0,5.441
83,1,0,2,0,11,0.634,0,0,0.634
84,3,1,3,1,11,0.240,1,0,0.248
85,1,0,2,0,15,0.822,0,0,0.822
86,1,0,2,0,144,6.890,0,0,6.890
87,1,0,2,0,1,0.103,0,0,0.103
88,2,1,1,3,158,3.861,1,0,5.763
89,1,0,2,0,21,0.989,0,0,0.989
90,1,0,2,0,14,0.797,0,0,0.797
91,5,2,4,2,270,2.745,2,0,6.400
92,1,0,2,0,56,2.795,0,0,2.795
93,1,0,2,0,0,0.060,0,0,0.060
94,8,4,4,8,198,1.233,4,0,3.507
95,1,0,2,0,1,0.085,0,0,0.085
96,1,0,2,0,5,0.290,0,0,0.290
97,1,0,2,0,56,2.865,0,0,2.865
98,1,0,2,0,16,0.794,0,0,0.794
99,3,1,3,1,73,1.277,1,0,2.231
100,1,0,2,0,27,1.350,0,0,1.350
101,8,4,3,7,53,0.405,3,1,0.772
102,10,5,5,7,269,1.382,5,0,4.722
103,1,0,2,0,10,0.609,0,0,0.609
104,1,0,2,0,53,2.544,0,0,2.544
105,3,1,3,1,90,1.548,1,0,2.762
106,3,1,3,1,16,0.311,1,0,0.453
107,1,0,2,0,26,1.360,0,0,1.360
108,1,0,2,0,2,0.145,0,0,0.145
109,1,0,2,0,18,1.072,0,0,1.072
110,3,1,3,1,104,1.746,1,0,4.289
111,1,0,2,0,32,1.562,0,0,1.562
112,1,0,2,0,23,1.268,0,0,1.268
113,1,0,2,0,0,0.043,0,0,0.043
114,1,0,2,0,6,0.368,0,0,0.368
115,1,0,2,0,13,0.684,0,0,0.684
116,3,1,3,3,94,1.568,1,0,3.415
117,3,1,3,1,59,1.055,1,0,1.491
118,3,1,3,3,64,1.166,1,0,1.335
