 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,16,0.935,0,0,0.935
2,1,0,2,0,27,1.473,0,0,1.473
3,7,3,5,5,205,1.509,3,0,3.170
4,1,0,2,0,66,3.502,0,0,3.502
5,1,0,2,0,39,2.089,0,0,2.089
6,3,1,3,1,94,1.604,1,0,3.999
7,1,0,2,0,25,1.282,0,0,1.282
8,1,0,2,0,5,0.326,0,0,0.326
9,1,0,2,0,23,1.109,0,0,1.109
10,1,0,2,0,55,2.822,0,0,2.822
11,1,0,2,0,91,4.301,0,0,4.301
12,1,0,2,0,13,0.684,0,0,0.684
13,1,0,2,0,0,0.043,0,0,0.043
14,4,2,2,2,141,1.855,2,0,4.058
15,1,0,2,0,52,2.607,0,0,2.607
16,0,0,1,0,0,0.000,0,0,0.000
17,1,0,2,0,4,0.283,0,0,0.283
18,1,0,2,0,13,0.666,0,0,0.666
19,1,0,2,0,5,0.326,0,0,0.326
20,5,2,3,5,86,0.983,1,1,2.184
21,1,0,2,0,114,5.367,0,0,5.367
22,7,3,5,5,96,0.751,3,0,1.307
23,1,0,2,0,23,1.109,0,0,1.109
24,1,0,2,0,26,1.377,0,0,1.377
25,1,0,2,0,28,1.551,0,0,1.551
26,1,0,2,0,15,0.839,0,0,0.839
27,8,4,4,10,140,0.984,4,0,2.217
28,1,0,2,0,32,1.668,0,0,1.668
29,3,1,3,3,83,1.535,1,0,3.583
30,1,0,2,0,2,0.145,0,0,0.145
31,1,0,2,0,10,0.486,0,0,0.486
32,1,0,2,0,21,1.077,0,0,1.077
33,5,2,4,2,65,0.677,2,0,1.410
34,1,0,2,0,38,2.152,0,0,2.152
35,0,0,1,0,0,0.000,0,0,0.000
36,1,0,2,0,7,0.358,0,0,0.358
