 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,71,1.214,1,0,2.709
2,1,0,2,0,5,0.326,0,0,0.326
3,1,0,2,0,8,0.453,0,0,0.453
4,0,0,1,0,0,0.000,0,0,0.000
5,1,0,2,0,13,0.666,0,0,0.666
6,15,7,9,11,523,1.818,7,0,6.163
7,1,0,2,0,6,0.368,0,0,0.368
8,1,0,2,0,17,0.977,0,0,0.977
9,1,0,2,0,7,0.393,0,0,0.393
10,1,0,2,0,23,1.250,0,0,1.250
11,1,0,2,0,0,0.060,0,0,0.060
12,1,0,2,0,19,0.921,0,0,0.921
13,1,0,2,0,25,1.282,0,0,1.282
14,1,0,2,0,35,1.760,0,0,1.760
15,1,0,2,0,5,0.343,0,0,0.343
16,0,0,1,0,0,0.000,0,0,0.000
17,1,0,2,0,12,0.571,0,0,0.571
18,1,0,2,0,4,0.248,0,0,0.248
19,1,0,2,0,32,1.633,0,0,1.633
20,6,3,3,5,86,0.781,3,0,1.785
21,1,0,2,0,48,2.489,0,0,2.489
22,1,0,2,0,10,0.503,0,0,0.503
23,1,0,2,0,0,0.043,0,0,0.043
24,3,1,3,3,51,0.947,1,0,1.385
25,1,0,2,0,2,0.128,0,0,0.128
26,1,0,2,0,0,0.043,0,0,0.043
27,1,0,2,0,11,0.581,0,0,0.581
28,1,0,2,0,29,1.576,0,0,1.576
29,3,1,3,3,67,1.179,1,0,2.046
30,1,0,2,0,0,0.060,0,0,0.060
31,1,0,2,0,9,0.513,0,0,0.513
32,1,0,2,0,57,3.154,0,0,3.154
33,1,0,2,0,8,0.471,0,0,0.471
34,1,0,2,0,13,0.701,0,0,0.701
35,1,0,2,0,1,0.103,0,0,0.103
36,3,1,3,1,61,1.037,1,0,1.707
37,1,0,2,0,0,0.043,0,0,0.043
38,13,6,7,17,337,1.368,5,1,2.932
39,3,1,3,3,47,0.866,1,0,1.548
40,1,0,2,0,0,0.043,0,0,0.043
41,1,0,2,0,0,0.043,0,0,0.043
42,1,0,2,0,2,0.145,0,0,0.145
43,1,0,2,0,33,1.675,0,0,1.675
44,5,2,4,4,86,0.925,2,0,1.933
45,0,0,1,0,0,0.000,0,0,0.000
46,1,0,2,0,0,0.043,0,0,0.043
47,1,0,2,0,23,1.127,0,0,1.127
48,3,1,3,1,39,0.684,1,0,1.487
49,1,0,2,0,18,0.932,0,0,0.932
