 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,0,0,1,0,0,0.000,0,0,0.000
2,1,0,2,0,0,0.060,0,0,0.060
3,1,0,2,0,73,3.570,0,0,3.570
4,1,0,2,0,14,0.849,0,0,0.849
5,1,0,2,0,0,0.043,0,0,0.043
6,9,4,6,8,73,0.483,4,0,0.829
7,1,0,2,0,0,0.060,0,0,0.060
8,0,0,1,0,0,0.000,0,0,0.000
9,6,3,3,9,69,0.689,3,0,1.037
10,10,5,5,9,194,1.017,5,0,1.888
11,4,2,2,4,67,0.869,2,0,1.587
12,1,0,2,0,0,0.043,0,0,0.043
13,1,0,2,0,3,0.188,0,0,0.188
14,1,0,2,0,17,0.977,0,0,0.977
15,1,0,2,0,37,1.863,0,0,1.863
16,1,0,2,0,28,1.427,0,0,1.427
17,1,0,2,0,11,0.581,0,0,0.581
18,1,0,2,0,5,0.308,0,0,0.308
19,1,0,2,0,7,0.393,0,0,0.393
20,1,0,2,0,3,0.223,0,0,0.223
21,1,0,2,0,44,2.178,0,0,2.178
22,10,5,5,9,142,0.785,5,0,1.257
23,1,0,2,0,1,0.103,0,0,0.103
24,1,0,2,0,31,1.520,0,0,1.520
25,1,0,2,0,17,0.818,0,0,0.818
26,1,0,2,0,8,0.418,0,0,0.418
27,1,0,2,0,7,0.428,0,0,0.428
28,1,0,2,0,78,3.959,0,0,3.959
29,1,0,2,0,21,1.200,0,0,1.200
30,1,0,2,0,14,0.691,0,0,0.691
31,1,0,2,0,2,0.180,0,0,0.180
32,1,0,2,0,1,0.103,0,0,0.103
33,1,0,2,0,47,2.500,0,0,2.500
34,3,1,3,3,131,2.151,1,0,2.752
35,1,0,2,0,19,0.939,0,0,0.939
36,1,0,2,0,3,0.188,0,0,0.188
37,1,0,2,0,85,4.468,0,0,4.468
38,1,0,2,0,0,0.043,0,0,0.043
39,1,0,2,0,4,0.230,0,0,0.230
40,12,6,6,12,147,0.667,6,0,3.323
41,1,0,2,0,14,0.761,0,0,0.761
42,1,0,2,0,25,1.405,0,0,1.405
43,5,2,4,6,135,1.355,2,0,4.779
44,4,2,2,4,81,1.145,2,0,1.954
45,3,1,3,3,41,0.793,1,0,1.430
46,1,0,2,0,1,0.103,0,0,0.103
