 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,20,1.087,0,0,1.087
2,18,9,9,21,249,0.782,9,0,2.068
3,1,0,2,0,18,0.949,0,0,0.949
4,5,2,4,4,45,0.534,2,0,0.779
5,1,0,2,0,44,2.249,0,0,2.249
6,1,0,2,0,44,2.055,0,0,2.055
7,3,1,3,3,18,0.367,1,0,0.418
8,1,0,2,0,1,0.103,0,0,0.103
9,1,0,2,0,22,1.207,0,0,1.207
10,3,1,3,1,16,0.342,1,0,0.549
11,1,0,2,0,56,2.671,0,0,2.671
12,1,0,2,0,7,0.376,0,0,0.376
13,3,1,3,3,49,0.907,1,0,1.204
14,7,3,5,5,133,1.004,3,0,2.384
15,1,0,2,0,4,0.283,0,0,0.283
16,1,0,2,0,17,0.942,0,0,0.942
17,1,0,2,0,8,0.453,0,0,0.453
18,9,4,6,12,111,0.717,4,0,1.718
19,1,0,2,0,24,1.257,0,0,1.257
20,1,0,2,0,14,0.691,0,0,0.691
21,1,0,2,0,31,1.643,0,0,1.643
22,1,0,2,0,19,1.080,0,0,1.080
23,3,1,3,1,95,1.648,1,0,2.284
24,1,0,2,0,20,1.017,0,0,1.017
25,3,1,3,1,13,0.268,1,0,0.326
26,3,1,3,1,12,0.271,1,0,0.361
27,1,0,2,0,20,1.105,0,0,1.105
28,1,0,2,0,11,0.599,0,0,0.599
29,1,0,2,0,33,1.746,0,0,1.746
30,1,0,2,0,28,1.427,0,0,1.427
31,1,0,2,0,15,0.786,0,0,0.786
32,1,0,2,0,5,0.290,0,0,0.290
33,7,3,5,5,163,1.224,3,0,2.349
34,1,0,2,0,27,1.438,0,0,1.438
35,3,1,3,3,70,1.251,1,0,2.752
36,3,1,3,3,86,1.513,1,0,3.952
37,1,0,2,0,1,0.103,0,0,0.103
38,1,0,2,0,9,0.478,0,0,0.478
39,1,0,2,0,5,0.326,0,0,0.326
40,1,0,2,0,16,0.846,0,0,0.846
