 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,9,4,6,6,102,0.608,4,0,1.204
2,3,1,3,1,59,1.002,1,0,2.101
3,1,0,2,0,31,1.608,0,0,1.608
4,5,2,4,4,45,0.520,2,0,1.119
5,3,1,3,3,34,0.653,1,0,0.949
6,3,1,3,1,73,1.224,1,0,1.881
7,1,0,2,0,37,1.810,0,0,1.810
8,3,1,3,1,81,1.414,1,0,2.043
9,1,0,2,0,23,1.127,0,0,1.127
10,1,0,2,0,38,1.923,0,0,1.923
11,5,2,4,6,42,0.518,2,0,0.899
12,0,0,1,0,0,0.000,0,0,0.000
13,1,0,2,0,13,0.666,0,0,0.666
14,3,1,3,3,71,1.260,1,0,1.838
15,1,0,2,0,34,1.735,0,0,1.735
16,3,1,3,3,72,1.262,1,0,2.352
17,9,4,6,10,87,0.574,4,0,1.317
18,1,0,2,0,26,1.360,0,0,1.360
19,1,0,2,0,2,0.145,0,0,0.145
20,1,0,2,0,12,0.659,0,0,0.659
21,1,0,2,0,7,0.393,0,0,0.393
22,3,1,3,1,69,1.185,1,0,2.777
23,1,0,2,0,15,0.857,0,0,0.857
24,5,2,4,4,34,0.398,2,0,0.709
25,1,0,2,0,42,2.181,0,0,2.181
26,1,0,2,0,6,0.351,0,0,0.351
27,1,0,2,0,31,1.661,0,0,1.661
28,3,1,3,1,31,0.576,1,0,0.924
29,1,0,2,0,10,0.521,0,0,0.521
30,1,0,2,0,15,0.874,0,0,0.874
31,3,1,3,1,46,0.847,1,0,1.225
32,1,0,2,0,6,0.368,0,0,0.368
33,0,0,1,0,0,0.000,0,0,0.000
34,4,2,2,2,70,0.941,2,0,1.512
35,1,0,2,0,22,1.172,0,0,1.172
36,1,0,2,0,10,0.609,0,0,0.609
37,1,0,2,0,22,1.172,0,0,1.172
38,1,0,2,0,74,3.983,0,0,3.983
39,5,2,4,2,79,0.817,2,0,1.190
40,1,0,2,0,23,1.215,0,0,1.215
41,1,0,2,0,3,0.205,0,0,0.205
42,1,0,2,0,9,0.478,0,0,0.478
43,1,0,2,0,26,1.237,0,0,1.237
44,1,0,2,0,22,1.119,0,0,1.119
45,1,0,2,0,0,0.060,0,0,0.060
