 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,17,0.942,0,0,0.942
2,3,1,3,1,28,0.504,1,0,1.034
3,3,1,3,3,42,0.754,1,0,1.665
4,3,1,3,3,45,0.785,1,0,1.169
5,3,1,3,3,31,0.593,1,0,1.172
6,3,1,3,3,45,0.815,1,0,1.187
7,0,0,1,0,0,0.000,0,0,0.000
8,1,0,2,0,22,1.119,0,0,1.119
9,3,1,3,1,133,2.251,1,0,4.019
10,5,2,4,4,78,0.829,2,0,1.580
11,5,3,1,3,40,0.471,3,0,1.282
12,3,1,3,1,41,0.741,1,0,0.974
13,3,1,3,1,31,0.623,1,0,1.260
14,1,0,2,0,6,0.351,0,0,0.351
15,1,0,2,0,7,0.428,0,0,0.428
16,1,0,2,0,32,1.721,0,0,1.721
17,1,0,2,0,17,0.836,0,0,0.836
18,1,0,2,0,36,1.944,0,0,1.944
19,5,2,4,4,57,0.625,2,0,1.006
20,1,0,2,0,18,0.914,0,0,0.914
21,1,0,2,0,13,0.684,0,0,0.684
22,3,1,3,1,27,0.508,1,0,0.995
23,3,1,3,3,26,0.487,1,0,0.818
24,11,5,6,10,112,0.607,4,1,1.345
25,5,2,4,2,43,0.472,2,0,0.811
26,3,1,3,1,22,0.425,1,0,0.634
27,1,0,2,0,17,0.942,0,0,0.942
28,15,7,9,11,145,0.563,7,0,1.813
29,4,1,4,5,34,0.574,0,1,0.712
30,1,0,2,0,17,0.854,0,0,0.854
31,1,0,2,0,8,0.453,0,0,0.453
32,3,1,3,3,47,0.878,1,0,1.041
33,6,3,3,5,82,0.758,3,0,1.573
34,1,0,2,0,14,0.726,0,0,0.726
35,5,2,4,2,149,1.518,2,0,3.970
36,1,0,2,0,17,0.924,0,0,0.924
37,1,0,2,0,13,0.789,0,0,0.789
38,1,0,2,0,17,0.871,0,0,0.871
39,9,4,6,10,120,0.740,4,0,1.247
40,1,0,2,0,11,0.546,0,0,0.546
41,7,3,5,9,55,0.486,3,0,0.981
42,0,0,1,0,0,0.000,0,0,0.000
43,1,0,2,0,25,1.317,0,0,1.317
44,5,2,4,6,37,0.465,2,0,0.779
45,1,0,2,0,12,0.623,0,0,0.623
46,1,0,2,0,27,1.402,0,0,1.402
47,1,0,2,0,21,0.989,0,0,0.989
48,5,2,4,4,54,0.593,2,0,1.162
49,3,1,3,3,17,0.365,1,0,0.676
50,2,1,1,3,41,1.126,1,0,1.686
51,1,0,2,0,20,1.017,0,0,1.017
52,1,0,2,0,9,0.513,0,0,0.513
53,1,0,2,0,20,1.105,0,0,1.105
54,15,8,6,16,176,0.665,8,0,1.714
55,1,0,2,0,15,0.786,0,0,0.786
56,6,2,5,5,34,0.342,1,1,0.854
57,1,0,2,0,31,1.625,0,0,1.625
58,7,3,5,5,149,1.091,3,0,2.118
59,1,0,2,0,9,0.531,0,0,0.531
60,1,0,2,0,21,1.059,0,0,1.059
61,4,1,4,6,39,0.602,0,1,0.992
62,1,0,2,0,33,1.728,0,0,1.728
63,3,1,3,1,45,0.810,1,0,1.523
64,1,0,2,0,15,0.822,0,0,0.822
65,1,0,2,0,12,0.606,0,0,0.606
66,5,2,4,2,42,0.484,2,0,1.182
67,3,1,3,1,37,0.655,1,0,0.949
68,1,0,2,0,20,1.034,0,0,1.034
69,1,0,2,0,12,0.659,0,0,0.659
70,7,3,5,5,106,0.847,3,0,1.533
71,1,0,2,0,21,1.077,0,0,1.077
72,1,0,2,0,6,0.368,0,0,0.368
73,1,0,2,0,2,0.163,0,0,0.163
74,1,0,2,0,4,0.248,0,0,0.248
75,1,0,2,0,8,0.418,0,0,0.418
76,1,0,2,0,0,0.043,0,0,0.043
77,3,1,3,1,26,0.458,1,0,0.758
