 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,42,2.093,0,0,2.093
2,1,0,2,0,59,3.169,0,0,3.169
3,1,0,2,0,7,0.358,0,0,0.358
4,1,0,2,0,23,1.127,0,0,1.127
5,0,0,1,0,0,0.000,0,0,0.000
6,1,0,2,0,7,0.393,0,0,0.393
7,1,0,2,0,5,0.308,0,0,0.308
8,1,0,2,0,24,1.222,0,0,1.222
9,1,0,2,0,46,2.404,0,0,2.404
10,1,0,2,0,96,4.778,0,0,4.778
11,1,0,2,0,31,1.520,0,0,1.520
12,1,0,2,0,33,1.710,0,0,1.710
13,1,0,2,0,75,3.444,0,0,3.444
14,1,0,2,0,41,1.980,0,0,1.980
15,1,0,2,0,5,0.326,0,0,0.326
16,1,0,2,0,13,0.807,0,0,0.807
17,1,0,2,0,28,1.374,0,0,1.374
18,1,0,2,0,10,0.626,0,0,0.626
19,1,0,2,0,19,1.045,0,0,1.045
20,1,0,2,0,23,1.268,0,0,1.268
21,1,0,2,0,9,0.461,0,0,0.461
22,1,0,2,0,13,0.684,0,0,0.684
23,1,0,2,0,1,0.103,0,0,0.103
24,1,0,2,0,2,0.180,0,0,0.180
25,1,0,2,0,5,0.361,0,0,0.361
26,1,0,2,0,11,0.634,0,0,0.634
27,1,0,2,0,14,0.691,0,0,0.691
28,1,0,2,0,25,1.405,0,0,1.405
29,1,0,2,0,12,0.694,0,0,0.694
30,1,0,2,0,0,0.060,0,0,0.060
31,1,0,2,0,17,0.854,0,0,0.854
32,1,0,2,0,1,0.103,0,0,0.103
33,1,0,2,0,57,2.731,0,0,2.731
34,1,0,2,0,0,0.060,0,0,0.060
35,1,0,2,0,9,0.443,0,0,0.443
36,1,0,2,0,9,0.513,0,0,0.513
37,1,0,2,0,6,0.386,0,0,0.386
38,1,0,2,0,25,1.388,0,0,1.388
39,1,0,2,0,2,0.163,0,0,0.163
40,1,0,2,0,2,0.128,0,0,0.128
41,1,0,2,0,25,1.423,0,0,1.423
42,1,0,2,0,0,0.060,0,0,0.060
43,0,0,1,0,0,0.000,0,0,0.000
44,3,1,3,1,54,0.943,1,0,1.548
45,1,0,2,0,7,0.411,0,0,0.411
46,1,0,2,0,19,1.045,0,0,1.045
47,1,0,2,0,4,0.230,0,0,0.230
48,1,0,2,0,36,1.838,0,0,1.838
49,1,0,2,0,4,0.266,0,0,0.266
50,1,0,2,0,2,0.180,0,0,0.180
51,1,0,2,0,30,1.618,0,0,1.618
52,3,1,3,3,70,1.263,1,0,2.525
53,1,0,2,0,1,0.103,0,0,0.103
54,1,0,2,0,6,0.386,0,0,0.386
