
Volume
 ==================== 
Volume,Unit,Category,Time,Set 1,ID,
0.18635,µm^3,Surface,1,Class A,1294,
0.0471932,µm^3,Surface,1,Class A,1295,
0.0751452,µm^3,Surface,1,Class A,1296,
0.000336056,µm^3,Surface,1,Class A,1297,
0.165896,µm^3,Surface,1,Class A,1298,
0.304164,µm^3,Surface,1,Class A,1299,
0.123992,µm^3,Surface,1,Class A,1300,
0.0377368,µm^3,Surface,1,Class A,1301,
2.19322,µm^3,Surface,1,Class A,1302,
0.000457716,µm^3,Surface,1,Class A,1303,
0.00660911,µm^3,Surface,1,Class A,1304,
0.18695,µm^3,Surface,1,Class A,1305,
0.0613092,µm^3,Surface,1,Class A,1306,
0.0300676,µm^3,Surface,1,Class A,1307,
0.0651255,µm^3,Surface,1,Class A,1308,
0.246169,µm^3,Surface,1,Class A,1309,
0.0700394,µm^3,Surface,1,Class A,1310,
0.0155866,µm^3,Surface,1,Class A,1311,
0.11071,µm^3,Surface,1,Class A,1312,
0.0019925,µm^3,Surface,1,Class A,1313,
0.148641,µm^3,Surface,1,Class A,1314,
0.0887497,µm^3,Surface,1,Class A,1315,
0.00279004,µm^3,Surface,1,Class A,1316,
0.155052,µm^3,Surface,1,Class A,1317,
0.143277,µm^3,Surface,1,Class A,1318,
0.0118417,µm^3,Surface,1,Class A,1319,
0.0548054,µm^3,Surface,1,Class A,1320,
0.0834062,µm^3,Surface,1,Class A,1321,
0.11479,µm^3,Surface,1,Class A,1322,
0.0160606,µm^3,Surface,1,Class A,1323,
0.0643314,µm^3,Surface,1,Class A,1324,
1.0595,µm^3,Surface,1,Class A,1325,
8.98298,µm^3,Surface,1,Class B,1326,
0.0354128,µm^3,Surface,1,Class A,1327,
0.285745,µm^3,Surface,1,Class A,1328,
0.0652833,µm^3,Surface,1,Class A,1329,
0.0012421,µm^3,Surface,1,Class A,1330,
2.80553,µm^3,Surface,1,Class A,1331,
0.00207944,µm^3,Surface,1,Class A,1332,
0.0330673,µm^3,Surface,1,Class A,1333,
0.0212761,µm^3,Surface,1,Class A,1334,
0.00469266,µm^3,Surface,1,Class A,1335,
0.0664097,µm^3,Surface,1,Class A,1336,
0.0638684,µm^3,Surface,1,Class A,1337,
0.0937728,µm^3,Surface,1,Class A,1338,
3.5963,µm^3,Surface,1,Class A,1339,
0.0552479,µm^3,Surface,1,Class A,1340,
0.0111686,µm^3,Surface,1,Class A,1341,
0.00139391,µm^3,Surface,1,Class A,1342,
0.058639,µm^3,Surface,1,Class A,1343,
0.0308503,µm^3,Surface,1,Class A,1344,
0.118396,µm^3,Surface,1,Class A,1345,
0.0106279,µm^3,Surface,1,Class A,1346,
0.107069,µm^3,Surface,1,Class A,1347,
0.0571685,µm^3,Surface,1,Class A,1348,
0.23073,µm^3,Surface,1,Class A,1349,
0.180386,µm^3,Surface,1,Class A,1350,
0.0213228,µm^3,Surface,1,Class A,1351,
0.057465,µm^3,Surface,1,Class A,1352,
0.000274347,µm^3,Surface,1,Class A,1354,
0.00482077,µm^3,Surface,1,Class A,1355,
0.124197,µm^3,Surface,1,Class A,1356,
0.0847771,µm^3,Surface,1,Class A,1357,
0.171009,µm^3,Surface,1,Class A,1358,
0.634394,µm^3,Surface,1,Class A,1359,
0.771072,µm^3,Surface,1,Class A,1360,
0.104148,µm^3,Surface,1,Class A,1361,
4.76265,µm^3,Surface,1,Class B,1362,
0.00289847,µm^3,Surface,1,Class A,1363,
0.0408069,µm^3,Surface,1,Class A,1365,
0.0646324,µm^3,Surface,1,Class A,1366,
0.0169836,µm^3,Surface,1,Class A,1367,
0.198274,µm^3,Surface,1,Class A,1368,
0.478345,µm^3,Surface,1,Class A,1369,
0.176776,µm^3,Surface,1,Class A,1370,
0.0150372,µm^3,Surface,1,Class A,1371,
0.0921151,µm^3,Surface,1,Class A,1372,
0.00506467,µm^3,Surface,1,Class A,1373,
0.157375,µm^3,Surface,1,Class A,1374,
0.00595801,µm^3,Surface,1,Class A,1376,
0.00731606,µm^3,Surface,1,Class A,1378,
0.000437951,µm^3,Surface,1,Class A,1379,
7.32439,µm^3,Surface,1,Class B,1380,
0.23634,µm^3,Surface,1,Class A,1381,
0.153588,µm^3,Surface,1,Class A,1382,
0.0030155,µm^3,Surface,1,Class A,1383,
0.0598283,µm^3,Surface,1,Class A,1384,
3.04013,µm^3,Surface,1,Class A,1385,
0.0547606,µm^3,Surface,1,Class A,1386,
0.0684919,µm^3,Surface,1,Class A,1387,
0.0389177,µm^3,Surface,1,Class A,1388,
0.00869644,µm^3,Surface,1,Class A,1389,
0.502171,µm^3,Surface,1,Class A,1390,
0.12009,µm^3,Surface,1,Class A,1391,
1.52471,µm^3,Surface,1,Class A,1392,
0.0121368,µm^3,Surface,1,Class A,1393,
0.033241,µm^3,Surface,1,Class A,1394,
1.24464,µm^3,Surface,1,Class A,1395,
0.514644,µm^3,Surface,1,Class A,1396,
