
Volume
 ==================== 
Volume,Unit,Category,Time,Set 1,ID,
0.894529,µm^3,Surface,1,Class A,1077,
0.0666867,µm^3,Surface,1,Class A,1078,
0.0393908,µm^3,Surface,1,Class A,1079,
0.198553,µm^3,Surface,1,Class A,1080,
0.0481105,µm^3,Surface,1,Class A,1081,
0.546753,µm^3,Surface,1,Class A,1082,
0.000216552,µm^3,Surface,1,Class A,1083,
0.0763673,µm^3,Surface,1,Class A,1084,
0.0329574,µm^3,Surface,1,Class A,1085,
0.15907,µm^3,Surface,1,Class A,1086,
0.0723777,µm^3,Surface,1,Class A,1087,
0.00782608,µm^3,Surface,1,Class A,1088,
0.000350862,µm^3,Surface,1,Class A,1089,
0.0389883,µm^3,Surface,1,Class A,1090,
0.16134,µm^3,Surface,1,Class A,1091,
0.0891581,µm^3,Surface,1,Class A,1092,
0.336346,µm^3,Surface,1,Class A,1093,
0.030173,µm^3,Surface,1,Class A,1094,
0.0416853,µm^3,Surface,1,Class A,1095,
0.0106294,µm^3,Surface,1,Class A,1096,
0.557399,µm^3,Surface,1,Class A,1097,
0.226804,µm^3,Surface,1,Class A,1098,
0.0104142,µm^3,Surface,1,Class A,1099,
0.223032,µm^3,Surface,1,Class A,1100,
0.0109139,µm^3,Surface,1,Class A,1101,
0.00888116,µm^3,Surface,1,Class A,1102,
0.0232661,µm^3,Surface,1,Class A,1103,
0.02397,µm^3,Surface,1,Class A,1104,
0.0125832,µm^3,Surface,1,Class A,1105,
0.197129,µm^3,Surface,1,Class A,1106,
0.0407481,µm^3,Surface,1,Class A,1107,
0.0893263,µm^3,Surface,1,Class A,1108,
0.038284,µm^3,Surface,1,Class A,1111,
0.00404185,µm^3,Surface,1,Class A,1112,
0.199749,µm^3,Surface,1,Class A,1113,
0.138255,µm^3,Surface,1,Class A,1114,
0.296379,µm^3,Surface,1,Class A,1115,
0.0687892,µm^3,Surface,1,Class A,1116,
0.00654612,µm^3,Surface,1,Class A,1117,
0.024855,µm^3,Surface,1,Class A,1118,
0.096385,µm^3,Surface,1,Class A,1119,
0.176197,µm^3,Surface,1,Class A,1120,
0.0193167,µm^3,Surface,1,Class A,1121,
0.581424,µm^3,Surface,1,Class A,1122,
0.0286746,µm^3,Surface,1,Class A,1123,
0.245003,µm^3,Surface,1,Class A,1124,
0.0424349,µm^3,Surface,1,Class A,1125,
0.112406,µm^3,Surface,1,Class A,1126,
0.0624827,µm^3,Surface,1,Class A,1127,
0.0152279,µm^3,Surface,1,Class A,1128,
0.57051,µm^3,Surface,1,Class A,1129,
0.0052528,µm^3,Surface,1,Class A,1130,
0.357615,µm^3,Surface,1,Class A,1131,
0.0683275,µm^3,Surface,1,Class A,1132,
0.565025,µm^3,Surface,1,Class A,1133,
0.0713949,µm^3,Surface,1,Class A,1134,
0.0295316,µm^3,Surface,1,Class A,1135,
0.080267,µm^3,Surface,1,Class A,1136,
0.276296,µm^3,Surface,1,Class A,1137,
0.0329839,µm^3,Surface,1,Class A,1138,
0.00144995,µm^3,Surface,1,Class A,1139,
0.0467444,µm^3,Surface,1,Class A,1140,
0.0537354,µm^3,Surface,1,Class A,1141,
0.00377616,µm^3,Surface,1,Class A,1142,
0.00937577,µm^3,Surface,1,Class A,1143,
0.0353798,µm^3,Surface,1,Class A,1144,
0.0302986,µm^3,Surface,1,Class A,1145,
0.0276603,µm^3,Surface,1,Class A,1146,
0.0580813,µm^3,Surface,1,Class A,1147,
0.00686537,µm^3,Surface,1,Class A,1148,
0.0185789,µm^3,Surface,1,Class A,1149,
0.026331,µm^3,Surface,1,Class A,1150,
0.0447843,µm^3,Surface,1,Class A,1151,
0.136371,µm^3,Surface,1,Class A,1152,
0.485272,µm^3,Surface,1,Class A,1153,
0.110093,µm^3,Surface,1,Class A,1154,
0.00249887,µm^3,Surface,1,Class A,1155,
0.00648056,µm^3,Surface,1,Class A,1156,
0.0707024,µm^3,Surface,1,Class A,1157,
0.174343,µm^3,Surface,1,Class A,1158,
0.0165836,µm^3,Surface,1,Class A,1159,
0.00520776,µm^3,Surface,1,Class A,1160,
0.273028,µm^3,Surface,1,Class A,1161,
0.00540761,µm^3,Surface,1,Class A,1162,
0.0291577,µm^3,Surface,1,Class A,1163,
0.0033189,µm^3,Surface,1,Class A,1164,
0.735753,µm^3,Surface,1,Class A,1165,
0.0456271,µm^3,Surface,1,Class A,1166,
0.00636014,µm^3,Surface,1,Class A,1167,
0.229753,µm^3,Surface,1,Class A,1168,
0.00705479,µm^3,Surface,1,Class A,1169,
0.0413554,µm^3,Surface,1,Class A,1170,
0.0284767,µm^3,Surface,1,Class A,1171,
0.13292,µm^3,Surface,1,Class A,1172,
0.000296767,µm^3,Surface,1,Class A,1173,
0.0779408,µm^3,Surface,1,Class A,1174,
9.993e-05,µm^3,Surface,1,Class A,1175,
0.0479933,µm^3,Surface,1,Class A,1176,
0.0594536,µm^3,Surface,1,Class A,1177,
0.00567784,µm^3,Surface,1,Class A,1178,
0.111371,µm^3,Surface,1,Class A,1179,
0.00292939,µm^3,Surface,1,Class A,1180,
0.104012,µm^3,Surface,1,Class A,1181,
0.00228276,µm^3,Surface,1,Class A,1182,
0.130589,µm^3,Surface,1,Class A,1183,
0.0156884,µm^3,Surface,1,Class A,1184,
0.0147556,µm^3,Surface,1,Class A,1185,
0.0174708,µm^3,Surface,1,Class A,1186,
0.00370066,µm^3,Surface,1,Class A,1187,
0.0710776,µm^3,Surface,1,Class A,1188,
0.0964233,µm^3,Surface,1,Class A,1189,
0.011812,µm^3,Surface,1,Class A,1190,
0.0337338,µm^3,Surface,1,Class A,1191,
0.0107335,µm^3,Surface,1,Class A,1192,
0.00395992,µm^3,Surface,1,Class A,1193,
0.0215339,µm^3,Surface,1,Class A,1194,
0.190463,µm^3,Surface,1,Class A,1195,
0.0596389,µm^3,Surface,1,Class A,1196,
0.00504029,µm^3,Surface,1,Class A,1197,
0.0212504,µm^3,Surface,1,Class A,1198,
0.236362,µm^3,Surface,1,Class A,1199,
1.41724,µm^3,Surface,1,Class A,1200,
0.00534477,µm^3,Surface,1,Class A,1201,
0.00852428,µm^3,Surface,1,Class A,1202,
0.209201,µm^3,Surface,1,Class A,1203,
0.0282102,µm^3,Surface,1,Class A,1204,
0.0106267,µm^3,Surface,1,Class A,1205,
0.0228751,µm^3,Surface,1,Class A,1206,
0.0327395,µm^3,Surface,1,Class A,1207,
0.0336839,µm^3,Surface,1,Class A,1208,
0.0886044,µm^3,Surface,1,Class A,1209,
0.0171025,µm^3,Surface,1,Class A,1210,
0.00289289,µm^3,Surface,1,Class A,1211,
0.292848,µm^3,Surface,1,Class A,1212,
0.000257361,µm^3,Surface,1,Class A,1213,
0.0561823,µm^3,Surface,1,Class A,1214,
0.00150801,µm^3,Surface,1,Class A,1215,
0.382237,µm^3,Surface,1,Class A,1216,
0.165371,µm^3,Surface,1,Class A,1217,
0.162051,µm^3,Surface,1,Class A,1218,
0.0075692,µm^3,Surface,1,Class A,1219,
0.00150276,µm^3,Surface,1,Class A,1220,
0.13222,µm^3,Surface,1,Class A,1221,
0.0104303,µm^3,Surface,1,Class A,1222,
0.0779037,µm^3,Surface,1,Class A,1223,
0.0608384,µm^3,Surface,1,Class A,1224,
0.200889,µm^3,Surface,1,Class A,1225,
0.114244,µm^3,Surface,1,Class A,1226,
0.0854411,µm^3,Surface,1,Class A,1227,
0.00412143,µm^3,Surface,1,Class A,1228,
0.0710008,µm^3,Surface,1,Class A,1229,
0.000980877,µm^3,Surface,1,Class A,1230,
0.896697,µm^3,Surface,1,Class A,1231,
0.352857,µm^3,Surface,1,Class A,1232,
0.00898425,µm^3,Surface,1,Class A,1233,
0.0143264,µm^3,Surface,1,Class A,1234,
0.239657,µm^3,Surface,1,Class A,1235,
0.397903,µm^3,Surface,1,Class A,1236,
0.439335,µm^3,Surface,1,Class A,1237,
2.31741,µm^3,Surface,1,Class A,1238,
0.103791,µm^3,Surface,1,Class A,1239,
0.0253136,µm^3,Surface,1,Class A,1240,
0.902622,µm^3,Surface,1,Class A,1241,
3.96068,µm^3,Surface,1,Class A,1242,
0.0307117,µm^3,Surface,1,Class A,1243,
0.00374605,µm^3,Surface,1,Class A,1244,
0.0024486,µm^3,Surface,1,Class A,1245,
0.0343353,µm^3,Surface,1,Class A,1246,
0.0557321,µm^3,Surface,1,Class A,1247,
0.196992,µm^3,Surface,1,Class A,1248,
0.786675,µm^3,Surface,1,Class A,1249,
0.284111,µm^3,Surface,1,Class A,1250,
0.00161162,µm^3,Surface,1,Class A,1251,
0.0179153,µm^3,Surface,1,Class A,1252,
0.00964543,µm^3,Surface,1,Class A,1253,
0.0744381,µm^3,Surface,1,Class A,1254,
0.0786481,µm^3,Surface,1,Class A,1255,
0.0129368,µm^3,Surface,1,Class A,1256,
0.111291,µm^3,Surface,1,Class A,1257,
0.199785,µm^3,Surface,1,Class A,1258,
0.0403713,µm^3,Surface,1,Class A,1259,
7.1988,µm^3,Surface,1,Class B,1260,
1.52357,µm^3,Surface,1,Class A,1261,
0.0549187,µm^3,Surface,1,Class A,1262,
0.0308403,µm^3,Surface,1,Class A,1263,
0.0515305,µm^3,Surface,1,Class A,1264,
0.0779872,µm^3,Surface,1,Class A,1265,
0.0286217,µm^3,Surface,1,Class A,1266,
0.0470366,µm^3,Surface,1,Class A,1267,
0.00591729,µm^3,Surface,1,Class A,1268,
0.000176289,µm^3,Surface,1,Class A,1269,
0.0038905,µm^3,Surface,1,Class A,1270,
0.787262,µm^3,Surface,1,Class A,1271,
0.0539406,µm^3,Surface,1,Class A,1272,
0.155011,µm^3,Surface,1,Class A,1273,
0.00785663,µm^3,Surface,1,Class A,1274,
0.00730067,µm^3,Surface,1,Class A,1275,
0.00114172,µm^3,Surface,1,Class A,1276,
0.0395761,µm^3,Surface,1,Class A,1277,
0.0393772,µm^3,Surface,1,Class A,1278,
0.0462207,µm^3,Surface,1,Class A,1279,
0.0396736,µm^3,Surface,1,Class A,1280,
0.0893382,µm^3,Surface,1,Class A,1281,
0.0569786,µm^3,Surface,1,Class A,1282,
0.00526172,µm^3,Surface,1,Class A,1283,
0.0568328,µm^3,Surface,1,Class A,1284,
0.0518611,µm^3,Surface,1,Class A,1285,
0.0946314,µm^3,Surface,1,Class A,1286,
0.147008,µm^3,Surface,1,Class A,1287,
0.000784782,µm^3,Surface,1,Class A,1288,
0.131414,µm^3,Surface,1,Class A,1289,
0.120086,µm^3,Surface,1,Class A,1290,
0.0660474,µm^3,Surface,1,Class A,1291,
0.0258696,µm^3,Surface,1,Class A,1292,
0.0164492,µm^3,Surface,1,Class A,1293,
