
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,Set 1,ID,
0.901874,,Surface,1,Class A,157,
0.912946,,Surface,1,Class A,158,
0.654105,,Surface,1,Class A,159,
0.90201,,Surface,1,Class A,160,
0.711393,,Surface,1,Class A,161,
0.920878,,Surface,1,Class A,162,
0.941397,,Surface,1,Class A,163,
0.963216,,Surface,1,Class A,164,
0.970585,,Surface,1,Class A,165,
0.948854,,Surface,1,Class A,166,
0.907969,,Surface,1,Class A,167,
0.721041,,Surface,1,Class A,168,
0.870892,,Surface,1,Class A,169,
0.779949,,Surface,1,Class A,170,
0.803098,,Surface,1,Class A,171,
0.914405,,Surface,1,Class A,172,
0.960787,,Surface,1,Class A,173,
0.895277,,Surface,1,Class A,174,
0.513132,,Surface,1,Class A,175,
0.962148,,Surface,1,Class A,176,
0.929622,,Surface,1,Class A,177,
0.769244,,Surface,1,Class A,178,
0.695716,,Surface,1,Class A,179,
0.948196,,Surface,1,Class A,180,
0.859886,,Surface,1,Class A,181,
0.61512,,Surface,1,Class A,182,
0.942401,,Surface,1,Class A,183,
0.777372,,Surface,1,Class A,184,
0.847957,,Surface,1,Class A,185,
0.963598,,Surface,1,Class A,186,
0.877017,,Surface,1,Class A,187,
0.712093,,Surface,1,Class A,188,
0.758412,,Surface,1,Class A,189,
0.855789,,Surface,1,Class A,190,
0.600413,,Surface,1,Class A,191,
0.966006,,Surface,1,Class A,192,
0.921614,,Surface,1,Class A,193,
0.860955,,Surface,1,Class A,194,
0.807179,,Surface,1,Class A,195,
0.88828,,Surface,1,Class A,196,
0.966831,,Surface,1,Class A,197,
0.584946,,Surface,1,Class A,198,
0.958677,,Surface,1,Class A,199,
0.841122,,Surface,1,Class A,200,
0.635692,,Surface,1,Class A,201,
0.754671,,Surface,1,Class A,202,
0.96135,,Surface,1,Class A,203,
0.646077,,Surface,1,Class A,204,
0.840267,,Surface,1,Class A,205,
0.618323,,Surface,1,Class A,206,
0.971792,,Surface,1,Class A,207,
0.914516,,Surface,1,Class A,208,
0.81652,,Surface,1,Class A,209,
0.628075,,Surface,1,Class A,210,
0.951207,,Surface,1,Class A,211,
0.828777,,Surface,1,Class A,212,
0.933752,,Surface,1,Class A,213,
0.802762,,Surface,1,Class A,214,
0.940168,,Surface,1,Class A,215,
0.863465,,Surface,1,Class A,216,
0.870715,,Surface,1,Class A,217,
0.906323,,Surface,1,Class A,218,
0.827183,,Surface,1,Class A,219,
0.936491,,Surface,1,Class A,220,
0.947058,,Surface,1,Class A,221,
0.896988,,Surface,1,Class A,222,
0.8664,,Surface,1,Class A,223,
0.75845,,Surface,1,Class A,224,
0.84476,,Surface,1,Class A,225,
0.964988,,Surface,1,Class A,226,
0.511332,,Surface,1,Class A,227,
0.927861,,Surface,1,Class A,228,
0.964155,,Surface,1,Class A,229,
0.911628,,Surface,1,Class A,230,
0.848806,,Surface,1,Class A,231,
0.799265,,Surface,1,Class A,232,
0.939383,,Surface,1,Class A,233,
0.93174,,Surface,1,Class A,234,
0.860759,,Surface,1,Class A,235,
0.591964,,Surface,1,Class A,236,
0.921692,,Surface,1,Class A,237,
0.876195,,Surface,1,Class A,238,
0.854865,,Surface,1,Class A,239,
0.670627,,Surface,1,Class A,240,
0.859096,,Surface,1,Class A,241,
0.863703,,Surface,1,Class A,242,
0.898486,,Surface,1,Class A,243,
0.932075,,Surface,1,Class A,244,
0.846005,,Surface,1,Class A,245,
0.93235,,Surface,1,Class A,246,
0.829804,,Surface,1,Class A,247,
0.909073,,Surface,1,Class A,248,
0.927705,,Surface,1,Class A,249,
0.943247,,Surface,1,Class A,250,
0.888886,,Surface,1,Class A,251,
0.92133,,Surface,1,Class A,252,
0.96816,,Surface,1,Class A,253,
0.863905,,Surface,1,Class A,254,
0.957529,,Surface,1,Class A,255,
0.888836,,Surface,1,Class A,256,
0.838341,,Surface,1,Class A,257,
0.780066,,Surface,1,Class A,258,
0.874487,,Surface,1,Class A,259,
0.719594,,Surface,1,Class A,260,
0.949458,,Surface,1,Class A,261,
0.900788,,Surface,1,Class A,262,
0.901791,,Surface,1,Class A,263,
0.965809,,Surface,1,Class A,264,
0.816619,,Surface,1,Class A,265,
0.975964,,Surface,1,Class A,266,
0.892303,,Surface,1,Class A,267,
0.870803,,Surface,1,Class A,268,
0.317884,,Surface,1,Class A,269,
0.811686,,Surface,1,Class A,270,
0.64087,,Surface,1,Class A,271,
0.962468,,Surface,1,Class A,272,
0.598139,,Surface,1,Class A,273,
0.674401,,Surface,1,Class A,274,
0.779211,,Surface,1,Class A,275,
0.875901,,Surface,1,Class A,276,
0.801543,,Surface,1,Class A,277,
0.856825,,Surface,1,Class A,278,
0.234384,,Surface,1,Class B,279,
0.823104,,Surface,1,Class A,280,
0.642664,,Surface,1,Class A,281,
0.499558,,Surface,1,Class A,282,
0.494415,,Surface,1,Class A,283,
0.872816,,Surface,1,Class A,284,
0.363764,,Surface,1,Class A,285,
0.87141,,Surface,1,Class A,286,
0.738952,,Surface,1,Class A,287,
0.198277,,Surface,1,Class B,288,
0.822766,,Surface,1,Class A,289,
0.736998,,Surface,1,Class A,290,
0.883889,,Surface,1,Class A,291,
